V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apple,Q2.4_5,Q2.4_loquat,Q2.4_rambutan,Q2.4_mangosteen,Q2.4_peach,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.2_5,Q10.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2gbU280Bm5VQ6kR,Default Response Set,Anonymous,,,62.8.240.4,0,5/9/16 2:29,5/9/16 2:36,1,402268,2,,1,,,,,,,1,,,,4,4,1,3,1,5,5,5,5,5,4,,4,6,6,3,7,6,3,5,6,5,3,5,3,5,6,6,7,4,1,6,5,6,4,1,2,6,2,6,6,1,6,2,4,5,2,4,2,2,2,1,,4,1,,,,,,,,,,,,,,3,3,3,1,1,1,2,3,1,5,,,,,,,4,4,4,4,4,4,2,1,4,1,,17,2,53.58859253,10.04829407,-1
R_6FkV84PBnLXurRj,Default Response Set,Anonymous,,,217.70.204.66,0,5/9/16 2:27,5/9/16 2:41,1,402267,2,,1,,,,,,,,,1,,4,2,1,3,2,3,5,5,5,2,4,,5,6,3,5,7,3,3,2,3,5,2,6,3,5,5,5,6,3,2,7,5,6,6,4,3,5,1,6,5,3,5,2,6,6,2,4,5,5,6,1,,,,,,2,1,,,,,,,,,,2,2,2,2,2,1,1,1,1,5,,,,,,,2,2,3,2,2,1,2,1,4,2,1,13,4,54.32049561,10.13270569,-1
R_7U92H7JcBztCVJH,Default Response Set,Anonymous,,,95.91.232.254,0,5/9/16 2:37,5/9/16 2:52,1,402270,2,,1,,1,,,,,,,,,3,2,1,1,2,1,5,5,5,3,4,,6,7,2,2,7,2,2,5,6,6,2,6,3,5,5,5,4,5,2,6,6,6,5,3,2,6,2,3,6,1,4,2,6,5,2,2,3,6,4,1,,,,,,,,,,,,,,,5,1,2,3,2,1,1,1,2,1,1,5,,,,,,,2,1,3,2,2,3,2,4,1,1,,7,3,48.36729431,10.8921051,-1
R_5oLUsYFjhhp7elL,Default Response Set,Anonymous,,,80.228.85.85,0,5/9/16 2:56,5/9/16 2:57,1,402273,2,,1,,,,,,,,,,1,3,2,2,1,1,1,4,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8500061,7.683303833,-1
R_863XPgD5mtyieKF,Default Response Set,Anonymous,,,77.6.27.29,0,5/9/16 2:58,5/9/16 2:59,1,402274,2,,1,,,,,,,,,,1,4,2,1,1,1,1,2,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.08329773,12.13330078,-1
R_bwLKrkDcLRGrf5r,Default Response Set,Anonymous,,,84.129.218.108,0,5/9/16 2:56,5/9/16 3:03,1,402272,2,,1,,,,,,,,,,1,4,1,1,1,1,1,,5,5,2,4,,6,6,3,5,7,4,2,3,5,6,2,6,3,5,5,7,7,5,2,6,6,6,6,4,2,5,1,7,6,5,6,2,5,5,3,2,4,5,4,1,,,,,,,,3,2,4,3,2,3,1,,,2,1,2,1,1,2,1,2,2,5,,,,,,,2,3,3,4,5,2,2,1,3,1,,10,2,52.27890015,10.54269409,-1
R_bdg5UPnhz5F2Ovb,Default Response Set,Anonymous,,,88.217.231.53,0,5/9/16 2:59,5/9/16 3:06,1,402275,2,,1,,,,,,,,,,1,4,2,1,1,1,2,5,5,5,3,4,,6,6,5,4,6,3,2,4,6,6,3,6,5,4,5,4,7,4,2,7,7,5,6,3,3,4,3,5,6,5,4,2,6,5,2,3,5,5,5,1,,,,5,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,7,6,7,7,7,7,3,2,3,3,2,3,2,1,4,2,1,14,3,48.11880493,11.49169922,-1
R_0eJFJINxMLNzV89,Default Response Set,Anonymous,,,188.109.62.228,0,5/9/16 2:33,5/9/16 3:07,1,402269,2,,,,,,,,,,,,1,4,3,1,1,1,3,5,5,5,3,4,,6,6,2,2,7,2,2,2,5,5,2,6,1,6,7,7,7,4,2,6,6,6,5,6,2,7,1,4,7,4,5,2,6,6,1,2,5,5,6,1,,,,,,4,1,,,,,,,,,,2,3,2,1,2,1,2,1,1,5,,,,,,,5,5,4,4,5,3,2,3,4,4,3,19,2,51.95100403,7.618103027,-1
R_5ih67RtqAaDeGt7,Default Response Set,Anonymous,,,94.134.171.123,0,5/9/16 3:00,5/9/16 3:09,1,402276,2,,1,,1,,,,,,,,,4,2,2,1,2,5,5,5,5,4,4,,6,7,3,4,7,2,2,3,1,5,1,4,2,5,6,6,7,4,3,7,6,6,6,2,5,5,2,5,5,4,6,2,7,7,2,5,4,5,4,7,"Rewe, Real, Edeka, Frischezentrum",,,,,3,1,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,1,3,2,3,3,3,2,1,4,2,1,19,3,51.55000305,7.316696167,-1
R_cI6UaOQfU0syqwt,Default Response Set,Anonymous,,,165.225.72.54,0,5/9/16 3:03,5/9/16 3:14,1,402278,2,,1,,,,,,,,,,1,4,2,1,3,1,1,5,5,5,2,4,,3,4,4,5,7,4,3,2,4,4,4,5,4,5,5,6,7,5,4,6,5,5,6,4,3,4,2,6,4,2,4,2,5,4,3,3,5,5,5,1,,,,3,1,,,,,,,,,,,,2,1,2,3,3,2,1,2,2,5,,,,,,,2,2,2,2,4,4,2,2,4,3,2,19,3,50.11720276,8.728103638,-1
R_d1iF5nBgBRGd1DD,Default Response Set,Anonymous,,,85.181.225.212,0,5/9/16 3:02,5/9/16 3:15,1,402277,2,,1,,1,,,,,,,,,3,1,1,1,1,1,5,5,5,1,4,,6,6,3,3,7,2,3,4,6,5,4,5,4,4,5,4,7,5,3,7,5,6,7,4,3,5,2,6,4,7,5,2,6,6,4,4,4,5,4,1,,,,,,,,,,,,,,,3,1,2,2,2,1,2,2,3,2,2,4,6,5,5,5,5,5,2,2,2,3,3,2,2,4,1,1,,8,3,51.95970154,7.631393433,-1
R_3z5UHjPTsfo4wsJ,Default Response Set,Anonymous,,,217.7.121.11,0,5/9/16 3:09,5/9/16 3:17,1,402281,2,,1,,,,,,,,,,1,4,3,1,1,1,3,5,5,5,3,4,,5,6,3,6,6,2,3,4,6,6,2,5,3,5,6,5,6,6,4,6,5,5,5,2,2,5,4,6,5,5,5,2,5,6,4,3,5,6,5,1,,4,1,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,5,,,,,,,2,2,2,2,2,2,2,2,5,3,2,14,4,51,9,-1
R_5vuSKUpSpgSxrXD,Default Response Set,Anonymous,,,217.111.121.2,0,5/9/16 3:18,5/9/16 3:20,1,402282,2,,1,,,,,,,,,1,,3,3,1,1,1,3,5,5,3,3,4,,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.14039612,11.6802063,-1
R_09AhnkE2pgEWNUN,Default Response Set,Anonymous,,,85.177.225.145,0,5/9/16 3:08,5/9/16 3:21,1,402280,,,1,,,1,,,,,,,,4,3,1,1,3,5,5,5,5,3,4,,5,5,4,4,7,5,2,5,5,4,6,3,5,7,2,7,7,4,4,6,3,5,5,4,5,6,4,5,5,3,4,2,5,5,4,6,4,3,4,1,,,,,,,,2,2,3,3,2,2,1,,,3,3,1,1,1,1,2,1,2,5,,,,,,,4,4,4,4,4,4,2,2,1,3,2,15,1,53.55000305,10,-1
R_eQCLLmVZ2DWSysl,Default Response Set,Anonymous,,,62.169.4.90,0,5/9/16 3:21,5/9/16 3:22,1,402284,2,,2,,,,,,,,,1,,3,3,3,2,2,2,1,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_1IhZXG3F7coj2QJ,Default Response Set,Anonymous,,,212.197.165.190,0,5/9/16 3:11,5/9/16 3:23,1,800421,2,,1,,,,,,,,,,1,5,3,2,2,2,2,5,5,5,3,2,,5,5,4,3,6,2,4,4,5,4,4,6,5,5,5,5,6,5,2,6,5,5,6,5,4,5,3,5,5,5,5,2,5,5,4,2,3,5,5,1,,,,,,,,3,3,3,3,3,4,1,,,2,3,2,3,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,3,3,4,3,23,2,48.30000305,14.30000305,-1
R_aYuDsFb6NO0Qpnv,Default Response Set,Anonymous,,,194.25.240.90,0,5/9/16 3:21,5/9/16 3:25,1,402283,2,,1,,,,,,,,,,1,8,1,1,3,1,3,5,5,5,3,4,,7,7,7,1,7,1,1,4,7,7,1,5,1,7,7,7,7,7,6,6,6,6,6,6,6,7,5,1,5,5,7,2,6,6,6,6,6,6,6,1,,,,,,3,1,,,,,,,,,,2,2,2,2,2,1,3,1,2,5,,,,,,,2,2,2,2,3,3,2,5,4,2,1,50,5,51.05000305,13.75,-1
R_2h5eoir3mp4WxM1,Default Response Set,Anonymous,,,109.47.0.200,0,5/9/16 2:46,5/9/16 3:26,1,402271,2,,1,,,,,,,,,,1,4,3,2,3,2,5,5,5,5,3,4,,5,6,4,3,5,1,2,4,5,6,3,6,4,5,5,6,6,5,4,5,5,5,6,4,4,5,2,4,5,4,5,2,6,7,4,2,4,5,5,1,,4,1,,,,,,,,,,,,,,3,3,2,1,1,3,2,3,1,5,,,,,,,3,3,4,2,4,4,2,5,1,1,,16,2,52.92080688,9.248001099,-1
R_6gR7qbySEcoVJLD,Default Response Set,Anonymous,,,79.222.33.247,0,5/9/16 3:24,5/9/16 3:27,1,402285,1,1,1,,,,,,,,,,1,6,2,1,1,1,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.38330078,14.05830383,-1
R_cPkyPzrVyippmaF,Default Response Set,Anonymous,,,80.171.37.221,0,5/9/16 3:30,5/9/16 3:33,1,402287,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,2,4,,4,5,5,3,4,4,4,4,5,6,5,3,4,6,5,4,5,4,5,3,5,6,4,5,5,4,4,4,3,5,5,6,4,4,3,4,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57600403,10.04670715,-1
R_2uvrGYueN4p140t,Default Response Set,Anonymous,,,145.253.151.230,0,5/9/16 3:26,5/9/16 3:33,1,402286,2,,1,,,,,,,,,,1,4,3,4,4,3,5,5,5,5,4,4,,5,5,5,4,5,5,4,5,4,5,3,5,5,5,5,5,5,5,3,6,5,5,3,5,3,5,5,5,5,1,4,2,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,4,1,3,3,2,1,1,1,2,1,2,5,,,,,,,3,3,3,3,3,3,2,1,3,1,,13,3,51,9,-1
R_9viTJ2EEhpENcG1,Default Response Set,Anonymous,,,87.138.113.166,0,5/9/16 3:31,5/9/16 3:40,1,402288,2,,1,,,,,,,,,,1,4,3,1,2,1,1,5,5,5,3,4,,5,7,4,3,6,2,2,3,5,6,2,7,3,6,6,6,7,6,4,6,5,6,6,6,4,7,2,7,5,4,5,2,7,6,4,3,7,5,6,1,,,,5,1,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,3,7,7,7,7,7,7,4,3,3,5,6,5,2,1,4,2,1,11,4,52.51669312,13.3999939,-1
R_dcb1TEeBr5NB03P,Default Response Set,Anonymous,,,213.214.8.47,0,5/9/16 3:42,5/9/16 3:43,1,402291,2,,1,,,,,,,,,,1,4,5,2,2,3,3,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44999695,7.016693115,-1
R_56CvqqswJmv3Zhb,Default Response Set,Anonymous,,,87.79.238.36,0,5/9/16 3:45,5/9/16 3:46,1,402292,2,,2,,,,,,,,,,1,2,4,1,2,1,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92010498,6.955093384,-1
R_6DOkMkrxhRIUr3L,Default Response Set,Anonymous,,,217.92.180.194,0,5/9/16 3:41,5/9/16 3:47,1,402290,2,,1,,,,,,,,,,1,4,2,1,2,1,3,5,5,5,2,4,,3,7,6,4,7,2,4,4,6,,2,4,2,6,5,6,7,5,3,7,6,6,7,4,2,2,1,2,6,5,4,2,7,6,2,3,5,5,4,1,,5,1,,,,,,,,,,,,,,3,2,1,2,2,1,1,1,1,4,2,2,3,4,5,3,4,4,2,6,5,3,2,1,3,2,1,14,2,52.51669312,13.3999939,-1
R_3E3h2XsedNRz9B3,Default Response Set,Anonymous,,,132.195.67.128,0,5/9/16 3:50,5/9/16 3:51,1,402294,2,,1,,,,,,,,,,1,4,3,1,1,2,1,5,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.26669312,7.183303833,-1
R_88uIc1fipRb5VPf,Default Response Set,Anonymous,,,62.159.101.173,0,5/9/16 3:45,5/9/16 3:57,1,402293,2,,1,,,,,,,,,,1,4,2,1,3,1,2,5,5,5,2,4,,5,5,5,3,7,3,1,3,2,5,1,7,3,5,5,5,5,5,3,7,5,5,7,5,3,5,3,5,5,5,5,2,6,5,3,3,5,6,6,4,,,,,,3,1,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,4,3,3,3,4,3,2,1,4,1,,15,5,51,9,-1
R_8eT22fMdfazyMn3,Default Response Set,Anonymous,,,195.63.184.88,0,5/9/16 3:50,5/9/16 3:57,1,402295,2,,1,,,,,,,,,,1,4,2,1,1,2,1,5,5,5,3,4,,7,7,5,3,7,1,1,3,5,7,1,7,3,5,5,7,7,4,1,7,6,4,7,4,5,5,2,2,4,4,6,2,7,5,3,5,2,5,3,1,,,,6,1,,,,,,,,,,,,2,2,2,1,1,1,3,1,2,5,,,,,,,1,1,2,2,2,2,2,1,5,2,1,15,3,49.86109924,8.637298584,-1
R_8iXeeYIOsDePGe1,Default Response Set,Anonymous,,,195.191.69.212,0,5/9/16 3:04,5/9/16 3:58,1,402279,2,,1,,,,,,,,,,1,3,3,2,3,2,2,5,5,5,4,4,,4,5,2,3,6,1,1,2,3,5,2,5,3,5,6,6,4,5,3,7,5,5,7,5,1,6,2,3,4,3,4,2,6,6,4,1,5,5,5,1,,6,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,5,,,,,,,1,1,2,1,4,4,2,1,4,3,1,7,3,51.44400024,7.454605103,-1
R_71hseXClCtotpS5,Default Response Set,Anonymous,,,217.8.49.50,0,5/9/16 3:53,5/9/16 3:58,1,402297,2,,1,,,,,,,,,,1,4,2,2,1,1,1,5,5,5,3,4,,5,6,3,2,7,3,2,3,5,5,3,7,3,5,5,6,7,5,3,7,5,6,6,3,4,4,1,5,5,7,4,2,5,6,3,2,5,6,4,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,3,2,2,2,2,2,2,1,6,2,1,19,5,49.47720337,8.481796265,-1
R_cZLjclIfz4pP5Qh,Default Response Set,Anonymous,,,93.82.45.109,0,5/9/16 3:51,5/9/16 3:59,1,800423,2,,1,,,,,,,,,,1,7,2,2,1,1,3,5,5,5,3,2,,7,7,6,5,6,3,1,4,4,1,1,4,3,6,7,7,7,6,1,7,7,7,7,6,4,7,4,1,2,6,7,2,7,7,7,1,4,7,7,1,,,,,,,,2,3,3,3,2,4,1,,,3,3,3,3,2,3,3,1,1,5,,,,,,,4,4,4,4,4,4,2,6,3,2,1,40,2,47.1157074,15.59010315,-1
R_eECzp2vHAC55tJP,Default Response Set,Anonymous,,,213.240.74.192,0,5/9/16 3:59,5/9/16 4:00,1,800425,2,,1,,,,,,,,,,1,4,5,3,3,1,3,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1157074,15.59010315,-1
R_8bNLdTX657DdCmx,Default Response Set,Anonymous,,,149.172.141.110,0,5/9/16 3:54,5/9/16 4:02,1,402298,2,,1,,,,,,,,,,1,4,3,3,1,1,5,5,5,5,3,4,,6,6,6,2,6,6,6,2,2,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,2,6,2,6,6,2,6,2,2,6,6,2,6,6,6,1,,,,,,2,1,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,2,2,2,2,2,2,2,1,4,2,1,13,3,49.09669495,8.489593506,-1
R_40Ew6aGj4exE4IJ,Default Response Set,Anonymous,,,176.94.25.74,0,5/9/16 3:58,5/9/16 4:02,1,402300,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,3,4,,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,7,7,5,7,7,7,4,4,1,7,1,7,7,1,1,1,6,4,4,1,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4803009,7.218307495,-1
R_6DJDuEMmuBO0RzD,Default Response Set,Anonymous,,,212.114.216.162,0,5/9/16 3:58,5/9/16 4:04,1,402299,2,,1,,,,,,,,,,1,4,3,2,2,2,3,5,5,5,4,4,,4,5,4,3,5,5,1,2,4,6,4,3,3,5,6,6,4,6,2,6,4,4,5,4,2,6,4,6,6,2,5,2,3,4,4,1,4,6,6,1,,,,,,,,3,3,3,3,3,3,1,,,2,1,2,1,1,2,1,2,2,4,4,4,4,4,4,4,5,3,4,3,5,4,2,1,5,2,1,17,5,49.46780396,11.06930542,-1
R_elbQp4WUf9bUVNz,Default Response Set,Anonymous,,,195.49.159.91,0,5/9/16 3:53,5/9/16 4:06,1,402296,2,,1,,,,,,,,,,1,3,3,2,1,2,3,5,5,5,3,4,,5,7,3,5,7,1,1,4,7,7,2,4,3,6,5,6,7,4,2,6,7,5,5,3,4,6,1,1,4,3,6,2,6,6,3,2,3,4,4,1,,,,5,1,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,5,,,,,,,2,1,4,2,1,2,2,4,1,2,1,5,3,49.46389771,11.0670929,-1
R_a367CjVOwkd29W5,Default Response Set,Anonymous,,,212.186.36.27,0,5/9/16 4:06,5/9/16 4:06,1,800426,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.30000305,16.3500061,-1
R_e9bx5xgBul1weEt,Default Response Set,Anonymous,,,80.146.245.99,0,5/9/16 4:05,5/9/16 4:13,1,402301,2,,1,,,,,,,,,,1,4,3,1,4,1,4,5,5,5,4,4,,5,6,5,3,4,4,3,5,5,5,5,5,4,5,6,5,5,5,3,4,6,5,5,5,3,5,4,5,5,3,5,2,5,5,4,2,5,5,5,1,,,,,,,,,,,,,,,4,1,2,1,2,2,2,1,1,1,2,5,,,,,,,4,2,3,3,3,2,2,1,4,2,1,13,3,50.38330078,12.31669617,-1
R_0exYPLHcjHDnlJz,Default Response Set,Anonymous,,,79.247.190.62,0,5/9/16 4:07,5/9/16 4:16,1,402302,2,,1,,,,,,,,,,1,4,2,1,3,1,3,5,5,5,2,4,,3,1,2,4,7,2,2,6,7,6,2,4,2,6,6,6,6,3,1,7,6,6,6,3,3,6,1,5,6,5,6,2,7,7,2,6,2,5,5,1,,,,,,,,2,1,2,2,1,3,1,,,2,1,2,1,1,2,1,2,2,5,,,,,,,2,2,4,3,4,3,2,6,1,1,,19,2,52.51669312,13.3999939,-1
R_3F31wUPbbDhRGsZ,Default Response Set,Anonymous,,,5.28.126.156,0,5/9/16 4:07,5/9/16 4:18,1,402303,2,,1,,,,,,,,,,1,4,3,1,1,1,5,5,5,5,1,4,,7,7,5,1,7,1,1,1,6,7,1,6,2,7,7,6,7,3,2,6,7,7,7,6,5,7,1,6,7,4,7,2,7,7,3,5,3,4,4,1,,,,,,4,1,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,4,4,4,4,4,4,2,7,1,4,3,15,2,52.51669312,13.3999939,-1
R_2lgA0bWW8C30Cih,Default Response Set,Anonymous,,,91.54.2.88,0,5/9/16 3:38,5/9/16 4:18,1,402289,2,,1,,,,,,,,,,1,4,3,1,2,1,1,5,5,5,3,4,,7,7,5,4,6,1,2,3,6,6,1,5,2,5,6,6,7,5,5,7,6,6,6,5,3,5,1,6,5,1,5,2,7,7,1,5,5,2,1,1,,4,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,5,,,,,,,3,3,3,3,3,3,2,1,3,1,,13,2,50.93330383,6.949996948,-1
R_51hZFekj1QBXZ7n,Default Response Set,Anonymous,,,143.205.186.208,0,5/9/16 4:12,5/9/16 4:20,1,800427,,,1,1,,,,,,,,,,3,1,1,3,1,4,5,5,5,2,2,,6,6,5,5,7,4,5,6,6,6,5,7,5,6,6,6,7,5,2,7,7,6,7,2,6,5,5,7,5,7,6,2,5,7,5,2,5,7,6,1,,,,,,,,,,,,,,,4,1,2,3,2,1,2,1,2,1,1,5,,,,,,,1,2,2,3,4,3,2,4,1,4,1,6,3,46.58729553,14.4006958,-1
R_8iBDxh8ThB29k8Z,Default Response Set,Anonymous,,,93.235.203.4,0,5/9/16 4:20,5/9/16 4:21,1,402304,2,,1,,,,,,,,,,1,4,3,1,1,2,3,4,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.35780334,7.525100708,-1
R_1Rqwc0wze8uc8jX,Default Response Set,Anonymous,,,91.118.161.124,0,5/9/16 4:17,5/9/16 4:28,1,800428,2,,1,,,,,,,,,,1,4,2,1,3,1,3,5,5,5,4,2,,5,7,4,2,5,2,1,1,6,6,1,4,1,6,6,5,7,4,1,6,6,7,6,2,4,7,2,5,6,5,6,2,7,6,4,4,4,4,4,1,,,,7,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,2,7,7,7,7,7,7,4,3,3,2,3,3,1,1,4,2,1,15,2,47.85409546,16.83709717,-1
R_0PozgWfb98PfFm5,Default Response Set,Anonymous,,,80.122.194.124,0,5/9/16 3:35,5/9/16 4:30,1,800422,2,,1,,,,,,,,,,1,3,2,1,1,2,1,4,5,5,2,2,,5,6,5,5,5,3,2,4,6,6,2,6,4,6,5,6,7,4,4,5,5,5,6,4,3,5,3,5,4,3,5,2,6,6,3,3,5,5,2,1,,,,,,,,,,,,,,,4,1,2,2,2,1,1,3,3,1,1,5,,,,,,,3,3,3,3,2,2,2,4,3,4,1,6,3,46.68330383,14.11669922,-1
R_51m11e0I5OC0kw5,Default Response Set,Anonymous,,,80.110.81.141,0,5/9/16 4:32,5/9/16 4:34,1,800430,2,,2,,,,,,,,,,1,2,2,1,1,1,3,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19200134,16.36709595,-1
R_5mMStWvCgwHAoDj,Default Response Set,Anonymous,,,91.248.67.95,0,5/9/16 4:24,5/9/16 4:34,1,402305,2,,1,,,,,,,,,,1,4,3,2,3,2,3,5,5,5,3,4,,6,6,4,4,6,3,3,4,5,5,2,2,4,5,5,5,7,4,3,5,5,5,5,5,4,5,2,5,5,2,5,2,5,6,4,4,4,4,2,1,,,,5,1,,,,,,,,,,,,2,3,3,1,1,3,3,3,1,4,7,6,7,6,6,6,2,2,2,2,3,3,2,2,2,2,1,13,4,53.38330078,9,-1
R_dp7rrmyg3xtPnpP,Default Response Set,Anonymous,,,78.52.111.178,0,5/9/16 4:32,5/9/16 4:38,1,402307,2,,1,,,,,,,,1,,,4,3,2,3,1,2,5,5,5,3,4,,6,6,3,4,6,3,3,3,5,6,3,6,4,5,6,6,7,6,5,5,6,6,6,5,2,6,4,6,6,5,6,2,5,6,2,2,5,6,5,1,,3,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,1,5,,,,,,,3,3,3,3,4,3,2,2,2,1,,11,2,52.51669312,13.3999939,-1
R_aWrxIMyeSO0bKV7,Default Response Set,Anonymous,,,80.110.84.60,0,5/9/16 4:40,5/9/16 4:41,1,800431,2,,2,,1,,,,,,,,,3,3,3,3,1,3,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.18649292,16.35490417,-1
R_ageAxzrgL3drOdL,Default Response Set,Anonymous,,,84.129.43.234,0,5/9/16 4:35,5/9/16 4:43,1,402309,2,,1,,1,,,,,,,,,3,3,1,1,1,5,5,5,5,1,4,,6,6,6,6,7,6,6,7,5,6,7,7,6,5,5,7,7,7,5,7,4,5,7,7,5,7,7,7,7,7,6,2,7,6,7,3,6,7,7,1,,,,,,,,1,1,1,1,1,6,1,,,2,1,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,7,1,5,4,10,2,51.7559967,14.31970215,-1
R_2fzAa1pOmfwVbTv,Default Response Set,Anonymous,,,185.22.142.122,0,5/9/16 4:41,5/9/16 4:44,1,402311,2,,2,,,,,,,1,,,,2,2,1,2,1,2,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.09199524,6.973907471,-1
