V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_06gnQigf6pxljZr,Default Response Set,Anonymous,,,172.56.11.244,0,5/10/16 18:49,5/10/16 18:51,1,206369,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.32839966,-83.05539703,-1
R_4TuPFFH6jtzj2Ml,Default Response Set,Anonymous,,,108.52.80.205,0,5/10/16 18:49,5/10/16 18:51,1,206363,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91529846,-75.19139862,-1
R_1zgzgSOHJMFJNnT,Default Response Set,Anonymous,,,71.112.166.214,0,5/10/16 18:51,5/10/16 18:51,1,206372,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.43099976,-79.92269897,-1
R_bwoS8wakRM2SLFr,Default Response Set,Anonymous,,,69.135.163.230,0,5/10/16 18:51,5/10/16 18:51,1,206373,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.95480347,-82.76930237,-1
R_5BiaAm7U6sI6w5L,Default Response Set,Anonymous,,,50.93.229.18,0,5/10/16 18:51,5/10/16 18:52,1,206375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8565979,-99.73840332,-1
R_5A991n0kWiY9Vk1,Default Response Set,Anonymous,,,72.20.139.135,0,5/10/16 18:51,5/10/16 18:52,1,206374,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.56719971,-95.09249878,-1
R_0rKIDSmy7tlNFEV,Default Response Set,Anonymous,,,71.161.65.22,0,5/10/16 18:46,5/10/16 18:52,1,206348,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98129272,-70.8062973,-1
R_8cyuaZTAhjVDL6d,Default Response Set,Anonymous,,,72.10.6.134,0,5/10/16 18:52,5/10/16 18:52,1,206377,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.11070251,-118.3077011,-1
R_5nntg97uQSJ33qB,Default Response Set,Anonymous,,,65.74.119.68,0,5/10/16 18:52,5/10/16 18:52,1,206378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8144989,-147.626297,-1
R_8IF9pfbCUTsrZit,Default Response Set,Anonymous,,,108.51.27.79,0,5/10/16 18:52,5/10/16 18:52,1,206379,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.86000061,-77.09870148,-1
R_9FwjJ3CJtNDoX53,Default Response Set,Anonymous,,,66.223.139.11,0,5/10/16 18:52,5/10/16 18:53,1,206381,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.31520081,-149.6515045,-1
R_cZ3dfYOMPv4m5Nj,Default Response Set,Anonymous,,,73.15.10.159,0,5/10/16 18:52,5/10/16 18:53,1,206380,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.31199646,-121.9660034,-1
R_1XfUJx5U00jOT41,Default Response Set,Anonymous,,,98.217.232.93,0,5/10/16 18:53,5/10/16 18:53,1,206382,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.73449707,-71.46330261,-1
R_29OZxUgLASOWQzr,Default Response Set,Anonymous,,,107.77.216.49,0,5/10/16 18:54,5/10/16 18:54,1,206383,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.02220154,-81.73290253,-1
R_bgejqi40L6vKuLr,Default Response Set,Anonymous,,,68.226.171.146,0,5/10/16 18:54,5/10/16 18:54,1,206384,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.91239929,-92.21099854,-1
R_8Hc6DfK37IutqXb,Default Response Set,Anonymous,,,96.60.204.36,0,5/10/16 18:54,5/10/16 18:54,1,206385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.67750549,-113.0618973,-1
R_cvuCTOVQQnTmIkd,Default Response Set,Anonymous,,,76.235.18.28,0,5/10/16 18:54,5/10/16 18:54,1,206386,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.11650085,-122.2090988,-1
R_3rTW3nUBvNe7Axv,Default Response Set,Anonymous,,,68.55.24.126,0,5/10/16 18:54,5/10/16 18:54,1,206387,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.24859619,-86.13829803,-1
R_d5Otu2ccWKtxt65,Default Response Set,Anonymous,,,76.173.190.234,0,5/10/16 17:57,5/10/16 18:55,1,205952,2,,1,,,,,,,,,,1,4,3,1,1,1,1,3,4,5,3,10,96734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.40029907,-157.7519989,-1
R_5vtIqiwrd34iHbf,Default Response Set,Anonymous,,,24.112.207.70,0,5/10/16 18:55,5/10/16 18:55,1,206390,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.09790039,-80.76129913,-1
R_bEnIexJcVX3ozrf,Default Response Set,Anonymous,,,66.87.153.229,0,5/10/16 18:55,5/10/16 18:55,1,206389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.16589355,-86.78440094,-1
R_5dTHnHz50O3asAJ,Default Response Set,Anonymous,,,24.107.21.132,0,5/10/16 18:56,5/10/16 18:56,1,206391,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.70120239,-90.36699677,-1
R_bDUximb8Uns2wBL,Default Response Set,Anonymous,,,192.180.142.110,0,5/10/16 18:56,5/10/16 18:56,1,206393,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.84039307,-85.94909668,-1
R_0Gl32563AfGqNpP,Default Response Set,Anonymous,,,73.14.246.243,0,5/10/16 18:56,5/10/16 18:57,1,206392,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.82879639,-105.0606995,-1
R_byCoNPNyLdS68Fn,Default Response Set,Anonymous,,,100.1.239.196,0,5/10/16 18:57,5/10/16 18:58,1,206396,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.65339661,-74.34629822,-1
R_bwktL6x6utApsjj,Default Response Set,Anonymous,,,75.27.142.146,0,5/10/16 18:58,5/10/16 18:58,1,206397,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54229736,-97.91760254,-1
R_1BRN0YKsWjiyisR,Default Response Set,Anonymous,,,66.87.82.30,0,5/10/16 18:58,5/10/16 18:59,1,206398,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08979797,-77.06109619,-1
R_1B77AXzrIYWLgBn,Default Response Set,Anonymous,,,50.191.55.240,0,5/10/16 18:59,5/10/16 18:59,1,206399,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91529846,-75.19139862,-1
R_eeBtEiJ9gkkUDhX,Default Response Set,Anonymous,,,173.59.38.82,0,5/10/16 18:59,5/10/16 19:00,1,206400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.97669983,-75.25859833,-1
R_55vql9HAYNF3TWR,Default Response Set,Anonymous,,,50.177.237.128,0,5/10/16 18:57,5/10/16 19:01,1,206395,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.58990479,-71.98870087,-1
R_8dhYOgb7yxEoHOd,Default Response Set,Anonymous,,,107.169.161.113,0,5/10/16 18:42,5/10/16 19:01,1,206329,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.50909424,-112.0823975,-1
R_1M05PwYTnE1DIQl,Default Response Set,Anonymous,,,66.56.131.76,0,5/3/16 18:49,5/3/16 18:49,0,201015,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_cFKvEU7lvR3xbDf,Default Response Set,Anonymous,,,199.66.168.83,0,5/3/16 18:09,5/3/16 18:09,0,200961,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3F5YpGFKW6InL81,Default Response Set,Anonymous,,,173.23.24.228,0,5/3/16 15:39,5/3/16 19:14,0,200813,2,,1,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_cHkwbJRVf5qaPjv,Default Response Set,Anonymous,,,73.163.241.121,0,5/10/16 17:45,5/10/16 19:17,1,205841,2,,1,,,,,,,,,,1,5,2,1,2,2,2,5,5,5,2,9,,6,6,3,5,5,2,1,3,5,7,3,2,6,7,7,7,5,5,1,5,4,5,5,3,4,6,6,7,7,5,5,2,6,6,5,2,2,5,5,3,,3,,,,6,1,,,,,,,,,,,,2,3,3,1,3,3,2,1,1,5,,,,,,,4,4,4,4,4,4,2,2,2,4,3,21,23,4,,2,,1,,,,,,39.29510498,-76.43579865,-1
R_0cDvHL5aqrsmLzf,Default Response Set,Anonymous,,,71.227.64.65,0,5/3/16 19:12,5/3/16 19:19,0,201035,2,,1,,,,,,,,,,1,6,4,2,4,4,4,5,5,5,4,9,,2,2,1,5,5,7,4,4,2,4,3,6,5,5,4,4,7,7,4,6,2,6,1,3,7,5,3,6,5,6,3,2,4,7,4,1,3,7,7,1,,4,,4,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6yESmacjS3PKZO5,Default Response Set,Anonymous,,,50.185.156.194,0,5/10/16 18:50,5/10/16 19:21,1,206371,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.60450745,-120.397995,-1
R_6LQV91avdwUMTfT,Default Response Set,Anonymous,,,97.123.211.31,0,5/10/16 19:25,5/10/16 19:25,1,206015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10910034,-106.5807037,-1
R_bP08UwnsNFg0xV3,Default Response Set,Anonymous,,,73.134.58.28,0,5/3/16 19:28,5/3/16 19:28,0,201049,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3vM47ejncK13GW9,Default Response Set,Anonymous,,,216.119.59.229,0,5/3/16 19:33,5/3/16 19:34,0,201057,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_8HCVnyAqt4iAPJ3,Default Response Set,Anonymous,,,71.229.220.52,0,5/3/16 19:40,5/3/16 19:40,0,201068,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_5yHYdpTFG0rWCgt,Default Response Set,Anonymous,,,108.11.152.106,0,5/10/16 18:02,5/10/16 19:41,1,206003,2,,1,,,,,,,,,1,,4,2,1,3,2,3,5,5,5,3,9,,7,7,7,3,6,1,1,4,1,7,3,5,2,6,7,6,7,5,5,7,7,7,6,2,3,6,1,7,7,6,7,2,7,7,7,5,3,3,4,1,,1,,3,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,4,4,4,4,4,4,2,3,1,4,3,39,15,2,,2,1,,,,,,,41.95640564,-80.00689697,-1
R_cwjYTmqQixpsHMp,Default Response Set,Anonymous,,,71.105.81.48,0,5/3/16 19:38,5/3/16 19:42,0,201065,2,,1,,,,,,,,,,1,8,2,3,1,1,4,5,4,5,3,9,,,,,,,,4,6,1,4,5,4,5,2,1,2,,7,,,,,,,,,,,,,,2,1,7,7,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_8k6Nl3huWUr3x3v,Default Response Set,Anonymous,,,24.3.104.248,0,5/3/16 19:55,5/3/16 19:55,0,201081,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_ac6pZ5T3Ey0M9vf,Default Response Set,Anonymous,,,45.46.89.243,0,5/3/16 19:58,5/3/16 19:58,0,201085,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6QdX1n3TB7EDEI5,Default Response Set,Anonymous,,,50.172.151.56,0,5/10/16 17:45,5/10/16 20:02,1,205845,2,,1,,,,,,,,,,1,4,1,2,1,1,1,3,3,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.34230042,-89.08159637,-1
R_78IDWp6SgTpO8Kh,Default Response Set,Anonymous,,,66.87.121.37,0,5/10/16 17:44,5/10/16 20:03,1,205831,2,,1,,,,,,,,,,1,4,2,2,2,2,5,5,5,5,2,9,,5,6,6,6,6,5,1,6,1,1,4,4,7,5,6,6,7,7,4,7,2,3,6,6,1,6,6,7,5,7,6,2,4,5,5,2,4,7,4,3,,3,,,,,,,,,,,,,,,5,1,2,1,2,1,1,2,1,2,2,5,,,,,,,1,1,1,1,1,1,2,6,1,3,2,45,12,2,,2,1,1,,,,,,29.78579712,-95.82440186,-1
R_87FXnEGsthmbiBf,Default Response Set,Anonymous,,,184.97.114.168,0,5/3/16 19:57,5/3/16 20:03,0,201084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_8bMypDVJxTaAStT,Default Response Set,Anonymous,,,66.87.121.37,0,5/10/16 20:06,5/10/16 20:06,1,205831,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.78579712,-95.82440186,-1
R_39sL90MFjXfvsxL,Default Response Set,Anonymous,,,71.72.42.208,0,5/3/16 20:08,5/3/16 20:08,0,201092,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_blV9mlPgTEU8VmZ,Default Response Set,Anonymous,,,65.27.102.72,0,5/3/16 20:19,5/3/16 20:19,0,201102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_bpzWLOnv4txwLs1,Default Response Set,Anonymous,,,75.142.170.132,0,5/3/16 20:32,5/3/16 20:32,0,201118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3VEvEJFOpQWr3g1,Default Response Set,Anonymous,,,69.132.58.113,0,5/3/16 20:36,5/3/16 20:37,0,201127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_0cR13WI520XvUwt,Default Response Set,Anonymous,,,24.208.61.255,0,5/3/16 20:44,5/3/16 20:44,0,201137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_b8IRD4Nksh0xt8V,Default Response Set,Anonymous,,,70.193.34.182,0,5/10/16 17:48,5/10/16 20:47,1,205862,2,,1,,1,,,,,,,,,4,2,1,2,2,2,5,5,5,3,9,,5,3,4,4,5,3,3,4,3,4,5,4,5,4,4,5,2,4,4,6,3,3,6,3,2,4,6,5,4,4,4,2,4,5,5,2,4,6,5,1,,4,,,,,,3,1,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,2,2,2,2,2,2,2,1,4,3,2,34,16,4,,2,1,,,,,,,36.11470032,-79.74220276,-1
R_8dzuDo5pExFRHqR,Default Response Set,Anonymous,,,76.113.146.23,0,5/3/16 20:59,5/3/16 21:00,0,201153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_0rKgYnu3Ddbg9z7,Default Response Set,Anonymous,,,216.177.129.158,0,5/3/16 21:26,5/3/16 21:32,0,201185,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6mLI0QFZlh3ABG5,Default Response Set,Anonymous,,,96.59.139.186,0,5/3/16 21:35,5/3/16 21:35,0,201197,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_4UBzQ7ckxD8kDaJ,Default Response Set,Anonymous,,,74.138.97.141,0,5/10/16 17:36,5/10/16 21:46,1,205764,2,,1,1,,,,,,1,,,,5,1,1,2,2,2,5,5,5,4,9,,2,,7,5,7,5,1,2,6,7,6,2,2,6,7,7,7,2,1,6,3,2,7,6,7,2,2,7,6,4,6,2,4,6,6,5,4,5,6,1,,3,,,,,,6,1,,,,,,,,,,2,3,2,1,1,2,2,1,3,4,5,7,7,7,7,7,1,1,1,1,1,1,2,1,1,3,3,18,26,3,,2,,1,,,,,,38.01589966,-84.48470306,-1
R_6PAHL2max5tNMEt,Default Response Set,Anonymous,,,174.44.187.246,0,5/3/16 22:14,5/3/16 22:16,0,201238,2,,1,,,,,,,,,,1,8,2,1,3,2,3,5,5,5,3,9,,,,,,,,,,,,,,5,2,2,5,2,7,6,3,3,3,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_8x2Cz4OdR8lUAHH,Default Response Set,Anonymous,,,97.103.157.226,0,5/3/16 22:17,5/3/16 22:18,0,201240,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
