V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,RID
R_dosDqjBLx2G8VzT,Default Response Set,Anonymous,,,69.255.146.246,0,5/4/2016 7:37,5/4/2016 7:44,1,201462,2,,1,,,1,,,,,,,,5,4,2,3,2,5,5,5,5,4,9,,4,5,4,4,1,4,3,4,4,5,4,6,4,5,5,5,5,5,4,2,5,5,4,3,3,5,3,5,5,2,4,2,4,5,3,1,4,5,5,1,,1,,5,1,,,,,,,,,,,,,,2,1,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,1,7,4,3,48,28,4,,2,,1,1,,,,,38.81750488,-77.63079834,-1,
R_cUYEYL2IC64SgbX,Default Response Set,Anonymous,,,50.153.170.230,0,5/4/2016 7:50,5/4/2016 7:57,1,201466,2,,1,,,,,,,,,,1,7,2,1,1,2,2,5,5,5,2,9,,4,6,4,1,7,7,1,1,1,7,1,1,6,7,7,7,6,6,1,7,4,4,6,1,7,7,4,2,1,6,7,2,1,6,2,1,2,6,6,7,giant eagle,1,,5,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,7,7,7,7,7,7,2,1,6,4,2,39,43,5,,2,1,,,,,,,40.3710022,-80.00789642,-1,
R_23jSFVSdNTYx5Z3,Default Response Set,Anonymous,,,98.211.205.188,0,5/4/2016 7:59,5/4/2016 8:13,1,201476,2,,1,,,,,,,,,,1,7,3,1,1,1,3,5,5,5,3,9,,6,6,2,5,5,5,2,5,6,6,3,6,5,4,6,6,7,6,3,5,6,6,5,5,1,6,5,6,3,3,6,2,6,6,5,1,5,7,7,1,,1,,3,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,2,7,3,4,5,4,4,1,1,2,2,2,2,1,1,3,2,1,10,44,2,,2,1,,,,,,,26.6638031,-80.09020233,-1,
R_9vsqfqT2KGPP9Pv,Default Response Set,Anonymous,,,166.67.66.247,0,5/4/2016 8:29,5/4/2016 8:37,1,201489,2,,1,,,,,1,,,,,,5,2,1,1,3,2,5,5,5,4,9,,4,6,2,4,2,6,2,4,2,6,4,2,2,4,6,6,6,6,4,6,4,4,2,4,2,6,4,6,6,2,6,2,4,6,4,2,4,6,6,1,,2,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,2,4,2,2,2,1,7,4,3,48,24,4,,2,1,,,,,,,37.55259705,-77.49939728,-1,
R_elmzI3QgFXTc7Tn,Default Response Set,Anonymous,,,38.125.85.146,0,5/4/2016 8:24,5/4/2016 8:37,1,201487,2,,1,,,,,,,,,,1,5,2,1,1,1,1,5,5,5,1,9,,4,7,7,7,5,7,7,7,7,7,6,3,7,7,6,7,4,7,4,6,7,7,7,5,6,6,4,6,6,5,6,2,6,6,6,6,6,6,,1,,1,,1,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,4,3,4,5,3,4,3,3,4,4,4,4,2,1,7,3,2,33,22,4,,2,1,,,,,,,40.72520447,-73.98020172,-1,
R_413F79fPc51TIiN,Default Response Set,Anonymous,,,50.153.107.6,0,5/4/2016 8:40,5/4/2016 8:53,1,201496,2,,1,,,,,,,,,,1,7,4,2,3,3,3,5,5,5,3,9,,3,6,5,3,6,2,3,3,3,5,2,5,3,5,5,5,5,4,3,5,5,5,5,3,5,5,3,6,5,3,5,2,5,5,2,3,5,5,5,1,,1,,3,1,,,,,,,,,,,,,,2,2,3,1,1,2,3,1,1,4,5,3,5,4,4,5,3,3,3,3,3,3,2,5,3,1,,10,50,3,,2,1,,,,,,,26.1829071,-80.22380066,-1,
R_bQ2exxw7tP3dcgZ,Default Response Set,Anonymous,,,45.46.170.24,0,5/4/2016 8:54,5/4/2016 9:04,1,201509,2,,1,,,,,,,,,,1,8,3,1,3,3,3,5,5,5,3,9,,3,5,3,3,5,4,3,3,3,4,3,5,4,4,5,5,5,3,3,6,5,5,4,2,5,7,5,6,6,4,6,2,4,5,2,4,4,5,3,3,,2,,5,1,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,4,6,6,6,5,5,5,3,3,4,4,4,4,2,1,1,1,,33,52,3,,2,1,,,,,,,42.8170929,-78.82240295,-1,
R_2aF8GmURwAF10wJ,Default Response Set,Anonymous,,,76.3.16.45,0,5/4/2016 8:57,5/4/2016 9:06,1,201513,2,,1,,,,,,,,,,1,8,3,1,2,2,3,5,5,5,3,9,,4,5,4,4,6,4,3,4,4,4,3,4,3,4,4,4,4,4,4,7,5,7,7,4,4,4,4,4,4,2,4,2,6,5,1,3,4,5,4,3,,4,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,3,7,7,7,7,7,7,7,7,7,7,7,7,2,5,2,2,1,10,64,7,tec credits,2,1,,,,,,,29.00709534,-82.05130005,-1,
R_cZ8RVgz55OA3q5L,Default Response Set,Anonymous,,,71.53.142.106,0,5/4/2016 9:24,5/4/2016 9:30,1,201525,2,,1,,,,,,,,,,1,5,2,1,3,1,3,5,5,5,3,9,,4,5,4,3,6,6,2,3,2,5,5,5,4,5,6,5,5,4,2,5,4,6,5,,3,5,6,5,5,3,5,2,4,6,5,2,4,6,4,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,4,4,3,3,4,4,4,6,6,6,5,5,4,2,3,2,3,2,10,27,4,,1,1,,,,,,,28.77600098,-81.71520233,-1,
R_4URF7HyHVLVDqV7,Default Response Set,Anonymous,,,108.67.128.225,0,5/4/2016 9:30,5/4/2016 9:36,1,201533,2,,1,,1,,,,,,,,,6,3,1,2,3,2,5,5,5,3,9,,6,5,3,4,6,3,2,5,5,5,5,6,3,5,5,5,6,4,5,6,6,6,6,5,4,5,2,5,5,4,5,2,4,5,3,3,4,5,4,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,1,2,4,3,5,4,4,3,2,2,2,2,3,3,2,2,3,2,1,14,39,5,,2,1,,,,,,,41.89169312,-87.93589783,-1,
R_5gVY7I4xxPPGhox,Default Response Set,Anonymous,,,108.59.48.4,0,5/4/2016 9:34,5/4/2016 9:38,1,201536,1,1,1,,,,,,,,,,1,7,1,1,1,1,3,5,5,5,1,9,,5,4,5,4,6,4,5,4,4,4,4,5,5,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,1,,2,,3,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,5,,,,,,,4,4,4,3,4,4,2,1,7,3,2,15,40,2,,2,1,,,,,,,39.78509521,-86.16649628,-1,
R_1LIw7RFpiwuVODz,Default Response Set,Anonymous,,,68.42.92.229,0,5/4/2016 9:48,5/4/2016 9:58,1,201549,2,,1,,,,,,,,,,1,7,1,3,3,3,2,5,5,5,3,9,,5,6,3,4,6,2,4,3,6,4,1,3,4,3,5,4,7,2,3,7,7,6,5,3,6,5,2,4,5,2,4,2,2,2,2,4,2,3,4,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,5,,,,,,,3,3,4,3,3,3,2,5,4,2,1,23,42,4,,2,1,,,,,,,42.36549377,-83.53669739,-1,
R_0q4vvIUyOfZsiLX,Default Response Set,Anonymous,,,162.238.21.38,0,5/4/2016 9:49,5/4/2016 10:02,1,201551,2,,1,,1,,,,,,,,,6,2,1,3,4,4,5,5,5,4,9,,7,7,4,4,7,1,4,4,7,4,4,6,4,4,4,4,7,7,4,7,7,7,6,7,1,4,1,7,4,1,4,2,7,7,1,1,1,7,7,1,,2,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,3,1,5,,,,,,,1,1,1,1,1,1,2,2,4,2,1,36,37,2,,2,1,,,,,,,40.76690674,-81.26679993,-1,
R_9YcedD0r7W7E2Gh,Default Response Set,Anonymous,,,173.58.116.148,0,5/4/2016 9:45,5/4/2016 10:07,1,201544,2,,1,,,,,,,,,,1,7,4,1,2,1,3,5,5,5,3,9,,4,6,2,1,7,1,1,2,2,6,4,6,1,7,7,6,7,4,1,7,6,6,7,2,5,7,1,4,1,4,6,2,5,7,1,4,4,5,4,2,,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,4,4,4,6,4,4,2,6,1,2,1,5,49,2,,2,,,,1,,,,34.09640503,-117.9667969,-1,
R_cUsmLhCvkFCHofb,Default Response Set,Anonymous,,,208.48.154.130,0,5/4/2016 10:19,5/4/2016 10:24,1,201574,2,,1,,,,,,,,,,1,7,3,2,2,2,3,5,5,5,4,9,,5,5,4,2,6,2,4,2,6,5,2,5,5,4,4,5,6,5,3,6,5,6,6,3,2,6,2,6,4,2,5,2,6,7,3,4,3,5,5,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,2,5,2,5,5,5,3,2,2,2,2,2,2,1,1,6,2,1,36,42,4,,2,1,,,,,,,33.87480164,-118.2406006,-1,
R_e8MDrxhIhM8s9Pn,Default Response Set,Anonymous,,,75.128.120.25,0,5/4/2016 10:26,5/4/2016 10:33,1,201576,2,,1,,,,,,,,,,1,8,2,2,2,2,3,5,5,5,2,9,,6,7,7,3,6,2,1,1,5,6,1,7,3,6,7,7,7,5,2,7,7,7,4,1,2,6,5,7,6,1,7,2,7,7,1,2,6,6,6,1,,4,,2,1,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,5,,,,,,,1,1,1,1,2,1,2,5,2,1,,23,63,2,,2,1,,,,,,,42.8526001,-86.126297,-1,
R_3O8onxehkgzr7PD,Default Response Set,Anonymous,,,50.248.80.106,0,5/4/2016 10:43,5/4/2016 10:49,1,201590,2,,1,,1,,,,,,,,,7,2,2,2,4,2,5,5,5,2,9,,3,5,2,3,5,6,3,1,2,5,1,6,3,5,5,5,5,3,4,5,6,7,6,3,6,5,1,4,5,2,5,2,5,5,2,3,2,3,5,3,,1,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,1,3,1,,39,48,4,,2,1,,,,,,,40.33560181,-79.55069733,-1,
R_26nqKDz3Cz54Ro1,Default Response Set,Anonymous,,,50.103.207.98,0,5/4/2016 10:53,5/4/2016 11:07,1,201597,2,,1,,1,,,,,,,,,5,2,1,1,1,1,5,5,5,2,9,,5,5,4,5,7,5,3,5,4,4,4,7,4,4,5,5,5,6,5,5,5,6,6,5,5,6,6,5,4,6,4,2,5,5,3,3,4,4,5,1,,2,,3,1,,,,,,,,,,,,,,3,3,2,1,3,3,3,3,1,4,4,4,4,4,4,4,2,2,3,4,4,4,2,2,5,6,5,14,29,3,,2,1,,,,,,,41.96270752,-89.05110168,-1,
R_6h7YSdibwf2TJYN,Default Response Set,Anonymous,,,100.36.167.198,0,5/4/2016 10:57,5/4/2016 11:13,1,201603,2,,1,,,,,,,,,,1,7,1,1,2,1,4,5,5,5,2,9,,7,6,5,4,5,5,4,4,5,5,3,3,4,5,5,4,5,7,5,5,5,6,6,3,4,7,4,6,6,4,6,2,4,4,3,4,5,6,6,2,,5,,4,1,,,,,,,,,,,,,,3,1,2,1,2,3,1,1,1,5,,,,,,,2,2,1,1,2,2,1,7,2,5,2,48,43,5,,2,,,1,,,,,38.82090759,-77.28910065,-1,
R_bJjasPuer5CfftH,Default Response Set,Anonymous,,,208.102.31.14,0,5/4/2016 11:06,5/4/2016 11:25,1,201611,2,,1,,,,,,,,,,1,8,3,1,2,2,3,5,5,5,2,9,,2,2,2,6,5,6,5,5,2,3,5,2,6,1,1,1,2,3,5,6,3,4,5,3,2,2,4,6,3,4,2,2,1,5,5,6,6,6,5,1,,2,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,2,7,7,7,7,6,6,1,3,6,6,3,2,2,5,3,2,1,36,57,2,,2,1,,,,,,,39.16229248,-84.89109802,-1,
R_4ToDzvlBDm5dwLH,Default Response Set,Anonymous,,,98.222.31.142,0,5/4/2016 11:34,5/4/2016 11:44,1,201633,2,,1,,,,,,,,,,1,8,3,4,3,3,4,5,5,5,3,9,,5,5,3,6,1,7,6,6,3,3,5,1,5,2,3,4,1,5,5,1,4,6,2,6,1,5,7,6,5,1,4,2,4,6,6,1,7,7,7,1,,2,,2,1,,,,,,,,,,,,,,2,2,3,2,3,3,1,1,3,4,4,4,6,4,4,6,5,4,4,4,4,2,1,5,6,2,1,14,54,4,,2,1,,,,,,,39.77200317,-89.68589783,-1,
R_830Lpj0hhyRdXlb,Default Response Set,Anonymous,,,167.192.199.59,0,5/4/2016 11:45,5/4/2016 11:55,1,201636,2,,1,,,,,,,,,,1,6,3,1,3,2,5,5,5,5,2,9,,3,5,5,5,7,4,3,5,4,5,4,7,4,4,4,4,6,5,3,7,5,5,4,5,4,4,4,6,5,7,5,2,5,6,4,3,4,6,5,1,,2,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,2,5,,,,,,,2,2,1,1,1,2,2,1,2,3,2,11,34,2,,2,,1,,,,,,33.70269775,-84.43910217,-1,
R_cNP3na9gUGTiuTb,Default Response Set,Anonymous,,,73.138.58.153,0,5/4/2016 11:55,5/4/2016 12:05,1,201649,2,,1,,,,,,,,,,1,5,1,1,3,4,1,5,5,5,4,9,,4,5,3,3,3,4,3,4,4,4,4,3,4,4,4,4,5,4,3,4,4,5,5,4,3,4,4,4,4,2,4,2,4,5,4,4,4,4,4,1,,4,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,2,1,4,6,6,6,6,6,6,4,3,4,4,4,4,2,6,1,1,,10,30,5,,2,1,,,,,,,26.19059753,-80.11100006,-1,
R_02Rikuu5RI9IGCF,Default Response Set,Anonymous,,,205.164.4.68,0,5/4/2016 12:18,5/4/2016 12:31,1,201660,2,,1,,,,,,,,,,1,4,1,1,1,1,1,5,1,5,1,9,,3,7,5,7,7,6,7,6,7,7,6,7,5,6,7,5,7,7,4,6,5,6,7,5,1,7,6,6,7,7,7,2,6,7,4,1,5,7,7,5,,1,,3,1,,,,,,,,,,,,,,3,1,3,1,1,3,2,3,1,3,2,1,1,1,1,2,1,1,1,1,4,2,1,1,5,4,3,5,15,5,,2,1,,,,,,,37.33380127,-121.8914948,-1,
R_7ZGza5mKy9WwqBn,Default Response Set,Anonymous,,,68.61.26.195,0,5/4/2016 12:24,5/4/2016 12:44,1,201664,2,,1,,,,,,,,,,1,8,2,2,2,2,2,5,5,5,5,9,,4,5,4,4,3,4,4,5,4,4,5,4,5,3,3,4,5,5,4,5,5,5,5,4,3,3,6,5,5,4,4,2,5,5,3,3,4,5,5,1,,1,,5,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,5,,,,,,,3,3,3,3,3,3,2,5,3,2,1,23,54,3,,2,,1,,,,,,42.98750305,-82.46659851,-1,
R_39FTRV1RCgQylsF,Default Response Set,Anonymous,,,68.15.126.85,0,5/4/2016 12:54,5/4/2016 13:16,1,201679,2,,1,,,,,,,,,,1,3,3,2,5,3,5,5,5,5,5,9,,7,7,4,1,7,1,1,3,6,7,4,3,3,5,7,7,5,5,1,7,5,5,7,2,5,7,3,6,7,3,6,2,7,7,3,4,3,5,4,1,,2,,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,5,,,,,,,3,4,3,4,3,4,2,1,1,2,1,37,9,3,,2,1,,,,,,,35.61650085,-97.47889709,-1,
R_4HICpBcMpcPwr0p,Default Response Set,Anonymous,,,99.112.141.188,0,5/4/2016 13:08,5/4/2016 13:17,1,201689,2,,1,,,,,,,,,,1,8,2,1,2,1,1,5,5,5,2,9,,1,1,1,6,6,7,7,5,2,3,7,6,6,2,1,3,5,6,6,5,1,1,6,6,1,3,6,7,4,2,1,2,1,7,4,1,7,7,6,2,,1,,1,1,,,,,,,,,,,,,,1,1,1,2,1,2,1,2,1,3,1,1,3,1,1,2,1,1,1,1,1,1,1,5,6,1,,5,62,5,,2,1,,,,,,,33.92979431,-117.3647003,-1,
R_cOpCLXeNy3ddv81,Default Response Set,Anonymous,,,98.28.108.98,0,5/4/2016 13:33,5/4/2016 13:42,1,201694,2,,1,,,,,,,1,,,,8,3,2,3,3,4,5,5,5,3,9,,4,4,4,5,7,4,4,5,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,2,4,4,4,4,4,4,3,7,Meijer,5,5th third,5,1,,,,,,,,,,,,,,2,3,3,1,3,3,3,3,1,4,4,4,6,5,4,4,5,5,6,4,4,1,2,5,5,2,1,36,61,2,,2,1,,,,,,,41.16279602,-83.39759827,-1,
R_bpczj8LHb3EFRY1,Default Response Set,Anonymous,,,73.80.86.240,0,5/4/2016 15:10,5/4/2016 15:17,1,201700,2,,1,,,,,,,,,,1,8,3,1,3,2,2,5,5,5,3,9,,6,5,3,2,6,2,2,3,6,6,2,4,3,5,6,6,4,3,2,5,6,4,4,2,5,6,3,5,6,5,6,2,6,5,2,3,2,5,5,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,2,1,5,3,1,31,54,4,,2,1,,,,,,,39.97419739,-74.3451004,-1,
R_cYAz3E5lQz0eAC1,Default Response Set,Anonymous,,,152.130.7.198,0,5/4/2016 15:45,5/4/2016 15:55,1,201717,2,,1,,,1,,,,,,,,4,3,1,1,1,1,5,5,5,2,9,,6,6,5,2,6,2,2,2,6,6,6,7,3,6,6,6,4,5,3,7,6,5,7,2,4,6,4,4,6,7,5,2,7,6,5,5,6,5,5,2,,1,,2,1,,,,,,,,,,,,,,2,2,2,2,1,1,3,1,1,3,6,7,7,6,6,7,1,1,2,2,1,1,2,1,5,3,2,10,20,5,,2,1,,,,,,,26.66690063,-80.15129852,-1,
R_eEgrQg7XmQph1sx,Default Response Set,Anonymous,,,73.87.52.166,0,5/4/2016 15:52,5/4/2016 16:09,1,201723,2,,1,,,,,,,,1,,,3,2,1,1,1,2,5,5,5,2,9,,2,7,5,2,5,1,1,1,7,7,2,7,2,7,7,7,7,7,4,7,7,7,5,2,2,7,1,7,7,7,6,2,7,7,3,6,2,7,5,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,5,,,,,,,4,1,4,5,4,6,2,3,1,3,2,8,7,2,,2,,1,,,,,,38.94180298,-75.36759949,-1,
R_eCF56pnF1bIKuCp,Default Response Set,Anonymous,,,98.167.109.174,0,5/4/2016 16:23,5/4/2016 16:29,1,201738,2,,1,,,,,,,,,,1,8,2,4,2,4,2,5,5,5,4,9,,4,6,4,1,3,2,1,1,4,7,4,1,3,7,7,7,6,,1,3,5,3,6,1,3,7,4,,7,1,7,2,5,5,2,1,4,5,5,7,military commissary,4,,4,1,,,,,,,,,,,,,,2,3,2,1,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,3,1,29,51,3,,2,1,,,,,,,36.09829712,-114.9068985,-1,
R_5dsOs2TBgt9cWHj,Default Response Set,Anonymous,,,70.124.86.239,0,5/4/2016 14:58,5/4/2016 16:38,1,201698,2,,1,,,,,,,1,,,,8,3,3,2,3,3,5,5,5,4,9,,2,5,3,5,6,5,3,2,2,6,5,3,5,5,6,6,6,5,3,2,2,6,7,3,3,6,5,5,6,1,5,2,2,5,3,6,2,3,3,1,,2,,3,1,,,,,,,,,,,,,,2,1,3,2,3,3,3,3,1,5,,,,,,,4,3,4,3,3,2,2,5,1,2,1,45,54,1,,1,,,1,,,1,mexican,26.21989441,-98.23899841,-1,
R_6opv7655b3i65LL,Default Response Set,Anonymous,,,142.197.75.13,0,5/4/2016 17:20,5/4/2016 17:26,1,201767,2,,1,,,,,,,,1,,,7,3,1,3,1,4,5,5,5,3,9,,6,7,2,4,4,1,1,4,5,7,4,5,1,7,7,6,5,4,3,5,5,7,5,3,4,6,4,5,6,4,6,2,7,6,1,4,1,1,4,1,,1,,5,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,3,1,3,4,4,5,4,4,4,4,4,4,4,4,4,2,2,1,2,1,10,44,2,,2,1,,,,,,,29.1098938,-80.97299957,-1,
R_cZnyylZMwVy27CR,Default Response Set,Anonymous,,,71.9.22.214,0,5/4/2016 17:34,5/4/2016 18:01,1,201771,2,,1,,,,,,,,,,1,6,4,4,3,2,1,5,5,5,4,9,,1,5,1,2,4,7,1,3,1,6,4,2,2,5,5,6,4,3,1,4,2,5,5,1,4,6,5,5,6,3,5,2,5,5,3,6,1,2,3,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,3,7,7,7,7,7,7,7,7,7,7,7,7,1,5,1,1,,29,35,4,,2,1,,,,,,,39.49139404,-119.8434982,-1,
R_3qo41SLjOkGAngV,Default Response Set,Anonymous,,,24.239.72.111,0,5/4/2016 17:50,5/4/2016 18:17,1,201780,2,,1,,,,,,,1,,,,7,2,2,2,2,2,5,5,5,2,9,,3,4,3,4,5,4,3,3,5,5,4,4,3,5,5,5,5,3,4,4,4,5,5,4,4,5,3,5,5,3,4,2,5,5,3,4,4,5,4,3,,2,,4,1,,,,,,,,,,,,,,2,1,2,1,1,1,2,1,1,4,4,3,3,3,3,3,4,3,3,3,3,3,2,1,3,1,,33,45,2,,2,1,,,,,,,42.10240173,-77.2983017,-1,
R_6lBJ9CwQEn1nmaV,Default Response Set,Anonymous,,,64.216.106.27,0,5/4/2016 18:54,5/4/2016 19:03,1,201805,2,,1,,,,,,,,,,1,5,2,1,1,1,3,5,5,5,4,9,,5,5,5,4,7,1,4,4,4,4,3,1,4,4,4,4,7,4,4,5,7,5,5,4,4,4,4,4,4,1,4,2,5,7,4,4,4,4,4,1,,2,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,1,1,1,3,2,2,2,3,4,3,2,17,25,4,,2,1,,,,,,,39.01460266,-95.70050049,-1,
R_6ioYA4p6GOlmIAJ,Default Response Set,Anonymous,,,162.211.146.25,0,5/4/2016 18:52,5/4/2016 19:21,1,201804,2,,1,,,,,,,,,,1,4,1,3,3,1,1,5,4,5,1,9,,4,7,2,2,7,2,4,3,4,6,3,6,7,6,6,6,7,4,2,6,5,7,6,3,5,6,2,7,6,6,5,2,6,6,3,3,4,5,5,2,,1,,4,1,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,2,4,6,6,6,6,6,6,4,4,4,3,4,3,2,1,3,1,,5,16,3,,2,1,,,,,,,34.06739807,-118.2422943,-1,
R_e2JW7OEq4SUwrlP,Default Response Set,Anonymous,,,173.91.91.59,0,5/4/2016 19:31,5/4/2016 19:39,1,201821,2,,1,,1,,,,,,,,,2,2,2,2,2,2,5,5,5,3,9,,5,5,4,3,6,5,3,3,4,5,4,6,3,4,5,5,6,4,4,6,4,4,4,5,4,5,3,5,5,3,5,2,4,4,4,3,4,3,3,3,,1,,4,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,5,,,,,,,2,2,2,2,2,3,1,4,3,5,2,36,5,2,,2,1,,,,,,,40.89959717,-81.43959808,-1,
R_6lOSXCPEht6MjaZ,Default Response Set,Anonymous,,,208.107.203.205,0,5/4/2016 20:08,5/4/2016 20:25,1,201831,2,,1,,1,,,,,,,,,7,3,3,3,5,3,5,5,5,3,9,,4,5,3,3,6,4,3,3,4,5,4,4,3,5,5,5,5,4,3,5,4,4,5,3,2,5,4,4,5,2,5,2,4,6,4,2,5,5,4,1,,1,,4,1,,,,,,,,,,,,,,2,1,3,2,1,2,1,3,1,4,4,4,4,3,3,4,1,2,5,2,4,3,2,1,4,2,1,43,44,3,,2,1,,,,,,,44.03500366,-103.3781967,-1,
R_5bVmD1wHmPdMbqd,Default Response Set,Anonymous,,,40.136.229.213,0,5/4/2016 21:31,5/4/2016 21:42,1,201861,2,,1,,1,,,,,,,,,7,1,1,3,3,3,5,5,5,4,9,,1,5,4,4,2,3,3,4,3,5,4,5,3,5,4,5,5,6,2,5,5,5,4,5,5,5,6,7,5,1,5,2,4,7,4,1,5,5,5,1,,2,,4,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,1,1,1,1,1,1,2,2,3,2,1,18,49,2,,2,1,,,,,,,37.71530151,-85.85649872,-1,
R_0GvikSYDwLHdLjT,Default Response Set,Anonymous,,,98.15.225.38,0,5/4/2016 21:24,5/4/2016 22:02,1,201855,2,,1,,,,,,,,,,1,4,2,1,2,2,3,5,5,5,3,9,,6,7,3,1,7,1,1,1,5,7,1,4,4,7,7,7,7,4,4,7,7,7,6,2,4,6,1,1,6,7,7,2,7,7,1,3,1,5,4,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,4,3,3,4,4,4,2,1,4,2,1,33,14,5,,2,1,,,,,,,41.34669495,-74.26190186,-1,
R_bg3NdpI8ZlLn6qV,Default Response Set,Anonymous,,,96.250.15.75,0,5/4/2016 21:58,5/4/2016 22:10,1,201876,2,,1,,,1,,,,,,,,6,1,1,1,1,1,5,5,5,1,9,,6,7,2,2,7,1,2,2,7,5,2,7,,,,,,,2,7,7,6,5,2,2,3,2,2,5,6,5,2,7,7,1,2,2,5,2,1,,4,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,4,2,6,4,4,4,2,2,3,2,2,1,2,1,8,4,2,33,36,4,,2,1,,,,,,,40.67260742,-73.53639984,-1,
R_afqJyx52XRNxlNr,Default Response Set,Anonymous,,,207.244.86.77,0,5/4/2016 22:21,5/4/2016 22:26,1,201887,2,,1,,,,,,,,,,1,5,1,1,1,1,1,5,5,5,1,9,,7,7,4,4,7,1,1,7,7,7,3,7,3,6,6,7,7,6,1,7,7,7,7,2,1,7,1,5,7,7,7,2,6,7,3,1,6,7,7,1,,1,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,1,7,7,7,7,7,7,1,1,1,1,4,4,2,1,5,5,4,39,21,6,,2,1,,,,,,,38.79319763,-77.53659821,-1,
