V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.7,Q11.8,Q11.8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_8GizRrRsmFKwlg1,Default Response Set,Anonymous,,,188.78.241.27,0,5/7/2016 9:09,5/7/2016 9:18,1,602648,2,,1,,,,,,,,,,1,3,1,1,1,1,2,5,5,5,1,5,,4,5,5,1,7,1,1,1,4,7,4,4,1,7,7,1,7,5,2,7,7,4,7,4,1,7,5,5,7,5,7,2,5,5,1,1,4,5,7,1,,3,,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,1,2,2,5,,,,,,,1,1,1,1,1,1,2,2,2,4,1,9,2,,40.41650391,-3.702606201,-1
R_262KyhLVHb74zbf,Default Response Set,Anonymous,,,81.36.2.177,0,5/7/2016 9:10,5/7/2016 9:25,1,602649,2,,1,,,,,,,,,,1,3,5,5,5,5,5,5,5,5,5,5,,6,6,6,2,4,2,2,3,6,6,2,4,4,5,6,5,6,6,3,5,6,6,6,2,2,6,5,6,6,3,6,2,6,6,2,2,3,6,6,1,,1,,,,2,1,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,5,,,,,,,2,2,3,2,1,2,2,4,3,3,1,6,2,,38.34519958,-0.481506348,-1
R_78V2lwFmz2ABbI9,Default Response Set,Anonymous,,,46.27.19.20,0,5/7/2016 9:16,5/7/2016 9:26,1,602651,2,,1,,,,,,,,,,1,3,2,3,1,2,3,5,5,5,5,5,,7,7,3,4,5,1,3,2,5,5,1,2,1,5,7,7,7,4,3,7,7,7,7,2,7,7,1,7,1,5,4,2,7,7,3,3,2,3,3,1,,2,,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,2,4,2,3,1,7,2,,41.38879395,2.158996582,-1
R_03tu5ZIplELn99H,Default Response Set,Anonymous,,,90.74.94.230,0,5/7/2016 9:20,5/7/2016 9:30,1,602652,,,1,,,,,,,,,,1,3,2,1,2,1,5,5,5,5,5,5,,4,5,3,7,7,2,6,5,4,5,2,7,6,5,5,6,6,7,6,7,6,5,7,6,1,5,6,7,4,4,6,2,6,7,4,7,6,7,6,1,,1,,,,,,,,1,1,2,1,2,5,1,,,2,1,3,2,1,2,1,2,1,5,,,,,,,1,1,1,1,1,1,1,4,7,2,1,5,2,,40.41650391,-3.702606201,-1
R_eEVqxJeVqBxTL8h,Default Response Set,Anonymous,,,91.116.208.51,0,5/7/2016 9:24,5/7/2016 9:35,1,602653,2,,1,,,,,,,,,,1,3,2,3,2,2,1,5,5,5,3,5,,5,7,2,1,7,1,1,1,7,6,1,5,1,6,6,6,7,5,1,6,6,6,6,2,3,7,1,7,6,6,7,2,7,6,1,6,5,6,5,1,,1,,,,6,1,,,,,,,,,,,,2,2,2,1,1,2,2,3,1,4,6,7,6,5,6,5,3,4,4,3,2,2,2,4,1,4,1,7,2,,42.88000488,-8.544799805,-1
R_bypv5r0kzUFaOUt,Default Response Set,Anonymous,,,77.27.6.225,0,5/7/2016 9:05,5/7/2016 9:40,1,602647,2,,1,,,1,,,,,1,,,3,1,1,1,1,5,4,5,5,2,5,,7,7,4,4,5,1,,,,,,,4,6,4,5,7,3,1,5,7,6,7,5,4,4,1,7,5,1,7,2,7,7,1,2,4,6,4,1,,2,,,,,,,,,,,,,,,5,1,3,3,2,1,1,3,2,1,1,5,,,,,,,4,7,4,6,7,4,2,4,2,3,1,5,7,Grado,43.32640076,-8.336700439,-1
R_0wiSz3oWhqfP6VT,Default Response Set,Anonymous,,,85.86.122.1,0,5/7/2016 9:32,5/7/2016 9:43,1,602655,2,,1,,,,,,,,,,1,5,1,1,1,1,5,3,5,5,3,5,,7,7,5,1,7,1,1,1,3,7,2,5,1,7,7,7,7,7,1,7,5,7,7,1,1,7,6,3,7,2,7,2,7,6,2,1,3,7,7,1,,3,,1,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,5,,,,,,,1,2,3,2,1,3,2,1,2,2,1,23,4,,43.33900452,-1.789398193,-1
R_2uDR1MTFMKk0qW1,Default Response Set,Anonymous,,,88.14.137.51,0,5/7/2016 10:02,5/7/2016 10:15,1,602658,2,,1,,,,,,,,,,1,3,1,2,1,1,1,5,5,5,2,5,,5,7,1,1,7,3,1,2,7,7,1,5,1,6,6,6,7,4,1,7,6,6,6,1,3,7,1,4,7,4,1,2,7,6,2,2,1,6,5,1,,3,,,,,,,,4,4,3,5,3,4,1,,,2,1,3,2,2,3,1,3,1,5,,,,,,,3,3,4,4,3,3,2,6,1,3,1,9,2,,28.09970093,-15.41340637,-1
R_8qVMXA4tRkONWbb,Default Response Set,Anonymous,,,90.74.92.128,0,5/7/2016 10:33,5/7/2016 10:47,1,602659,2,,1,,,,,,,,,,1,3,1,2,1,1,2,5,5,5,2,5,,6,6,2,2,7,4,2,3,4,4,4,4,3,5,7,6,7,7,2,6,6,6,6,2,4,5,2,5,5,4,6,2,6,6,4,4,4,4,4,1,,5,la caixa,,,,,1,1,,,,,,,,,,2,3,2,2,1,2,3,1,1,4,4,4,3,3,4,4,4,3,3,3,4,4,1,3,1,4,1,6,2,,40.41650391,-3.702606201,-1
R_5cO6aUkasspY2WN,Default Response Set,Anonymous,,,84.236.215.181,0,5/7/2016 10:51,5/7/2016 11:00,1,602661,2,,1,,,,,,,,,,1,3,5,1,2,1,4,5,5,5,3,5,,6,7,5,2,4,1,2,2,3,7,3,2,3,4,7,7,7,6,1,6,7,7,7,4,4,7,1,5,7,5,7,2,6,6,2,3,4,6,4,1,,1,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,1,1,1,1,2,2,2,4,2,2,1,8,2,,37.95629883,-1.067398071,-1
R_aXjDjbbUWRBZNGZ,Default Response Set,Anonymous,,,83.49.254.87,0,5/7/2016 11:04,5/7/2016 11:14,1,602663,2,,1,,,,,,,,,,1,3,1,1,1,1,2,3,5,5,1,5,,4,7,4,5,6,1,1,4,4,5,2,4,4,5,4,5,7,5,2,6,7,5,6,3,3,4,1,6,4,5,4,2,7,7,4,3,3,6,3,1,,2,,,,,,,,,,,,,,,4,1,2,2,2,1,1,1,2,1,1,4,4,4,4,3,4,4,3,4,4,3,4,4,2,4,2,2,1,6,2,,38.34519958,-0.481506348,-1
R_efcuYhDUU8Rk1rT,Default Response Set,Anonymous,,,213.143.50.35,0,5/7/2016 11:11,5/7/2016 11:20,1,602665,2,,1,,,,,,,,,,1,3,2,2,4,2,5,5,5,5,3,5,,7,7,1,1,7,1,1,1,7,7,1,4,1,7,7,7,7,4,1,7,7,6,7,1,4,7,1,6,7,4,7,2,7,7,1,4,3,4,4,1,,2,,,,,,1,1,,,,,,,,,,2,2,2,2,1,1,1,1,2,5,,,,,,,1,2,1,2,4,3,2,6,1,3,1,9,1,,40.41650391,-3.702606201,-1
R_cLSyJFdc7o7OvOZ,Default Response Set,Anonymous,,,81.37.52.12,0,5/7/2016 11:47,5/7/2016 11:55,1,602668,2,,1,1,,,,,,,,,,3,2,1,2,1,5,5,5,5,4,5,,7,6,5,3,4,2,2,3,5,5,1,2,2,5,5,6,7,6,5,5,7,6,7,1,3,6,5,7,6,2,5,2,6,6,1,3,5,7,5,1,,1,,,,3,1,,,,,,,,,,,,2,2,3,2,1,2,3,1,1,4,7,6,7,7,6,7,4,3,3,3,4,4,1,4,2,4,1,9,4,,37.27139282,-6.949493408,-1
R_4Z5rY3Ekoe4kD41,Default Response Set,Anonymous,,,90.174.2.49,0,5/7/2016 12:09,5/7/2016 12:19,1,602672,2,,1,,,,,,,,,,1,2,1,1,1,1,4,5,5,5,3,5,,6,7,4,2,6,2,1,1,6,7,3,4,2,3,7,7,7,3,1,6,7,6,6,2,6,7,3,6,7,4,7,2,7,4,1,3,2,3,3,1,,2,,,,,,,,2,1,1,2,1,2,1,,,1,1,1,2,1,2,1,2,1,4,3,4,3,3,3,4,5,4,4,5,4,4,2,4,2,4,2,4,2,,40.41650391,-3.702606201,-1
R_0uHvaC1hkI811gp,Default Response Set,Anonymous,,,79.154.27.96,0,5/7/2016 12:37,5/7/2016 12:51,1,602674,2,,1,,,,,,,,,,1,2,1,1,1,1,4,5,5,5,3,5,,6,7,4,2,5,2,1,3,5,6,2,4,2,6,6,7,7,2,2,7,7,7,6,3,3,7,6,7,6,4,6,2,7,5,2,1,4,2,2,1,,1,,,,,,,,,,,,,,,3,1,1,1,1,1,1,3,2,3,1,4,4,3,3,3,4,4,4,4,4,4,4,4,2,4,3,4,1,3,2,,37.38240051,-5.976104736,-1
R_3IqAPfUJEZ3em21,Default Response Set,Anonymous,,,83.54.29.206,0,5/7/2016 12:49,5/7/2016 12:59,1,602678,2,,1,,,,,,,,,,1,8,1,1,2,1,3,5,5,5,3,5,,4,5,4,3,6,3,3,2,4,5,4,3,4,4,5,5,7,4,4,5,5,4,6,4,4,5,4,6,4,4,5,2,4,4,3,2,4,5,5,1,,1,,,,4,1,,,,,,,,,,,,2,1,2,1,2,1,2,1,1,5,,,,,,,2,2,2,2,2,2,1,5,3,2,1,57,2,,41.61669922,0.622192383,-1
R_4PL2sh4CUbElcnX,Default Response Set,Anonymous,,,83.46.1.46,0,5/7/2016 12:48,5/7/2016 12:59,1,602677,,,1,,,,,,,,,,1,8,2,1,3,1,3,5,5,5,3,5,,3,4,5,4,3,5,3,3,3,2,5,4,4,4,4,6,6,6,4,3,4,5,6,4,2,5,4,5,5,1,2,2,3,5,3,3,5,5,5,1,,1,,,,,,4,1,,,,,,,,,,3,3,3,3,3,3,3,3,1,5,,,,,,,3,3,3,3,3,3,1,5,4,3,1,60,2,,41.14509583,1.398605347,-1
R_0MuZjoyZPjMDdHL,Default Response Set,Anonymous,,,87.221.171.147,0,5/7/2016 12:54,5/7/2016 13:03,1,602679,2,,1,,,,,,,,,,1,3,2,1,2,2,2,5,5,5,1,5,,3,7,5,4,7,1,3,5,5,5,2,2,3,5,4,5,7,5,4,6,5,4,6,3,4,6,1,6,5,6,4,2,6,7,3,3,4,6,4,1,,1,,,,,,,,1,1,1,1,1,2,1,,,2,3,2,1,1,2,3,1,2,5,,,,,,,3,2,3,2,3,2,2,1,3,6,1,9,2,,37.1882019,-3.606704712,-1
R_bf1olWJDIEsHKZf,Default Response Set,Anonymous,,,77.229.212.33,0,5/7/2016 13:08,5/7/2016 13:19,1,602683,2,,1,,,,,,,,,,1,8,1,1,1,1,3,3,5,5,3,5,,3,7,6,6,7,4,1,1,7,1,4,4,2,5,7,7,7,2,1,7,5,7,7,1,4,7,1,7,7,7,7,2,7,7,4,2,5,4,4,1,,2,,,,,,,,3,3,3,3,3,4,1,,,3,3,3,3,3,3,3,3,3,5,,,,,,,1,1,1,1,1,1,1,5,4,2,1,56,3,,42.23280334,-8.722595215,-1
R_bvcfPBBpmvv6lKt,Default Response Set,Anonymous,,,83.47.93.124,0,5/7/2016 13:17,5/7/2016 13:24,1,602687,2,,1,,,,,,,,1,1,,2,1,1,1,1,3,5,5,4,3,5,,,,,,,,6,5,7,2,1,3,4,2,1,2,3,6,4,5,5,5,7,4,4,2,6,4,2,5,2,2,6,7,6,2,5,5,5,1,,1,,,,,,,,,,,,,,,3,1,2,2,2,1,1,2,2,1,1,5,,,,,,,1,1,1,1,1,1,2,4,6,2,1,4,2,,40.41650391,-3.702606201,-1
R_6imHUNTWHdTz5sx,Default Response Set,Anonymous,,,195.53.214.89,0,5/7/2016 13:47,5/7/2016 13:56,1,602689,2,,1,,,,,,,,1,,,3,2,1,2,1,1,5,5,4,1,5,,5,5,5,3,5,5,3,5,3,4,4,3,3,3,5,5,7,5,4,5,5,6,7,5,4,4,7,7,5,5,2,2,6,6,1,4,4,5,2,1,,1,,2,1,,,,,,,,,,,,,,2,3,2,3,1,3,1,2,2,5,,,,,,,1,1,1,1,1,1,1,4,2,8,4,8,2,,39.59370422,-3.041702271,-1
R_2bJybF7Ac2O91MV,Default Response Set,Anonymous,,,77.227.92.121,0,5/7/2016 13:42,5/7/2016 13:57,1,602688,2,,1,,,1,,,,,,,,4,1,1,1,1,1,5,5,5,3,5,,6,7,4,2,7,1,2,2,7,6,1,7,4,6,6,6,7,5,1,7,7,6,7,4,4,6,1,7,3,6,7,2,7,6,2,6,6,5,2,1,,1,,,,6,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,4,4,4,4,4,4,1,2,1,2,3,3,2,1,3,3,2,12,2,,41.58099365,1.617202759,-1
R_eJS0dVyRITjzRNb,Default Response Set,Anonymous,,,81.9.167.61,0,5/7/2016 13:48,5/7/2016 13:59,1,602690,1,1,1,,1,,,,,,,,,2,1,1,1,1,3,5,5,5,3,5,,5,7,2,4,6,3,2,4,2,6,3,3,2,5,6,6,6,6,2,6,6,5,6,2,2,6,5,5,7,5,5,2,7,5,4,2,2,6,6,1,,2,,,,,,3,1,,,,,,,,,,3,2,1,2,3,2,2,3,1,5,,,,,,,1,2,2,3,3,1,2,1,1,3,1,4,2,,43.3500061,-5.833297729,-1
R_73AS0DWljzWGPqJ,Default Response Set,Anonymous,,,212.106.247.88,0,5/7/2016 13:53,5/7/2016 14:02,1,602692,2,,1,,,,,,,,,,1,3,1,1,2,1,2,5,5,5,2,5,,6,7,2,1,6,2,1,1,6,7,1,4,2,6,7,7,7,5,3,7,6,6,6,1,2,7,1,3,7,4,6,2,6,5,1,3,3,6,6,1,,1,,,,,,5,1,,,,,,,,,,3,2,3,1,1,2,2,2,1,5,,,,,,,2,3,2,2,2,3,2,4,4,5,2,9,2,,40.41720581,-3.684005737,-1
R_4OV4uL3ScvQSEBL,Default Response Set,Anonymous,,,79.155.227.104,0,5/7/2016 13:48,5/7/2016 14:03,1,602691,2,,1,,,1,,,,,,,,3,1,1,1,1,2,5,5,5,2,5,,2,7,3,3,6,4,3,2,3,5,2,5,3,3,5,5,7,6,3,5,6,6,6,3,2,5,3,7,5,3,5,2,5,6,6,2,6,6,5,1,,1,,,,,,,,2,2,2,2,2,2,1,,,1,2,1,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,4,2,9,2,,41.61669922,0.622192383,-1
R_agZf8r5ebwGScPX,Default Response Set,Anonymous,,,212.122.96.212,0,5/7/2016 13:07,5/7/2016 14:12,1,602681,2,,1,,,,,,,,,,1,3,1,1,2,1,2,5,5,5,2,5,,5,4,6,3,7,5,2,4,6,5,3,5,3,4,5,6,4,5,2,6,5,4,6,5,3,6,5,7,7,7,6,2,5,7,4,2,5,5,6,1,,1,,,,2,1,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,5,,,,,,,2,2,1,2,2,2,1,4,5,4,1,8,2,,38.98629761,-3.929092407,-1
R_eYifoz28n2GuSXz,Default Response Set,Anonymous,,,217.216.20.234,0,5/7/2016 14:07,5/7/2016 14:14,1,602693,2,,1,,1,,,,,,,,,3,2,1,1,1,2,5,5,5,3,5,,5,6,5,3,6,3,3,3,5,5,3,5,4,5,6,6,6,5,3,6,5,4,6,2,3,6,5,6,6,4,6,2,6,6,4,3,5,5,5,1,,2,,5,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,2,3,2,2,2,4,5,4,2,6,2,,37.1882019,-3.606704712,-1
R_4HO6OxKsU5gNq97,Default Response Set,Anonymous,,,37.134.125.111,0,5/7/2016 14:51,5/7/2016 14:59,1,602695,2,,1,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,1,5,,7,7,6,2,7,1,7,4,6,7,1,4,3,5,7,6,7,7,2,6,7,6,5,4,3,7,7,7,7,6,6,2,7,7,1,1,5,7,7,1,,1,,,,,,,,,,,,,,,2,1,2,1,3,2,3,3,1,3,1,5,,,,,,,3,3,3,3,3,3,2,2,1,3,2,9,1,,40.28419495,-3.7940979,-1
R_3yE64QeNG4OPaGp,Default Response Set,Anonymous,,,47.63.18.83,0,5/7/2016 15:53,5/7/2016 15:59,1,602704,2,,1,,,,,,,,,,1,3,1,1,2,1,1,3,5,5,1,5,,6,5,5,4,7,4,4,5,4,6,5,6,3,4,5,4,7,6,4,6,7,6,6,6,4,7,5,6,7,7,7,2,6,4,6,7,6,5,5,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,3,1,1,2,1,1,3,5,4,5,3,4,5,5,4,6,4,3,5,2,4,4,4,1,8,2,,42.54989624,-3.323196411,-1
R_abM6b98mxZ43IB7,Default Response Set,Anonymous,,,212.225.239.66,0,5/7/2016 15:49,5/7/2016 16:00,1,602699,2,,1,,,,,,,,,,1,8,1,1,1,1,1,5,5,5,1,5,,1,6,6,1,6,5,1,4,4,7,5,6,1,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,6,2,6,6,1,1,6,6,6,1,,1,,,,7,1,,,,,,,,,,,,2,1,2,1,1,2,2,2,3,4,4,4,1,1,2,2,1,1,1,1,1,1,1,5,3,4,2,56,3,,36.72019958,-4.420303345,-1
R_e5KXCkXLJSkEkpn,Default Response Set,Anonymous,,,83.45.176.20,0,5/7/2016 15:56,5/7/2016 16:01,1,602708,2,,1,,,,,,,,,1,,3,1,2,1,1,1,5,5,5,1,5,,3,4,5,4,,5,5,5,4,5,4,4,1,3,,4,4,2,1,3,3,6,4,4,4,3,1,3,3,4,3,2,1,3,4,3,2,4,3,1,,2,,,,,,5,1,,,,,,,,,,2,2,1,1,1,2,1,3,1,5,,,,,,,2,2,2,2,2,2,1,2,5,4,1,7,1,,43.37130737,-8.395996094,-1
R_eDtfqr1EZIqp6MB,Default Response Set,Anonymous,,,90.77.153.162,0,5/7/2016 15:54,5/7/2016 16:02,1,602705,2,,1,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,1,5,,2,2,2,2,1,2,1,3,5,6,3,1,3,7,7,7,6,6,2,4,7,4,2,3,2,7,5,3,7,1,7,2,5,4,5,2,3,6,1,1,,1,,,,,,,,,,,,,,,4,1,2,1,2,2,1,2,1,1,1,5,,,,,,,1,1,1,1,1,1,2,4,4,6,3,6,2,,40.41650391,-3.702606201,-1
R_bBg3XMg0nodTqC1,Default Response Set,Anonymous,,,149.71.105.51,0,5/7/2016 15:50,5/7/2016 16:04,1,602701,2,,1,,1,1,,1,,,1,1,,4,2,1,1,2,2,5,5,5,1,5,,6,7,7,5,7,3,6,2,3,6,6,2,3,6,6,6,7,5,5,7,7,7,7,5,7,6,5,7,3,7,7,2,7,7,7,2,6,6,3,1,,5,Caixa,,,,,,,1,2,3,1,3,1,1,,,2,1,1,1,2,1,1,1,2,4,7,4,1,4,4,3,2,2,1,3,3,3,2,2,1,3,1,14,2,,37.20469666,-6.514205933,-1
R_aWbvstMMQ80V2C1,Default Response Set,Anonymous,,,77.229.146.229,0,5/7/2016 16:00,5/7/2016 16:05,1,602711,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,2,5,,2,6,4,3,6,5,3,6,2,3,2,2,4,3,6,6,5,6,4,7,6,6,6,6,2,4,6,6,5,2,6,2,3,5,6,1,6,6,6,1,,3,,4,1,,,,,,,,,,,,,,2,3,2,1,1,3,1,1,2,4,3,3,3,3,4,4,3,3,3,3,3,4,1,1,4,4,3,21,2,,37.54220581,-5.082595825,-1
R_3QylkdUhc9HpYlD,Default Response Set,Anonymous,,,193.152.91.174,0,5/7/2016 15:53,5/7/2016 16:07,1,602703,2,,1,,,,,,,,,,1,4,1,1,1,1,2,3,5,5,1,5,,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,6,5,5,5,5,1,,1,,,,,,,,4,4,4,4,4,3,1,,,1,1,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,1,5,3,2,11,4,,40.41720581,-3.684005737,-1
R_9YqRIRfCoQZS8jr,Default Response Set,Anonymous,,,37.11.160.19,0,5/7/2016 16:05,5/7/2016 16:10,1,602715,2,,1,,,,,,,,,,1,3,2,1,1,1,2,5,5,5,1,5,,6,5,5,5,5,5,5,5,6,6,6,5,6,5,5,5,6,5,5,5,5,6,6,6,6,4,5,5,5,4,5,2,6,5,4,6,5,5,5,2,,1,,,,1,1,,,,,,,,,,,,2,2,2,2,2,1,1,1,2,4,4,4,3,3,3,4,3,4,4,3,3,3,2,4,4,4,1,5,2,,37.38240051,-5.976104736,-1
R_54hFCrpYsMVg9Gl,Default Response Set,Anonymous,,,37.15.137.190,0,5/7/2016 16:03,5/7/2016 16:11,1,602714,2,,1,1,1,1,,,,,,,,2,3,1,4,4,4,5,5,5,4,5,,4,7,4,3,5,1,2,3,4,5,1,1,3,4,5,5,7,4,4,6,6,4,6,4,4,6,4,6,6,,5,2,2,4,4,3,3,4,4,1,,3,,,,,,2,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,5,3,1,4,1,2,1,5,2,,38.34519958,-0.481506348,-1
R_0p9lg5W7OntFSF7,Default Response Set,Anonymous,,,176.222.73.50,0,5/7/2016 16:02,5/7/2016 16:11,1,602713,2,,1,,,,,,,,,,1,4,1,1,3,1,4,5,5,5,3,5,,3,5,4,4,7,3,2,2,3,5,2,5,3,5,6,5,7,5,2,7,5,5,7,4,3,6,4,7,6,6,6,2,5,2,6,5,5,6,4,1,,2,,,,,,,,,,,,,,,4,1,2,3,2,1,2,1,2,1,1,4,7,4,6,6,7,6,3,3,4,4,4,4,2,1,3,2,1,15,2,,40.41650391,-3.702606201,-1
R_bekYkiklo66vikJ,Default Response Set,Anonymous,,,91.126.96.82,0,5/7/2016 16:13,5/7/2016 16:16,1,602725,2,,1,,,,,,,,,,1,4,2,2,2,2,3,5,5,5,1,5,,6,7,6,7,6,6,6,6,7,5,6,6,5,6,6,5,6,7,6,5,6,6,6,7,5,7,6,6,7,6,6,2,5,6,5,6,6,7,6,1,,1,,2,1,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,1,5,4,3,4,4,3,4,3,4,3,3,4,2,6,1,4,1,14,4,,41.38879395,2.158996582,-1
R_3KqnR7P4wce9loV,Default Response Set,Anonymous,,,95.23.238.202,0,5/7/2016 16:09,5/7/2016 16:18,1,602720,2,,1,,,,,,,,,,1,3,1,1,3,1,5,5,5,5,1,5,,4,6,4,3,5,4,3,4,4,4,4,3,3,4,5,5,6,6,3,4,6,4,6,4,4,5,4,6,4,4,5,2,4,4,4,4,4,6,5,1,,1,,,,,,,,2,2,2,2,2,4,1,,,2,1,1,1,1,3,1,2,1,5,,,,,,,1,3,3,2,2,1,1,7,2,4,1,8,2,,41.63330078,2.399993896,-1
R_8dz3lmasJWhPOKh,Default Response Set,Anonymous,,,81.38.224.230,0,5/7/2016 16:08,5/7/2016 16:19,1,602718,2,,1,,,,,,,,,,1,4,1,1,1,1,5,5,5,5,3,5,,5,5,4,4,3,5,4,4,2,5,3,2,4,4,4,5,5,6,4,5,6,4,4,4,3,6,4,2,6,2,5,2,4,6,3,2,4,5,5,1,,1,,,,,,5,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,2,2,4,1,14,2,,40.96879578,-5.663894653,-1
R_dnGloRXi5iAR2V7,Default Response Set,Anonymous,,,2.137.131.14,0,5/7/2016 16:13,5/7/2016 16:20,1,602724,2,,1,,,,,,,,,,1,4,1,1,2,1,4,5,3,5,1,5,,5,6,6,3,7,4,1,4,3,7,4,7,4,4,7,5,6,6,4,7,7,5,7,3,1,6,6,7,7,4,7,2,4,5,4,1,4,7,7,1,,1,,,,2,1,,,,,,,,,,,,2,1,1,1,1,1,2,1,1,5,,,,,,,1,2,2,2,3,4,1,1,7,4,3,14,5,,40.41650391,-3.702606201,-1
R_2frvwLBrtz73Tsp,Default Response Set,Anonymous,,,77.227.171.44,0,5/7/2016 16:14,5/7/2016 16:22,1,602726,2,,1,,,,,,,,,,1,3,5,1,2,1,5,5,5,5,3,5,,7,7,4,2,5,1,1,1,7,7,1,4,2,7,7,7,7,5,1,7,7,4,7,1,2,7,4,7,6,4,7,2,7,6,3,1,2,4,2,1,,1,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,2,3,1,4,7,4,7,7,7,7,1,2,2,4,4,3,1,6,1,1,,7,1,,41.47979736,2.31880188,-1
R_0MX3VvfmxLqUNH7,Default Response Set,Anonymous,,,37.135.97.161,0,5/7/2016 16:18,5/7/2016 16:26,1,602729,2,,1,,,,,,,,1,,,5,1,1,2,1,4,5,5,5,3,5,,7,7,1,1,7,1,4,1,7,7,4,4,3,4,1,1,1,3,1,7,7,7,7,1,7,7,1,7,7,4,,2,7,7,1,4,4,4,4,5,,1,,,,,,,,,,,,,,,7,1,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,2,1,2,4,3,19,4,,39.51669312,-0.416702271,-1
R_6mqQkgGEwN4U00l,Default Response Set,Anonymous,,,88.7.90.112,0,5/7/2016 16:07,5/7/2016 16:30,1,602717,2,,1,,1,1,,,,,,,,4,2,1,1,1,5,5,5,5,2,5,,4,7,3,1,3,1,2,2,5,4,7,1,3,4,6,7,7,4,1,6,5,5,6,2,4,6,4,7,6,1,7,2,5,6,6,1,2,6,3,1,,1,,3,1,,,,,,,,,,,,,,2,3,2,1,2,1,2,1,2,5,,,,,,,1,1,1,1,4,4,2,6,3,5,2,16,2,,28.09970093,-15.41340637,-1
R_3O65fACMslF5mOV,Default Response Set,Anonymous,,,87.217.97.47,0,5/7/2016 16:28,5/7/2016 16:32,1,602737,2,,1,,,,,,,,,,1,5,1,2,1,1,1,5,5,5,1,5,,5,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,7,6,7,7,6,6,2,6,7,6,6,6,7,7,1,,3,,,,2,1,,,,,,,,,,,,2,1,1,1,2,1,2,2,2,3,5,5,4,4,4,4,3,3,1,1,1,1,1,1,5,3,2,18,6, ,42.23280334,-8.722595215,-1
