V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Conrol
R_9HMK9nen1rRy5nL,Default Response Set,Anonymous,,,79.192.206.18,0,08MAY16:09:44:00,08MAY16:09:57:00,1,402039,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,2,1,3,5,5,5,3,4,,7,7,3,5,4,6,4,5,5,1,5,4,6,3,2,4,7,6,6,4,6,5,4,6,1,3,6,2,4,4,4,2,5,6,5,1,2,7,6,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,3,1,2,1,3,1,2,4,4,3,3,2,2,2,2,2,2,2,3,2,1,1,5,2,1,42,5,52.22099304,7.804504395,-1,3,4,3,2,2,2,37,7,7,33,77,20,-2.03288,2.37874,-3.08669,-0.249552,-0.71215428,0.833315234,-1.0813228,-0.087422536,0,0,1,0,0
R_enBufvv1rQJ8WOx,Default Response Set,Anonymous,,,47.64.147.73,0,08MAY16:09:49:00,08MAY16:09:59:00,1,402048,2,0,1,,0,1,0,0,,,0,0,0,4,3,3,4,2,3,0,5,5,2,4,,6,5,3,4,6,4,5,4,5,5,4,1,4,4,5,5,7,6,5,6,5,2,4,5,2,4,7,6,5,3,5,2,4,5,2,1,3,6,7,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,2,3,4,4,4,4,4,4,2,2,4,3,4,4,1,1,4,2,1,14,2,51.40550232,8.582504272,-1,4,3,4,4,3,3,54,7,6,32,68,20,-2.65167,-0.54104,-2.71982,1.83952,-0.928927502,-0.189536004,-0.952801668,0.644416808,0,0,1,0,0
R_50gS0cPt4dlWIyF,Default Response Set,Anonymous,,,93.228.109.11,0,08MAY16:10:13:00,08MAY16:10:21:00,1,402052,2,0,1,,0,0,0,0,,,0,0,1,3,4,2,1,2,4,5,5,5,3,4,,5,6,3,4,6,5,3,4,5,4,5,3,5,5,5,5,6,4,5,5,5,5,6,4,4,5,6,3,4,2,4,2,6,6,6,3,6,4,4,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,5,0,0,0,0,0,0,3,3,4,3,3,3,2,4,2,3,1,8,3,51.4407959,6.986297607,-1,4,5,4,3,3,4,55,5,4,21,78,22,-1.95355,-0.0142041,-4.58563,1.60814,-0.68436356,-0.004975951,-1.606428334,0.563360249,0,0,1,0,0
R_4IvUS0pHvgOS5b7,Default Response Set,Anonymous,,,2.161.80.64,0,08MAY16:10:34:00,08MAY16:10:40:00,1,402062,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,4,2,4,5,5,5,2,4,,5,5,3,4,5,4,4,4,3,5,4,3,4,4,4,4,4,5,5,5,4,4,6,5,2,4,4,4,4,2,4,2,3,5,4,5,3,5,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,3,1,1,3,6,6,6,5,5,5,3,3,2,3,2,3,2,2,4,3,1,43,2,51,9,-1,4,4,4,4,3,3,51,3,6,24,59,21,-4.37621,-1.32685,0.189897,-0.0564384,-1.533064756,-0.464819324,0.066524321,-0.019771383,0,0,1,0,0
R_bfpfKIqAUJMx4kR,Default Response Set,Anonymous,,,178.112.64.14,0,08MAY16:10:36:00,08MAY16:10:45:00,1,800396,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,2,5,5,5,3,2,,6,6,5,4,5,7,1,2,4,5,7,5,5,6,4,6,7,5,5,6,7,7,5,7,1,5,4,3,6,5,4,2,7,6,3,1,3,6,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,4,7,7,6,7,6,7,4,3,3,2,4,4,1,1,4,3,2,17,3,48.19999695,16.36669922,-1,4,7,6,3,3,1,60,7,7,31,82,26,-7.06032,0.195274,-2.79621,1.23733,-2.473356571,0.06840798,-0.979562453,0.433458864,0,0,1,0,0
R_em77OKch1ZV52ol,Default Response Set,Anonymous,,,95.91.227.66,0,08MAY16:11:26:00,08MAY16:11:32:00,1,402075,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,1,5,5,5,3,4,,6,6,5,2,7,4,4,4,4,4,4,5,3,4,4,4,7,4,4,5,6,5,4,4,4,5,6,4,5,4,6,2,4,4,4,4,4,4,4,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,3,1,3,1,3,5,0,0,0,0,0,0,3,3,3,3,4,3,2,4,4,3,1,11,3,53.55000305,10,-1,6,4,4,5,4,4,59,4,4,20,73,25,-5.93153,-0.854016,-5.05763,-0.932686,-2.077921214,-0.299177103,-1.771778389,-0.326736613,0,0,1,0,0
R_8jgabwW4upjgUiF,Default Response Set,Anonymous,,,79.224.222.20,0,08MAY16:11:40:00,08MAY16:11:45:00,1,402082,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,3,2,3,5,5,5,3,4,,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,6,4,4,4,4,4,4,2,4,2,4,4,4,3,4,4,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,1,3,5,0,0,0,0,0,0,3,4,4,4,5,4,2,5,3,2,1,46,2,50.01759338,8.70489502,-1,4,5,4,4,4,4,53,5,4,22,61,18,-5.3696,-0.318192,-3.81344,-1.76666,-1.881067068,-0.111468358,-1.335916344,-0.618892645,0,0,1,0,0
R_1RY0M3kKbOFlYBD,Default Response Set,Anonymous,,,92.202.19.92,0,08MAY16:11:45:00,08MAY16:11:53:00,1,402089,2,0,1,,0,0,0,0,,,0,0,1,8,4,1,2,3,2,5,5,5,3,4,,7,6,7,3,4,6,3,4,6,6,6,4,2,6,6,6,7,2,2,6,7,7,6,6,5,5,6,3,6,4,6,2,6,7,7,4,5,5,4,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,3,4,4,4,3,2,5,1,1,0,53,2,50.11669922,8.683303833,-1,5,5,4,6,6,2,69,4,3,18,93,24,-5.76766,-5.42327,-5.18765,0.409499,-2.020514617,-1.899868631,-1.817326724,0.143454835,0,0,1,0,0
R_2lWWw3466GcMinr,Default Response Set,Anonymous,,,178.190.34.92,0,08MAY16:11:52:00,08MAY16:11:59:00,1,800400,2,0,1,,0,0,0,0,,,1,0,0,2,3,1,1,1,3,5,5,5,3,2,,7,7,2,1,2,7,1,4,7,3,7,6,3,6,6,7,7,4,4,5,7,7,6,3,2,5,7,1,5,2,7,2,7,7,7,2,6,3,3,6,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,3,4,3,4,2,2,2,1,5,2,5,2,47.61360168,12.24420166,-1,7,7,4,5,4,5,71,6,6,22,93,21,-6.64682,-4.76244,-4.15347,0.0186736,-2.328500114,-1.668368044,-1.455034944,0.006541697,0,0,1,0,0
R_2a7JBpVbgJr5Jqd,Default Response Set,Anonymous,,,87.172.195.85,0,08MAY16:12:00:00,08MAY16:12:20:00,1,402096,2,0,1,,0,1,0,0,,,0,0,0,2,3,1,2,1,3,5,5,5,3,4,,5,7,3,3,6,5,3,3,5,6,6,6,3,6,5,6,7,4,3,6,5,6,7,2,4,6,6,3,6,5,5,2,5,6,6,2,3,6,4,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,5,4,6,5,6,2,4,1,3,1,3,3,50.28329468,8.949996948,-1,5,5,5,5,5,6,71,6,4,24,78,30,-3.84524,-1.05819,-2.94995,1.33705,-1.347056454,-0.370702913,-1.033420329,0.468392566,0,0,1,0,0
R_bshDLZT2BHkQUW9,Default Response Set,Anonymous,,,91.57.178.92,0,08MAY16:12:29:00,08MAY16:12:33:00,1,402111,2,0,1,,0,0,0,0,,,0,0,1,4,4,2,1,2,4,5,5,5,4,4,,5,6,4,4,6,3,4,4,4,6,6,2,6,5,5,6,5,4,4,5,5,5,6,5,3,6,5,3,5,3,5,2,6,5,5,2,4,5,5,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,2,3,1,5,0,0,0,0,0,0,2,3,4,3,3,2,2,1,3,1,0,19,4,52.83329773,9,-1,4,4,4,2,4,3,59,6,5,25,71,22,-5.27902,-5.25242,-3.90168,-0.431072,-1.849335272,-1.840016815,-1.366828397,-0.151012244,0,0,1,0,0
R_0DFOqOHUPv6VtTT,Default Response Set,Anonymous,,,94.134.208.20,0,08MAY16:12:34:00,08MAY16:12:44:00,1,402117,2,0,1,,1,0,0,0,,,0,0,0,7,1,1,1,2,5,5,5,5,3,4,,4,4,4,4,3,3,2,5,4,4,3,4,5,5,5,7,4,6,3,5,6,5,5,4,4,5,5,3,5,4,3,2,4,4,5,4,4,5,4,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,5,6,4,5,5,5,1,1,3,2,1,42,5,52.51669312,13.3999939,-1,4,6,3,3,5,4,59,4,4,23,62,21,-4.84341,-5.66984,-4.90659,-2.14811,-1.696733285,-1.986246519,-1.718866371,-0.752521413,0,0,1,0,0
R_50TVz0pkxgQTkqh,Default Response Set,Anonymous,,,87.151.103.22,0,08MAY16:12:42:00,08MAY16:12:53:00,1,402122,2,0,1,,0,0,0,0,,,0,0,1,6,4,4,4,4,4,5,5,5,4,4,,6,7,3,4,5,5,3,2,6,7,6,3,4,7,7,7,7,5,3,4,6,7,6,6,5,7,4,3,7,5,7,2,7,7,1,6,4,7,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,6,6,6,6,7,1,1,2,2,2,1,1,1,3,1,0,31,2,53.23480225,7.475204468,-1,4,5,6,4,5,2,75,2,3,22,79,23,-4.14494,-5.64173,-4.11688,0.0986397,-1.452046732,-1.976399082,-1.442216812,0.034555254,0,0,1,0,0
R_cCnXyPGyFO6vX4F,Default Response Set,Anonymous,,,84.44.169.2,0,08MAY16:12:46:00,08MAY16:13:00:00,1,402127,2,0,1,,0,1,0,0,,,0,0,0,2,2,1,1,2,2,5,5,4,3,4,,5,7,4,3,5,6,1,2,7,7,5,5,3,5,5,6,5,7,2,5,7,6,7,2,2,7,6,2,6,1,6,2,7,6,6,2,5,7,6,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,3,3,1,5,0,0,0,0,0,0,3,2,2,1,4,3,2,4,1,5,3,5,1,50.89639282,6.682907104,-1,5,7,6,5,6,6,77,6,6,32,84,23,-6.48563,-1.53647,-4.15358,0.474777,-2.272032369,-0.538252965,-1.455073479,0.166322888,0,0,1,0,0
R_efgVixALu545nj7,Default Response Set,Anonymous,,,84.63.86.120,0,08MAY16:12:58:00,08MAY16:13:08:00,1,402137,2,0,1,,0,0,0,0,,,0,0,1,3,2,3,1,3,3,5,5,5,3,4,,6,7,7,4,2,7,2,2,6,5,7,4,4,7,4,6,7,4,4,3,7,7,4,2,4,6,7,2,6,2,4,2,6,7,6,1,6,4,6,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,1,1,0,6,2,53.55000305,10,-1,4,6,6,4,4,6,68,7,4,25,95,15,-3.75292,-0.802008,-2.44428,1.44846,-1.314715104,-0.280957769,-0.85627507,0.507421485,0,0,1,0,0
R_0PKXSFKcAlVjVpH,Default Response Set,Anonymous,,,79.219.184.45,0,08MAY16:13:15:00,08MAY16:13:24:00,1,402147,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,3,5,5,5,3,4,,4,6,5,2,5,6,3,3,5,5,4,4,4,5,6,7,6,6,3,7,4,5,7,4,1,5,4,2,4,5,4,2,5,5,7,1,4,6,7,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,5,0,0,0,0,0,0,4,3,3,4,3,4,2,2,2,5,2,5,1,51.19979858,6.772705078,-1,6,5,5,4,5,4,65,7,7,33,72,28,-6.30139,-0.479823,-1.45822,1.71562,-2.207489797,-0.168090592,-0.510840588,0.601012419,0,0,1,0,0
R_abZ1L0d3dX6VsRT,Default Response Set,Anonymous,,,95.91.217.117,0,08MAY16:13:38:00,08MAY16:13:51:00,1,402151,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,4,4,,5,7,4,3,6,6,1,2,5,7,7,4,1,6,7,4,7,4,2,6,6,6,6,2,4,7,5,2,6,1,5,2,6,7,6,4,6,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,3,4,3,5,4,2,2,3,2,1,14,2,50.35670471,7.593200684,-1,5,7,6,7,6,6,79,4,4,22,85,23,-6.1078,-0.271431,-4.38776,0.976218,-2.139671752,-0.095087142,-1.537110928,0.341986653,0,0,1,0,0
R_afcnrfWK08lpI9f,Default Response Set,Anonymous,,,178.115.129.2,0,08MAY16:14:01:00,08MAY16:14:10:00,1,800406,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,1,4,5,5,5,4,2,,4,5,3,5,5,5,5,3,2,2,4,4,5,4,4,6,6,5,5,3,5,3,6,3,4,5,3,2,5,1,2,2,5,6,3,2,3,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,3,1,2,5,0,0,0,0,0,0,3,5,4,4,4,4,2,1,2,2,1,40,2,48.19999695,16.36669922,-1,3,3,5,3,3,5,50,6,4,25,59,19,-6.7065,3.56785,-2.83892,-0.539748,-2.349407087,1.249881768,-0.994524531,-0.189083393,0,0,1,0,0
R_9uThOafsZDdMdiR,Default Response Set,Anonymous,,,91.11.141.93,0,08MAY16:14:46:00,08MAY16:14:55:00,1,402173,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,1,1,1,5,5,5,5,4,,6,7,6,4,7,6,2,3,4,5,4,6,3,7,7,7,7,7,4,6,5,5,7,3,3,6,7,5,6,6,6,2,5,7,5,3,3,6,4,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,2,5,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,5,3,8,3,48.36639404,10.90339661,-1,4,6,5,5,4,5,73,5,5,27,82,32,-4.88522,-0.451035,-0.183614,1.85903,-1.711380077,-0.15800564,-0.064323273,0.651251511,0,0,1,0,0
R_afxAlsYVm2LUp4F,Default Response Set,Anonymous,,,90.186.2.7,0,08MAY16:14:55:00,08MAY16:15:03:00,1,402179,2,0,1,,0,0,0,0,,1,0,0,0,4,4,1,1,2,2,5,5,5,3,4,,5,5,5,3,3,5,3,4,5,5,4,5,4,5,5,5,5,5,2,5,6,6,5,6,2,5,5,3,5,4,5,2,5,5,4,3,5,5,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1,2,2,2,1,5,0,0,0,0,0,0,3,3,3,3,3,3,2,1,2,2,1,14,2,51.5,12,-1,5,5,4,4,6,2,61,5,6,26,73,22,-6.03605,-5.54607,-1.34778,1.23236,-2.114536442,-1.942887671,-0.472151477,0.431717784,0,0,1,0,0
R_cTIw40KLG1QCYiV,Default Response Set,Anonymous,,,78.53.33.54,0,08MAY16:15:33:00,08MAY16:15:37:00,1,402194,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,2,1,3,5,5,5,2,4,,7,6,6,2,5,6,2,2,6,6,6,5,3,6,6,6,7,5,2,6,6,6,5,2,3,6,6,6,6,5,3,2,6,6,6,2,6,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1,2,2,2,1,2,6,6,6,6,6,6,3,4,4,4,4,4,1,1,4,1,0,16,3,52.51669312,13.3999939,-1,6,6,6,5,6,6,74,6,5,26,92,26,-7.21599,-6.74943,-0.828479,1.39825,-2.527890561,-2.364446235,-0.290231035,0.489832023,0,0,1,0,0
R_3TSqzXQRP3x6nm5,Default Response Set,Anonymous,,,87.155.67.140,0,08MAY16:15:22:00,08MAY16:15:37:00,1,402191,0,0,1,,1,0,0,0,,,0,0,0,4,1,1,1,1,2,5,5,3,1,4,,1,5,2,4,7,6,4,4,5,5,5,7,6,5,4,2,6,6,4,7,6,6,7,4,5,5,4,3,7,7,5,2,7,6,2,2,3,6,6,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,2,3,4,4,4,4,4,4,3,3,3,3,3,3,2,6,3,4,3,1,4,50.15739441,8.635498047,-1,4,4,4,2,4,4,55,6,3,27,67,35,-7.96526,4.83517,-0.838798,2.00354,-2.790373264,1.693846666,-0.293845965,0.701875952,0,0,1,0,0
R_8dJKh36IKpfOduZ,Default Response Set,Anonymous,,,93.202.134.20,0,08MAY16:15:43:00,08MAY16:16:07:00,1,402201,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,5,5,5,5,3,4,,5,7,4,2,6,7,2,4,4,5,6,3,3,4,5,7,7,6,6,6,6,4,6,3,2,6,4,3,5,3,5,2,7,5,5,2,4,6,6,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,2,4,2,2,2,2,2,2,2,3,2,3,2,2,2,1,4,2,1,9,2,47.80000305,7.683303833,-1,6,6,4,5,2,5,65,6,6,30,78,24,-5.07397,2.05834,-1.85215,1.56463,-1.777502584,0.721073374,-0.648841324,0.548117917,0,0,1,0,0
R_6M8JKHwP2qcYWc5,Default Response Set,Anonymous,,,93.196.104.22,0,08MAY16:15:50:00,08MAY16:16:13:00,1,402204,2,0,1,,1,1,0,0,,,0,0,0,4,3,2,1,1,3,5,5,5,3,4,,6,6,4,2,5,6,2,2,5,5,6,4,4,5,7,6,7,6,4,6,6,6,4,3,4,5,6,5,4,5,4,2,6,5,4,3,4,6,3,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,2,3,3,3,3,3,1,7,1,1,0,17,2,52.52679443,13.36050415,-1,6,6,6,4,4,5,67,5,4,24,82,24,-4.505,-0.530804,-1.95029,2.95309,-1.5781822,-0.18595015,-0.683221524,1.034520327,0,0,1,0,0
R_5zndeGeEzzpNQhv,Default Response Set,Anonymous,,,95.208.119.66,0,08MAY16:05:49:00,08MAY16:16:41:00,1,401925,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,1,2,5,5,5,5,3,4,,5,6,3,4,6,5,3,4,4,4,4,1,3,6,6,7,7,6,4,4,4,5,5,3,3,6,3,1,7,2,6,2,5,5,4,3,4,4,3,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,5,0,0,0,0,0,0,2,2,3,3,4,2,1,5,1,1,0,43,2,48.51660156,9.058105469,-1,4,5,4,5,4,5,69,5,5,23,65,18,-1.17072,1.99748,0.0881197,0.333322,-0.410124188,0.699753026,0.030869909,0.116768668,0,0,1,0,0
R_9FgAvYBqRYTa91P,Default Response Set,Anonymous,,,95.91.226.53,0,08MAY16:16:45:00,08MAY16:16:56:00,1,402224,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,2,5,5,5,1,4,,7,6,2,4,6,5,3,5,5,6,5,5,4,6,6,5,7,5,4,5,6,5,7,2,3,4,7,5,3,4,5,2,6,6,6,2,4,4,5,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,5,0,0,0,0,0,0,4,4,3,4,3,3,2,1,1,2,1,6,1,53.55000305,10,-1,4,5,3,4,4,6,61,6,5,25,82,27,-5.8365,-0.609615,-0.897546,1.39507,-2.044630502,-0.213559055,-0.314426442,0.488718012,0,0,1,0,0
R_9pJrKBMdxGuh5zf,Default Response Set,Anonymous,,,212.241.109.1,0,08MAY16:17:38:00,08MAY16:17:49:00,1,800415,2,0,1,,0,0,0,0,1,,0,0,0,2,1,1,3,1,3,5,5,5,2,2,,6,6,3,2,6,3,6,4,4,6,7,3,1,6,6,7,7,2,4,7,6,6,7,2,2,4,5,7,3,6,4,2,3,2,6,2,2,6,5,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,4,5,3,4,3,5,5,3,5,4,5,3,3,1,7,1,4,1,5,3,48.17520142,14.02110291,-1,6,2,4,7,4,6,65,6,6,25,73,29,-3.69011,-0.158768,-4.52205,1.18482,-1.292711636,-0.055619274,-1.584155121,0.41506367,0,0,1,0,0
R_6lIJWc5wovKGceN,Default Response Set,Anonymous,,,79.200.255.14,0,08MAY16:20:49:00,08MAY16:20:59:00,1,402251,2,0,1,,0,0,0,0,,1,0,0,0,4,3,1,3,1,3,5,5,5,3,4,,3,6,6,4,7,6,2,2,6,6,7,4,2,5,6,6,7,4,5,5,6,6,4,1,2,6,4,3,6,2,6,2,5,6,5,2,6,5,4,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,2,5,5,6,4,6,1,2,1,3,2,16,3,51.36669922,12.38330078,-1,4,6,6,6,3,7,73,6,6,25,82,22,-5.17632,-4.30472,-4.19661,-0.0754545,-1.813357622,-1.508020529,-1.470147659,-0.026433063,0,0,1,0,0
R_b2iDO7cgRAC06y1,Default Response Set,Anonymous,,,178.27.62.174,0,09MAY16:01:13:00,09MAY16:01:24:00,1,402256,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,3,3,4,5,5,5,3,4,,7,6,2,4,7,6,4,3,7,6,6,6,2,5,5,5,7,7,3,4,7,7,5,6,5,7,7,5,7,4,7,2,7,6,4,1,2,7,7,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,3,2,2,2,4,2,1,1,1,1,1,2,1,1,4,2,1,15,5,48.08439636,11.49229431,-1,4,4,5,6,5,2,68,7,3,31,86,26,-1.0702,-0.000981742,-0.930292,1.02955,-0.374910231,-0.000343922,-0.325897952,0.360669808,0,0,1,0,0
R_0NEpFyQ1W9geZxj,Default Response Set,Anonymous,,,80.110.116.25,0,09MAY16:01:44:00,09MAY16:01:54:00,1,800419,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,3,5,5,5,3,2,,6,7,2,3,2,7,1,3,6,5,6,4,3,5,5,6,7,5,4,5,6,7,6,6,4,6,7,1,7,4,6,2,7,7,6,2,2,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,3,1,1,2,2,1,1,5,0,0,0,0,0,0,2,2,3,2,2,2,2,4,4,2,1,15,3,48.19999695,16.36669922,-1,5,7,5,5,4,2,68,6,4,25,84,21,-5.93748,-2.17505,-3.08215,0.98113,-2.080005605,-0.761958978,-1.079732357,0.343707414,0,0,1,0,0
R_6FkV84PBnLXurRj,Default Response Set,Anonymous,,,217.70.204.66,0,09MAY16:02:27:00,09MAY16:02:41:00,1,402267,2,0,1,,0,0,0,0,,,0,1,0,4,2,1,3,2,3,5,5,5,2,4,,5,6,5,5,7,5,3,2,3,5,6,6,3,5,5,5,6,3,2,7,5,6,6,4,3,5,7,2,5,3,5,2,6,6,6,4,3,5,6,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,5,0,0,0,0,0,0,2,2,3,2,2,1,2,1,4,2,1,13,4,54.32049561,10.13270569,-1,3,5,6,5,6,4,64,4,5,23,77,29,-3.28824,1.71043,-1.03981,0.623621,-1.151929376,0.599194269,-0.36426407,0.218465608,0,0,1,0,0
R_0eJFJINxMLNzV89,Default Response Set,Anonymous,,,188.109.62.22,0,09MAY16:02:33:00,09MAY16:03:07:00,1,402269,2,0,0,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,3,4,,6,6,6,2,7,6,2,2,5,5,6,6,1,6,7,7,7,4,2,6,6,6,5,6,2,7,7,4,7,4,5,2,6,6,7,2,3,5,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,1,1,5,0,0,0,0,0,0,5,5,4,4,5,3,2,3,4,4,3,19,2,51.95100403,7.618103027,-1,6,6,6,7,6,2,77,6,6,27,87,28,-5.28672,1.57896,-4.85892,0.361504,-1.85203272,0.553137973,-1.702166716,0.126641327,0,0,1,0,0
R_5ih67RtqAaDeGt7,Default Response Set,Anonymous,,,94.134.171.12,0,09MAY16:03:00:00,09MAY16:03:09:00,1,402276,2,0,1,,1,0,0,0,,,0,0,0,4,2,2,1,2,5,5,5,5,4,4,,6,7,5,4,7,6,2,3,1,5,7,4,2,5,6,6,7,4,3,7,6,6,6,2,5,5,6,3,5,4,6,2,7,7,6,5,4,5,4,7,R,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,1,3,2,3,3,3,2,1,4,2,1,19,3,51.55000305,7.316696167,-1,4,6,5,6,5,6,70,3,3,19,84,28,-6.27755,-0.0868004,-3.46724,1.52867,-2.199138218,-0.030407735,-1.214636282,0.535520485,0,0,1,0,0
R_aYuDsFb6NO0Qpnv,Default Response Set,Anonymous,,,194.25.240.90,0,09MAY16:03:21:00,09MAY16:03:25:00,1,402283,2,0,1,,0,0,0,0,,,0,0,1,8,1,1,3,1,3,5,5,5,3,4,,7,7,1,1,7,7,1,4,7,7,7,5,1,7,7,7,7,7,6,6,6,6,6,6,6,7,3,7,5,5,7,2,6,6,2,6,2,6,6,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,3,1,2,5,0,0,0,0,0,0,2,2,2,2,3,3,2,5,4,2,1,50,5,51.05000305,13.75,-1,7,7,4,7,2,2,76,2,2,23,81,29,-6.10313,3.81248,-0.0484883,0.384995,-2.138035767,1.335580039,-0.01698632,0.134870645,0,0,1,0,0
