V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_0wWgL8EecaLWVQp,Default Response Set,Anonymous,,,178.115.131.1,0,08MAY16:10:16:00,08MAY16:10:23:00,1,800395,2,0,1,,0,0,0,0,,1,0,0,0,3,1,1,5,1,4,5,5,5,4,2,,7,7,6,5,7,6,1,4,7,7,7,7,5,7,7,7,7,3,2,7,7,7,7,4,4,4,7,2,7,7,4,2,7,7,7,5,7,5,5,4,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,4,2,2,4,4,2,1,3,3,1,10,3,48.19999695,16.36669922,-1,3,7,4,3,6,4,70,3,4,20,98,35,-7.53079,-4.49681,-1.96739,-0.292914,-1.503457061,-0.657774375,-0.09793245,-0.502663696,0,0,0,0,1
R_8qBz8lxfPg5ztPL,Default Response Set,Anonymous,,,2.242.161.228,0,08MAY16:10:24:00,08MAY16:10:32:00,1,402056,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,2,1,2,5,4,5,2,4,,6,6,3,5,7,4,3,5,6,5,5,6,5,5,6,5,7,5,4,7,5,5,6,5,4,6,4,3,4,6,3,2,3,5,3,3,4,5,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,1,1,2,1,2,2,3,5,5,6,5,6,6,1,1,1,1,1,1,2,1,4,4,2,7,2,49.65379333,11.03120422,-1,3,5,3,3,4,3,55,5,4,25,69,32,-2.10222,-0.420972,-1.4117,2.16659,-0.14074718,-0.471985771,0.72437462,-0.047057212,0,0,0,0,1
R_24sllYHUw4XWGCV,Default Response Set,Anonymous,,,37.201.225.21,0,08MAY16:10:49:00,08MAY16:10:59:00,1,402067,2,0,1,,0,0,0,0,,,0,0,1,3,2,2,1,1,2,5,5,5,3,4,,7,6,4,3,5,7,2,3,5,4,6,5,3,5,5,5,7,5,3,6,6,6,4,2,4,5,5,5,5,4,5,2,6,4,4,5,3,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,1,2,2,2,2,2,5,0,0,0,0,0,0,2,3,3,3,1,2,2,4,1,3,1,7,3,51,9,-1,5,6,5,5,5,6,66,3,4,22,81,24,-4.71161,1.07312,-0.00718134,1.84151,0.358785415,-0.002400999,0.615687835,0.119955805,0,0,0,0,1
R_1NfEfyFtmOAZEA5,Default Response Set,Anonymous,,,85.222.208.21,0,08MAY16:10:54:00,08MAY16:11:02:00,1,402069,2,0,1,,1,0,0,0,,,0,0,0,3,3,1,4,1,3,5,5,5,3,4,,5,7,4,4,7,6,2,2,5,6,6,6,3,5,6,6,7,4,3,7,6,6,7,2,4,6,6,2,6,4,6,2,5,5,6,4,3,6,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,3,3,1,10,4,53.32850647,9.862106323,-1,4,6,6,5,5,6,73,4,4,22,79,31,-5.03376,-4.20713,-3.43322,0.165716,-1.406605862,-1.147857893,0.055405252,-0.470282604,0,0,0,0,1
R_eR8N4SmRJGzBgjj,Default Response Set,Anonymous,,,80.110.111.20,0,08MAY16:11:23:00,08MAY16:11:35:00,1,800397,2,0,1,,1,0,0,0,,,0,0,0,3,3,1,2,1,3,5,5,5,3,2,,4,6,7,2,6,5,5,2,6,4,5,6,4,4,2,4,4,4,3,5,6,5,4,3,3,4,7,7,6,6,6,2,4,4,4,4,6,4,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,2,1,1,1,4,7,4,5,6,7,7,1,1,4,1,1,4,2,4,1,2,1,6,3,48.30000305,16.3500061,-1,6,3,6,4,5,5,59,4,5,18,80,27,-3.04317,-0.451436,-0.937439,1.34752,-0.15093247,-0.313422022,0.450527921,-0.050462547,0,0,0,0,1
R_czLDJkB8jqz3rLf,Default Response Set,Anonymous,,,109.47.0.195,0,08MAY16:11:37:00,08MAY16:11:50:00,1,402080,0,0,1,,0,0,0,0,,,0,0,1,4,3,2,3,2,3,5,5,5,4,4,,6,5,4,2,7,5,4,3,5,4,5,6,3,5,5,6,4,4,3,6,5,5,7,3,4,3,4,2,4,4,4,2,4,6,6,5,4,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,3,2,3,1,5,0,0,0,0,0,0,3,4,4,4,4,3,2,1,3,1,0,16,2,52.92080688,9.248001099,-1,6,4,5,5,5,5,61,3,4,19,70,30,-5.13534,-1.6826,-3.03007,0.784126,-0.562558091,-1.013069295,0.262163572,-0.188084872,0,0,0,0,1
R_3q6QfMuFQdL5mD3,Default Response Set,Anonymous,,,87.145.22.101,0,08MAY16:11:44:00,08MAY16:11:53:00,1,402086,2,0,1,,1,0,0,0,,,0,0,0,6,1,2,2,2,5,5,5,5,3,4,,5,7,4,3,7,6,3,3,5,6,5,6,3,6,6,6,6,5,3,5,6,6,4,3,3,6,4,3,6,1,3,2,6,6,4,3,4,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,2,1,3,1,2,5,0,0,0,0,0,0,6,6,6,6,6,6,2,1,3,1,0,31,4,50.55690002,9.643096924,-1,5,5,5,5,5,5,69,5,5,25,77,23,-2.3958,4.2205,-3.93916,-0.0271719,1.411075968,-1.317013153,-0.009084614,0.471777133,0,0,0,0,1
R_4HO20nCIW5Aehet,Default Response Set,Anonymous,,,87.171.224.21,0,08MAY16:10:11:00,08MAY16:12:11:00,1,402051,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,3,1,3,5,5,5,3,4,,5,4,4,4,6,4,3,4,4,5,4,3,4,4,5,5,7,4,4,5,5,5,5,4,4,5,5,3,4,4,4,2,5,4,5,4,3,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,2,1,1,3,3,3,3,5,0,0,0,0,0,0,3,3,3,3,4,3,2,1,4,1,0,18,5,48.86959839,8.670394897,-1,4,5,4,4,4,4,57,4,4,20,67,23,-5.16861,-1.61721,-3.11656,-0.613233,-0.540695692,-1.041986239,-0.205027449,-0.180775429,0,0,0,0,1
R_8BM7nf7mX9usafb,Default Response Set,Anonymous,,,93.236.165.16,0,08MAY16:12:13:00,08MAY16:12:19:00,1,402102,2,0,1,,0,0,0,1,,,1,0,0,4,1,2,1,1,3,5,5,5,3,4,,7,6,3,4,5,5,3,4,6,4,5,5,2,6,6,6,7,3,2,6,5,6,6,5,4,5,6,2,5,5,5,2,7,6,7,3,3,3,5,2,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,1,1,1,2,2,1,5,0,0,0,0,0,0,4,3,3,3,3,2,2,2,4,3,1,10,4,48.58900452,8.877807617,-1,4,5,4,6,6,3,65,5,4,20,81,27,-3.54086,-0.663569,-2.38942,1.30807,-0.221856716,-0.798875285,0.437338264,-0.074175259,0,0,0,0,1
R_5dpLh3Pt4qS9io5,Default Response Set,Anonymous,,,81.173.230.10,0,08MAY16:12:22:00,08MAY16:12:32:00,1,402106,2,0,1,,0,0,0,0,,,1,0,0,3,2,1,3,1,4,5,5,5,3,4,,7,7,2,3,2,3,2,6,5,6,6,7,5,6,6,7,6,5,3,4,7,6,7,6,4,5,6,1,6,5,5,2,7,6,4,5,4,6,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,3,2,3,3,3,3,1,5,0,0,0,0,0,0,3,4,4,5,5,5,1,4,1,2,1,7,3,50.93330383,6.949996948,-1,5,6,2,3,5,2,64,3,4,21,77,25,-0.743761,-1.04801,-1.25141,-1.31134,-0.350390173,-0.41839464,-0.438431551,-0.117148952,0,0,0,0,1
R_0kMauHQNCIrNAC9,Default Response Set,Anonymous,,,85.182.61.160,0,08MAY16:12:37:00,08MAY16:12:50:00,1,402118,2,0,1,,0,1,0,0,,,1,1,0,5,1,1,1,1,1,5,5,5,1,4,,7,7,4,2,7,6,2,3,7,7,7,6,1,7,5,7,7,7,3,6,6,7,4,7,1,3,7,1,5,7,3,2,7,6,5,3,3,6,3,6,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,2,1,1,1,2,5,0,0,0,0,0,0,3,5,2,5,5,3,2,1,6,4,3,21,2,52.51669312,13.3999939,-1,6,6,5,7,5,1,67,5,7,28,87,30,-1.79159,3.03443,-1.38494,0.782301,1.014527011,-0.46303887,0.261553404,0.339195518,0,0,0,0,1
R_3qGJk3hpLqCh5LD,Default Response Set,Anonymous,,,84.155.108.22,0,08MAY16:12:47:00,08MAY16:12:54:00,1,402128,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,1,1,1,5,5,5,3,4,,6,7,2,4,5,5,2,5,7,5,5,7,5,5,6,5,5,6,4,6,7,7,7,5,5,6,4,3,6,6,5,2,6,7,3,4,4,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,6,6,2,1,26,3,52.08329773,10.33329773,-1,4,6,3,3,4,3,61,4,3,23,78,31,-4.9004,0.67213,-3.58704,0.776626,0.224718988,-1.199285853,0.259656032,0.075132227,0,0,0,0,1
R_5haltXITmWSxTqR,Default Response Set,Anonymous,,,87.135.12.159,0,08MAY16:12:47:00,08MAY16:12:54:00,1,402130,2,0,1,,0,0,0,0,,,0,0,1,6,3,3,1,2,1,5,5,5,3,4,,7,7,5,2,5,6,1,3,6,7,7,2,3,7,7,7,7,5,4,5,5,6,5,4,2,6,3,5,7,1,6,2,5,6,3,2,3,7,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,3,1,1,2,3,1,1,5,0,0,0,0,0,0,1,1,2,1,2,1,1,1,4,2,1,33,2,51,9,-1,6,7,5,5,4,4,78,6,6,31,81,18,-2.61109,-1.54773,-2.254,0.557893,-0.517465847,-0.753599155,0.186525152,-0.173008796,0,0,0,0,1
R_1Yz3hxepqHd7eFn,Default Response Set,Anonymous,,,178.200.165.2,0,08MAY16:12:53:00,08MAY16:13:08:00,1,402135,2,0,1,,0,1,0,0,,,0,0,0,4,1,1,3,1,3,5,5,5,2,4,,7,7,5,5,7,2,3,1,5,5,7,7,5,5,6,6,7,6,3,6,7,7,7,2,2,7,7,1,5,5,5,2,7,5,7,1,5,6,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,3,2,3,1,1,1,5,0,0,0,0,0,0,2,2,2,2,1,2,1,1,3,2,1,18,3,51,9,-1,3,5,7,3,5,6,68,7,6,31,86,32,2.00101,1.148,-2.28755,-1.52386,0.383820688,-0.764816214,-0.509485185,0.128326063,0,0,0,0,1
R_9SkJuDtwNSZ7Y1L,Default Response Set,Anonymous,,,92.224.250.15,0,08MAY16:13:14:00,08MAY16:13:28:00,1,402145,2,0,1,,0,1,0,0,,,0,0,0,4,1,1,1,1,1,5,5,5,3,4,,5,6,4,5,4,5,2,3,7,5,5,6,3,6,6,6,7,7,2,5,6,6,4,4,4,4,7,3,5,5,6,2,5,5,6,3,5,4,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,1,1,2,1,2,4,7,7,7,7,7,7,2,2,2,2,3,2,2,1,5,2,1,14,2,52.51669312,13.3999939,-1,3,6,5,5,6,4,67,5,4,21,82,24,-5.65232,1.71579,-2.13018,1.34748,0.573654789,-0.712201352,0.450514547,0.191794926,0,0,0,0,1
R_577d4kzyvqZUSt7,Default Response Set,Anonymous,,,91.114.210.22,0,08MAY16:13:53:00,08MAY16:13:59:00,1,800405,2,0,1,,0,1,0,0,,1,0,0,0,5,2,1,1,1,3,5,5,5,2,2,,7,7,6,5,6,6,2,3,6,7,6,4,2,6,6,6,6,7,5,6,6,2,6,2,2,3,2,1,6,1,5,2,6,7,1,1,4,7,7,2,,,,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,3,3,3,1,2,3,1,3,7,7,7,7,7,7,2,2,3,3,3,4,1,1,5,3,2,23,4,48.19999695,16.3500061,-1,3,6,5,6,3,6,68,7,6,34,73,23,-3.10822,-1.20047,-4.11458,-1.31137,-0.401363433,-1.375662826,-0.438441581,-0.134191279,0,0,0,0,1
R_0iWy5WtOjZRRea9,Default Response Set,Anonymous,,,87.187.203.14,0,08MAY16:14:11:00,08MAY16:14:24:00,1,402160,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,1,5,5,5,1,4,,5,6,4,4,7,4,2,4,4,5,6,6,3,5,5,5,6,5,3,7,5,5,7,3,4,5,5,5,5,7,4,2,5,5,6,2,4,6,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,1,1,2,1,1,4,3,3,4,3,4,4,3,3,3,3,4,3,2,2,4,8,6,16,2,49.6499939,11.46670532,-1,4,6,4,5,5,5,63,6,4,26,75,34,-5.15466,0.744283,-1.9481,1.01289,0.24884252,-0.651324984,0.338648202,0.083197654,0,0,0,0,1
R_d5MtoDLzaOHRi1D,Default Response Set,Anonymous,,,91.34.9.166,0,08MAY16:14:48:00,08MAY16:14:58:00,1,402174,2,0,1,,0,1,0,0,,1,0,0,0,4,3,1,1,1,3,5,5,5,2,4,,5,6,3,2,7,5,3,5,7,2,6,6,5,5,5,6,6,6,4,6,5,5,7,4,2,6,7,1,6,6,6,2,4,6,6,2,2,6,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,2,2,3,6,5,1,1,4,3,1,13,2,50.52909851,8.724700928,-1,6,5,3,3,4,4,61,6,6,30,74,32,-3.77696,-4.96655,-3.2537,0.0277347,-1.660509265,-1.087837431,0.00927278,-0.555172306,0,0,0,0,1
R_d7rchsJcPoKzIpL,Default Response Set,Anonymous,,,95.90.236.121,0,08MAY16:14:39:00,08MAY16:15:03:00,1,402170,2,0,0,,0,0,0,0,,,0,0,1,4,3,1,1,1,1,5,5,5,3,4,,1,7,3,7,7,7,6,4,6,4,7,7,4,4,3,4,7,4,3,7,6,3,7,4,4,7,7,1,4,7,6,2,7,6,7,4,7,4,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,2,1,2,1,3,1,1,5,0,0,0,0,0,0,1,2,4,2,1,1,1,1,2,1,0,11,2,52.51669312,13.3999939,-1,1,2,4,4,5,4,52,4,4,17,82,35,-4.4207,2.15505,-2.63478,-0.0345235,0.720516352,-0.880908599,-0.011542538,0.240896413,0,0,0,0,1
R_1MJg6HVquNUapqR,Default Response Set,Anonymous,,,91.89.90.38,0,08MAY16:15:06:00,08MAY16:15:21:00,1,402184,2,0,1,1,0,1,0,0,1,1,0,0,0,4,2,1,1,1,1,5,5,5,1,4,,7,7,4,3,6,6,1,3,7,7,6,7,2,7,7,7,7,5,2,7,7,7,7,7,3,7,5,1,7,5,6,2,7,7,3,3,1,5,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,3,2,1,1,1,1,5,0,0,0,0,0,0,1,3,2,2,4,5,2,1,3,2,1,13,3,48.84089661,10.09309387,-1,5,7,5,6,6,1,78,5,5,27,82,32,0.928359,-0.199637,-2.28135,-0.480144,-0.066746351,-0.762743315,-0.160530662,-0.02231588,0,0,0,0,1
R_czK0ljZ36MhYSuF,Default Response Set,Anonymous,,,92.206.86.29,0,08MAY16:14:38:00,08MAY16:15:36:00,1,402169,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,2,5,5,5,3,4,,4,6,3,4,7,6,2,2,1,1,6,6,3,6,6,6,7,4,1,6,6,5,4,2,3,3,6,2,6,2,6,2,4,6,6,2,2,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,1,1,1,1,2,2,4,0,0,0,0,0,0,4,4,4,4,4,4,2,2,3,2,1,9,2,50.51060486,12.13000488,-1,4,6,6,5,7,6,68,6,5,23,70,25,-1.60575,-0.184012,-1.6956,1.90619,-0.06152231,-0.566904493,0.637312854,-0.020569282,0,0,0,0,1
R_0D20IP5rYWX92QJ,Default Response Set,Anonymous,,,95.90.208.74,0,08MAY16:15:42:00,08MAY16:16:06:00,1,402200,2,0,1,,0,1,0,0,,1,0,0,0,4,3,3,3,3,4,5,5,5,4,4,,4,6,4,2,7,4,3,5,4,4,5,4,4,4,5,4,3,3,2,3,3,4,2,3,4,4,4,5,3,3,2,2,2,3,5,4,4,4,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,2,1,2,3,1,1,2,7,6,7,6,6,6,2,3,2,3,2,3,1,1,3,1,0,12,2,51.31199646,12.30769348,-1,6,5,3,4,6,5,55,4,4,18,60,19,-5.11539,0.274144,0.306346,0.246254,0.091656915,0.102423286,0.082332212,0.030644443,0,0,0,0,1
R_b2EziwnKKYZN04R,Default Response Set,Anonymous,,,2.201.1.46,0,08MAY16:16:04:00,08MAY16:16:17:00,1,402207,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,2,2,5,5,5,2,4,,7,5,3,5,7,5,5,4,6,2,5,6,6,3,3,3,7,7,6,6,6,3,6,5,1,2,5,5,3,4,2,2,4,5,5,1,3,7,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,2,2,2,1,1,1,5,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,3,1,11,3,51.12019348,13.91540527,-1,3,3,4,2,2,3,35,7,7,35,74,29,-0.364699,0.981879,0.197572,0.305266,0.328280029,0.066055942,0.1020622,0.109756678,0,0,0,0,1
R_a5nfm0MZu9YimcB,Default Response Set,Anonymous,,,91.15.239.219,0,08MAY16:16:16:00,08MAY16:16:27:00,1,402213,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,1,5,3,5,1,4,,7,7,6,3,5,6,1,2,4,7,7,6,1,7,7,7,7,3,1,5,7,7,7,7,4,7,7,1,7,7,7,2,7,6,7,3,4,4,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,2,2,1,2,2,1,1,2,7,7,7,7,7,7,1,1,1,1,1,1,2,1,2,1,0,13,5,52.31669617,7.233306885,-1,5,7,6,7,7,1,82,5,4,17,90,30,-4.68214,0.142092,-0.0305714,0.803482,0.047506837,-0.010221198,0.268635029,0.015883368,0,0,0,0,1
R_6igYi2Af58nAtF3,Default Response Set,Anonymous,,,82.83.148.99,0,08MAY16:16:54:00,08MAY16:17:09:00,1,402228,2,0,1,,1,0,0,0,,,0,0,0,3,1,1,1,1,2,5,5,5,1,4,,6,7,4,4,6,7,0,2,3,6,7,7,3,7,3,6,7,6,1,7,7,4,4,6,5,3,7,2,7,4,6,2,7,7,1,2,5,2,2,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,3,2,1,3,1,3,5,0,0,0,0,0,0,3,3,4,3,4,3,2,3,1,2,2,5,1,53.55000305,10,-1,4,8,6,5,7,2,70,6,3,19,81,28,-3.37814,3.61607,-3.25155,-2.04441,1.208991702,-1.087118603,-0.683525132,0.404212566,0,0,0,0,1
R_2slqXCsIKF4rnyl,Default Response Set,Anonymous,,,78.42.229.225,0,08MAY16:16:54:00,08MAY16:17:10:00,1,402227,2,0,1,,0,1,0,0,,,0,0,0,4,3,1,1,1,1,5,5,5,2,4,,6,7,2,5,7,4,2,4,4,6,6,6,5,5,6,6,7,5,4,7,7,6,7,7,4,4,6,1,5,7,4,2,6,7,5,2,7,7,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,3,3,4,3,15,2,48.47340393,9.227005005,-1,3,6,4,3,4,1,57,6,4,28,81,34,-5.4935,-0.345179,-3.59724,1.04987,-0.115406656,-1.202696106,0.351012043,-0.038584897,0,0,0,0,1
R_eL5KcWlQWjRSr9r,Default Response Set,Anonymous,,,95.90.227.45,0,08MAY16:18:34:00,08MAY16:18:45:00,1,402242,2,0,1,,0,1,0,0,,,0,0,0,4,3,2,1,2,3,5,5,5,3,4,,6,7,4,1,3,7,1,1,7,7,7,4,1,7,7,7,7,1,1,4,7,7,6,1,7,7,7,1,7,1,7,2,7,7,7,2,7,1,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,5,1,1,3,4,1,20,3,53.06350708,8.55569458,-1,7,7,7,7,7,7,91,6,1,14,95,18,-3.7532,-2.54962,-2.98294,0.0347891,-0.852436325,-0.997311918,0.011631338,-0.285002349,0,0,0,0,1
R_0cv0cY7ohUia5yl,Default Response Set,Anonymous,,,91.58.88.13,0,08MAY16:19:53:00,08MAY16:20:04:00,1,402249,2,0,1,,0,0,0,0,,,0,0,1,3,1,2,3,1,3,5,5,5,1,4,,6,7,6,3,7,6,2,4,5,5,6,6,3,5,7,5,7,6,3,7,5,7,7,1,2,5,7,1,6,4,5,2,7,7,6,3,6,7,4,2,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,1,2,2,6,7,7,7,7,7,2,3,2,1,5,4,2,4,4,4,2,5,3,54.39729309,10.15049744,-1,5,6,4,5,5,7,70,5,6,28,89,31,-3.89338,3.01271,1.6398,0.710073,1.007265177,0.5482484,0.237404797,0.336767607,0,0,0,0,1
R_4SDBplYSRdsvlvT,Default Response Set,Anonymous,,,193.186.225.2,0,09MAY16:01:26:00,09MAY16:01:33:00,1,800418,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,3,1,2,5,5,3,3,2,,7,6,6,2,6,6,2,2,6,4,7,6,3,4,4,6,6,5,2,6,6,6,7,2,2,5,4,2,6,3,5,2,6,5,3,2,3,5,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,2,3,2,4,4,1,1,4,2,1,24,5,47.1157074,15.59010315,-1,6,6,6,5,6,6,69,6,6,28,79,28,-4.98644,0.593409,-2.26553,0.913038,0.198399521,-0.757454079,0.305263827,0.066332614,0,0,0,0,1
R_237qLia7BXDEs61,Default Response Set,Anonymous,,,91.21.18.118,0,09MAY16:01:22:00,09MAY16:01:45:00,1,402257,2,0,1,,0,1,0,0,,,0,0,0,2,2,1,3,1,1,5,5,5,3,4,,6,7,7,5,6,6,2,6,4,1,6,7,3,5,5,5,6,4,6,7,6,3,7,4,7,2,6,2,5,5,2,2,7,6,6,6,5,5,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,2,1,2,5,0,0,0,0,0,0,4,3,3,4,2,1,2,1,3,3,1,5,2,50.61480713,8.783004761,-1,3,6,2,5,2,4,47,2,1,15,83,32,-5.20297,1.43932,-2.45487,1.43885,0.481220202,-0.820757745,0.481063063,0.160890478,0,0,0,0,1
R_6DQJlC75P1XCVF3,Default Response Set,Anonymous,,,213.69.204.20,0,09MAY16:02:21:00,09MAY16:02:28:00,1,402266,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,2,2,5,5,5,3,4,,6,6,7,2,7,7,4,2,0,5,6,6,4,4,4,4,7,3,4,7,7,6,7,4,4,4,7,7,6,1,6,2,6,7,7,5,6,2,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,2,2,1,1,2,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,2,1,0,12,4,50.11669922,8.683303833,-1,6,4,6,4,4,4,61,3,4,16,92,28,-3.26475,2.09928,-0.118144,1.10194,0.70187029,-0.039500097,0.368421053,0.234662315,0,0,0,0,1
R_7U92H7JcBztCVJH,Default Response Set,Anonymous,,,95.91.232.254,0,09MAY16:02:37:00,09MAY16:02:52:00,1,402270,2,0,1,,1,0,0,0,,,0,0,0,3,2,1,1,2,1,5,5,5,3,4,,6,7,6,2,7,6,2,5,6,6,6,6,3,5,5,5,4,5,2,6,6,6,5,3,2,6,6,5,6,1,4,2,6,5,6,2,5,6,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,1,3,2,2,3,2,4,1,1,0,7,3,48.36729431,10.8921051,-1,6,6,3,5,6,5,68,6,6,27,86,25,-5.01146,0.531587,-3.77875,0.616202,0.177730042,-1.263381902,0.2060201,0.059422009,0,0,0,0,1
R_d1iF5nBgBRGd1DD,Default Response Set,Anonymous,,,85.181.225.21,0,09MAY16:03:02:00,09MAY16:03:15:00,1,402277,2,0,1,,1,0,0,0,,,0,0,0,3,1,1,1,1,1,5,5,5,1,4,,6,6,5,3,7,6,3,4,6,5,4,5,4,4,5,4,7,5,3,7,5,6,7,4,3,5,6,2,4,7,5,2,6,6,4,4,4,5,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,2,2,3,2,2,4,6,5,5,5,5,5,2,2,2,3,3,2,2,4,1,1,0,8,3,51.95970154,7.631393433,-1,5,5,4,4,5,4,59,4,5,23,79,33,-4.64573,1.29914,0.108016,1.10761,0.43435262,0.036113916,0.370316752,0.145220837,0,0,0,0,1
R_2uvrGYueN4p140t,Default Response Set,Anonymous,,,145.253.151.2,0,09MAY16:03:26:00,09MAY16:03:33:00,1,402286,2,0,1,,0,0,0,0,,,0,0,1,4,3,4,4,3,5,5,5,5,4,4,,5,5,3,4,5,3,4,5,4,5,5,5,5,5,5,5,5,5,3,6,5,5,3,5,3,5,3,3,5,1,4,2,5,5,3,5,3,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,2,1,1,1,2,1,2,5,0,0,0,0,0,0,3,3,3,3,3,3,2,1,3,1,0,13,3,51,9,-1,4,4,3,3,5,3,56,3,5,23,62,20,-4.97164,0.358104,-3.37375,0.84003,0.119727982,-1.127974777,0.280854436,0.040029683,0,0,0,0,1
