V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_pub,WTP_seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_0pmxJfqwf5psBJH,Default Response Set,Anonymous,,,84.156.68.217,0,08MAY16:08:51:00,08MAY16:09:00:00,1,402023,1,1,1,,0,0,0,0,,,0,0,1,8,2,1,1,1,1,5,5,5,3,4,,7,7,7,2,6,7,1,1,4,7,7,4,1,7,7,7,7,4,7,7,1,6,6,7,3,6,6,1,7,4,7,2,7,7,7,2,7,7,6,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,2,3,1,3,6,6,6,6,6,6,1,1,2,2,2,1,2,2,5,2,1,51,2,53.55000305,10,-1,6,7,7,7,1,1,77,6,5,28,88,27,-7.34448,-2.06981,-5.13767,0.799453,-2.570390643,-0.724383518,-1.798060434,0.279789245,1,0,0,0,0
R_2slMt27VpEAqG2x,Default Response Set,Anonymous,,,95.91.203.248,0,08MAY16:09:29:00,08MAY16:09:35:00,1,402033,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,3,1,3,5,5,5,3,4,,6,5,3,4,6,3,3,3,3,3,5,3,3,5,7,7,5,5,3,6,4,4,4,4,4,6,3,3,5,2,6,2,6,6,2,6,2,6,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,2,1,0,9,2,49.29469299,7.249404907,-1,4,5,5,5,5,4,67,2,4,23,60,21,-5.13796,-4.04112,-3.97849,-0.103165,-1.798161927,-1.414294414,-1.392375426,-0.036105259,1,0,0,0,0
R_6rmyX83diL63gnX,Default Response Set,Anonymous,,,88.130.115.24,0,08MAY16:09:43:00,08MAY16:09:52:00,1,402038,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,2,5,5,5,3,4,,4,7,5,4,7,6,3,4,3,6,5,7,4,7,3,3,5,4,3,7,7,7,6,3,3,3,7,1,5,7,7,2,6,5,3,5,4,5,1,2,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,2,6,6,6,7,7,6,2,3,3,2,2,2,2,4,5,3,1,5,3,51.18330383,7.255599976,-1,4,5,4,4,5,5,61,3,5,18,75,34,-5.75665,-5.05146,-4.16036,0.262392,-2.014688486,-1.767889016,-1.456025534,0.091830864,1,0,0,0,0
R_54hAezmbMr581OB,Default Response Set,Anonymous,,,94.223.12.3,0,08MAY16:09:49:00,08MAY16:10:06:00,1,402047,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,1,2,3,5,5,5,3,4,,3,5,2,6,7,3,4,4,6,5,5,6,6,4,4,5,6,6,5,6,5,5,7,6,3,4,3,1,4,5,4,2,4,6,3,2,1,7,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,3,2,38,2,52.51669312,13.3999939,-1,2,4,4,2,3,2,47,6,5,30,58,31,-2.41045,-1.07386,-2.93699,1.84233,-0.843599292,-0.375825068,-1.027875577,0.644771011,1,0,0,0,0
R_b3B7A0ko1srq37n,Default Response Set,Anonymous,,,79.243.241.83,0,08MAY16:08:24:00,08MAY16:10:28:00,1,402005,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,5,5,5,5,1,4,,4,3,3,3,6,3,3,3,2,5,3,5,3,5,5,5,6,5,3,6,5,3,6,4,3,5,2,2,5,3,5,2,3,6,4,2,3,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,2,2,2,4,4,2,3,5,3,2,19,2,49.82899475,8.833999634,-1,5,5,5,5,5,4,64,6,5,26,52,26,-5.76362,0.843887,-1.99438,1.01334,-2.017127818,0.295340072,-0.697984839,0.35464453,1,0,0,0,0
R_0NWBn3mnh8MuVbn,Default Response Set,Anonymous,,,77.177.171.15,0,08MAY16:10:22:00,08MAY16:10:34:00,1,402055,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,1,1,4,5,5,5,3,4,,7,5,3,2,6,2,2,1,5,5,3,5,5,6,6,5,6,5,4,6,4,5,6,2,2,7,4,1,7,4,7,2,4,6,3,6,2,6,7,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,7,7,4,7,6,7,4,1,4,4,4,4,1,1,5,5,3,20,2,50.14250183,8.692993164,-1,6,6,7,3,4,6,75,2,6,26,60,27,-5.62307,-4.27715,-4.88705,0.134963,-1.967938712,-1.496899214,-1.710349486,0.047233791,1,0,0,0,0
R_dceftbBqTuOhvKZ,Default Response Set,Anonymous,,,91.36.67.141,0,08MAY16:10:51:00,08MAY16:10:58:00,1,402068,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,2,2,3,5,5,5,3,4,,6,6,2,4,5,7,5,5,6,6,6,5,2,6,6,6,5,5,1,5,6,5,5,6,3,6,6,7,5,4,5,2,5,6,6,4,5,5,4,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,1,2,3,3,3,2,2,2,2,3,2,2,2,2,2,1,1,5,3,2,30,4,50.42779541,10.30270386,-1,4,3,3,6,7,2,65,4,5,23,84,24,-1.65054,0.631629,-2.75377,1.4961,-0.577649142,0.221054897,-0.963753001,0.523598872,1,0,0,0,0
R_eYaUYq3JwTnfr5X,Default Response Set,Anonymous,,,79.252.67.234,0,08MAY16:11:14:00,08MAY16:11:25:00,1,402073,2,0,1,,0,1,0,0,,,0,0,0,4,1,1,1,1,1,5,5,5,1,4,,5,5,3,4,7,5,4,5,4,2,4,5,5,4,4,4,6,5,6,7,5,4,6,4,2,4,2,3,4,6,3,2,4,4,4,2,4,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,2,1,1,5,0,0,0,0,0,0,2,3,4,3,3,3,2,2,2,4,3,14,2,50.93260193,11.58680725,-1,4,4,3,3,2,4,45,6,6,27,62,31,-6.42208,1.94189,-2.38443,-0.163988,-2.247572917,0.679614607,-0.83449292,-0.05739184,1,0,0,0,0
R_d6yNZ8RKX7hxBwV,Default Response Set,Anonymous,,,93.200.142.1,0,08MAY16:11:27:00,08MAY16:11:31:00,1,402076,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,2,1,5,5,5,5,5,4,,6,6,3,2,6,3,3,6,3,3,4,3,3,7,6,1,4,2,6,6,6,6,6,4,2,5,6,5,5,1,4,2,4,7,5,5,4,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,2,3,2,2,5,0,0,0,0,0,0,4,3,2,3,2,3,1,1,3,2,1,11,2,47.86950684,11.46870422,-1,6,5,2,5,2,4,55,3,6,21,72,22,-5.52708,-0.145535,-0.273808,0.977806,-1.93434453,-0.050933736,-0.095826188,0.342208488,1,0,0,0,0
R_06TOidgDPGzKfit,Default Response Set,Anonymous,,,85.216.75.172,0,08MAY16:11:45:00,08MAY16:11:52:00,1,402088,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,1,5,5,5,2,4,,5,5,3,1,7,3,1,2,3,7,3,7,2,7,7,7,6,7,1,7,5,5,5,7,3,7,3,2,7,7,6,2,3,4,3,1,1,6,7,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,1,1,6,7,6,7,7,7,2,2,1,2,2,2,1,1,5,2,1,23,3,48.8901062,9.174606323,-1,7,7,6,6,7,1,82,7,5,32,54,33,-6.71675,-1.7304,0.330522,1.23947,-2.350700302,-0.605598214,0.115674718,0.433784569,1,0,0,0,0
R_37MlpleUUK49Qqx,Default Response Set,Anonymous,,,46.5.253.81,0,08MAY16:12:07:00,08MAY16:12:16:00,1,402100,2,0,1,,1,1,0,0,,,0,0,0,3,2,1,1,2,3,5,5,5,3,4,,7,7,6,5,6,7,2,4,7,3,7,7,6,4,5,5,7,3,2,7,7,4,6,6,4,6,7,3,3,5,3,2,7,6,5,3,6,4,2,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,2,2,1,5,0,0,0,0,0,0,2,1,4,3,2,4,2,4,1,3,1,5,3,48.417099,9.963500977,-1,3,6,4,2,6,2,52,5,4,18,93,31,-5.94181,-2.3301,-3.51484,1.03139,-2.079490015,-0.815478732,-1.230109122,0.360961594,1,0,0,0,0
R_4Mmq0CFhtf66kW9,Default Response Set,Anonymous,,,37.201.229.84,0,08MAY16:12:09:00,08MAY16:12:18:00,1,402101,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,3,5,5,5,3,4,,7,7,7,3,6,7,1,2,6,7,6,4,4,6,6,6,7,3,2,6,6,7,6,2,5,6,7,4,7,5,7,2,5,7,6,2,7,6,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,3,2,3,1,3,7,7,7,7,7,7,4,4,4,5,5,6,1,1,6,2,1,18,5,51,9,-1,5,7,6,4,6,6,79,6,3,23,96,27,-6.27796,-2.74448,-2.81779,0.100594,-2.197134398,-0.960501725,-0.986158455,0.035205471,1,0,0,0,0
R_aWAfCyz1P6Qb2VT,Default Response Set,Anonymous,,,92.195.125.23,0,08MAY16:12:25:00,08MAY16:12:32:00,1,402108,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,1,5,5,5,3,4,,5,5,5,4,6,3,3,3,4,5,5,5,3,6,6,6,5,5,2,5,5,5,5,4,5,6,5,5,5,4,5,2,5,5,4,4,3,5,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,2,1,1,1,5,0,0,0,0,0,0,3,2,4,2,4,3,2,2,2,1,0,10,2,52.54660034,13.41459656,-1,4,5,5,5,6,4,68,4,3,23,69,25,-0.77032,-1.22293,-0.766546,0.377755,-0.269593398,-0.427995968,-0.268272589,0.132205128,1,0,0,0,0
R_brXxDliujAnZBJP,Default Response Set,Anonymous,,,178.7.217.239,0,08MAY16:12:34:00,08MAY16:12:39:00,1,402116,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,1,5,5,5,2,4,,6,7,5,6,7,5,4,5,4,4,4,4,4,7,7,7,7,4,6,7,6,6,6,6,6,5,3,3,7,5,5,2,6,5,3,5,3,5,5,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,3,1,0,16,2,48.47340393,9.227005005,-1,2,4,3,4,2,2,59,3,2,19,73,29,-2.42826,-1.06077,-2.39079,2.1104,-0.849832362,-0.371243884,-0.836718766,0.738589037,1,0,0,0,0
R_8d1M5aX9Db2qD2J,Default Response Set,Anonymous,,,87.79.115.77,0,08MAY16:12:47:00,08MAY16:12:55:00,1,402129,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,1,1,1,5,5,5,1,4,,7,7,3,4,7,4,2,1,6,6,6,7,4,5,6,7,6,6,2,7,7,7,7,4,4,6,5,1,5,7,6,2,5,6,6,1,4,6,7,6,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,2,2,1,1,5,0,0,0,0,0,0,3,4,2,4,4,4,2,3,4,3,2,27,3,50.93330383,6.949996948,-1,4,6,7,4,6,4,72,7,4,30,80,35,-7.69894,-1.18777,-2.82965,1.17675,-2.694443083,-0.415690817,-0.990309169,0.411834083,1,0,0,0,0
R_eDwf8Lkd8hB37Ip,Default Response Set,Anonymous,,,78.50.131.252,0,08MAY16:12:50:00,08MAY16:12:58:00,1,402133,2,0,1,,0,0,0,0,,,0,0,1,5,3,2,3,3,3,5,5,5,5,4,,4,5,3,4,6,5,3,4,5,5,4,5,4,5,4,4,4,5,4,6,4,5,5,4,3,5,3,5,5,6,5,2,5,5,4,2,3,6,5,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,2,7,6,6,6,6,6,3,3,3,2,3,3,1,1,3,1,0,24,3,48.1499939,11.58329773,-1,4,5,4,4,4,4,58,6,5,27,64,28,-5.15899,-0.255924,0.124661,0.794884,-1.805521919,-0.08956722,0.04362834,0.278190205,1,0,0,0,0
R_00ypOegrtKDTRAN,Default Response Set,Anonymous,,,188.97.125.18,0,08MAY16:12:59:00,08MAY16:13:10:00,1,402139,2,0,1,,0,0,0,0,,,0,0,1,8,3,1,3,1,4,5,5,5,2,4,,6,6,4,3,7,6,3,3,6,6,6,2,3,6,6,6,5,4,2,6,6,6,7,5,4,5,5,3,5,4,6,2,6,6,6,3,3,5,5,4,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,2,1,2,3,4,5,4,5,4,5,4,3,4,4,4,3,2,5,2,1,0,55,4,52.3500061,14.55000305,-1,5,5,5,5,6,3,69,5,4,23,80,26,-5.91036,3.07702,-3.60283,-0.126925,-2.068483275,1.076882695,-1.260903498,-0.044420685,1,0,0,0,0
R_3w4JxYppJk5AfjL,Default Response Set,Anonymous,,,217.83.250.78,0,08MAY16:13:11:00,08MAY16:13:21:00,1,402143,2,0,1,,1,0,0,0,,,0,0,0,4,2,3,1,1,4,5,5,5,3,4,,5,5,4,2,3,5,2,3,4,5,5,5,3,5,5,5,7,4,2,7,5,4,4,2,4,5,6,3,5,4,5,2,5,4,6,3,4,3,2,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,3,1,1,4,5,5,5,5,5,5,3,4,3,4,3,3,2,1,2,2,1,11,4,52.06669617,7.350006104,-1,6,6,5,5,6,6,69,5,4,18,72,23,-7.22506,-0.529269,-1.30917,0.902275,-2.528596527,-0.185231369,-0.458177886,0.315774462,1,0,0,0,0
R_0GOio3WvosYh2tL,Default Response Set,Anonymous,,,87.185.141.31,0,08MAY16:13:20:00,08MAY16:14:05:00,1,402150,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,2,2,2,5,5,5,3,4,,4,6,6,4,4,6,3,4,4,5,6,4,4,4,4,4,6,4,4,4,5,5,4,3,4,4,6,3,4,4,5,2,4,4,6,3,4,4,4,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,4,4,4,4,4,4,3,3,3,3,3,4,2,4,3,2,1,9,4,52.51669312,13.3999939,-1,4,5,4,4,4,5,56,5,4,21,75,20,-5.15684,-4.07248,-3.41431,0.0827121,-1.804769471,-1.425269656,-1.19492605,0.028947238,1,0,0,0,0
R_eqZPKhGqVWorvlX,Default Response Set,Anonymous,,,95.90.221.68,0,08MAY16:14:04:00,08MAY16:14:11:00,1,402159,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,3,5,5,5,3,4,,5,5,3,4,6,4,3,5,5,4,5,7,5,5,4,5,6,5,4,6,5,5,7,5,4,4,3,3,4,6,4,2,5,5,4,3,3,5,5,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,5,0,0,0,0,0,0,4,3,3,3,3,5,2,2,3,3,2,13,2,49.40919495,11.09199524,-1,4,5,3,3,4,3,52,5,4,24,66,32,-2.44227,2.39414,0.450657,1.2336,-0.854735523,0.837891186,0.157719067,0.431730211,1,0,0,0,0
R_0kaSVlTewgMyuxf,Default Response Set,Anonymous,,,193.80.230.69,0,08MAY16:08:46:00,08MAY16:14:43:00,1,800393,2,0,1,,0,0,0,1,,,0,0,1,3,2,3,1,1,3,5,5,5,3,2,,7,4,3,0,2,6,1,2,7,6,7,5,4,3,2,7,5,4,3,5,6,4,7,5,5,6,6,3,4,2,7,2,7,3,3,7,3,6,5,2,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,1,3,2,1,1,2,6,7,7,7,7,7,4,2,3,2,2,2,2,4,1,3,1,6,3,47.1157074,15.59010315,-1,8,7,6,4,5,3,68,1,3,19,74,21,-4.75861,-2.03419,-0.963964,-0.262695,-1.665398587,-0.711917378,-0.337364122,-0.091936906,1,0,0,0,0
R_dnYV62nlHN7oWIl,Default Response Set,Anonymous,,,91.128.226.42,0,08MAY16:15:09:00,08MAY16:15:18:00,1,800407,2,0,1,,0,0,0,0,,,0,1,0,4,1,1,2,1,1,5,5,5,3,2,,6,6,3,3,7,4,4,6,6,6,5,6,3,6,6,6,7,6,4,7,6,6,6,4,2,6,3,2,6,7,6,2,6,6,3,2,2,6,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,2,5,0,0,0,0,0,0,2,2,2,4,2,4,2,1,4,2,1,14,3,48.33329773,14.18330383,-1,5,4,2,5,4,4,66,6,6,30,71,33,-7.63548,1.12444,-5.49849,1.81471,-2.672233616,0.393526847,-1.924338721,0.635104678,1,0,0,0,0
R_bpcx1hzza6LhIJT,Default Response Set,Anonymous,,,79.253.160.12,0,08MAY16:15:19:00,08MAY16:15:26:00,1,402190,2,0,1,,0,0,0,0,,,0,0,1,2,2,2,2,1,4,5,5,5,3,4,,4,7,4,2,5,7,2,2,6,4,7,3,3,4,4,6,4,5,1,6,6,6,6,2,2,5,3,6,7,5,6,2,6,5,5,3,3,4,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1,1,2,2,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,4,2,4,2,4,3,51.48330688,7.216705322,-1,6,6,6,5,7,6,72,5,6,26,79,25,-6.93923,-3.02322,-2.36929,0.866008,-2.428562929,-1.058053994,-0.829194286,0.303081887,1,0,0,0,0
R_6ikqQPV5i454evb,Default Response Set,Anonymous,,,94.219.36.205,0,08MAY16:15:38:00,08MAY16:15:51:00,1,402196,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,2,3,2,5,5,5,4,4,,5,7,6,4,7,6,2,3,6,1,5,4,6,5,5,5,7,4,5,6,2,7,7,3,3,5,7,3,6,2,6,2,7,7,7,3,3,5,2,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,1,2,1,1,3,5,6,7,7,7,7,3,2,3,2,3,3,2,4,1,1,0,7,3,49.96609497,8.266296387,-1,4,6,5,2,3,5,58,5,5,21,85,26,-5.93781,0.81334,-0.804458,-0.430986,-2.078090112,0.284649359,-0.281540874,-0.150834692,1,0,0,0,0
R_6gOEXwgssGvLAzP,Default Response Set,Anonymous,,,92.208.25.151,0,08MAY16:15:25:00,08MAY16:16:03:00,1,402193,2,0,1,,0,0,0,0,,,0,0,1,2,2,1,3,2,5,5,5,5,3,4,,7,6,6,3,3,5,1,3,7,6,7,4,5,6,6,6,6,5,2,5,7,6,5,2,2,6,6,2,7,4,6,2,7,7,6,2,6,6,3,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,2,1,5,0,0,0,0,0,0,2,1,2,2,2,2,2,1,3,5,3,4,3,52.51669312,13.3999939,-1,5,7,5,3,6,6,75,6,6,26,91,21,-3.81657,-1.34557,0.900107,1.12425,-1.335707336,-0.470917007,0.315015714,0.393460351,1,0,0,0,0
R_bxSTP1sEmfsKIEB,Default Response Set,Anonymous,,,79.242.133.20,0,08MAY16:16:01:00,08MAY16:16:08:00,1,402206,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,3,1,3,5,5,5,0,4,,7,7,6,2,6,7,2,2,6,6,7,5,3,5,6,6,7,3,2,6,7,6,6,3,3,6,6,3,6,5,6,2,7,6,7,2,6,6,4,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,2,3,3,3,3,3,2,1,4,3,2,14,5,51.04519653,13.69960022,-1,6,6,6,5,6,5,75,6,5,24,95,28,-6.32351,-2.99465,-4.62806,0.398321,-2.213075798,-1.048055184,-1.61970924,0.139402731,1,0,0,0,0
R_3zbPcquX9a3rXrD,Default Response Set,Anonymous,,,79.237.128.11,0,08MAY16:16:27:00,08MAY16:16:38:00,1,402219,2,0,1,,0,1,0,0,,,0,0,0,4,3,1,1,1,3,5,5,5,3,4,,6,7,7,5,6,6,1,4,5,6,7,7,2,7,7,7,7,7,4,7,7,7,4,2,3,7,7,2,7,5,5,2,6,7,7,2,4,5,6,6,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,1,2,1,1,5,0,0,0,0,0,0,3,3,3,3,4,4,2,2,5,3,2,18,2,48.54550171,13.2183075,-1,3,7,4,6,4,6,76,6,5,29,92,29,-5.10475,0.484644,-4.50926,0.0332775,-1.786539229,0.169613697,-1.578132109,0.011646321,1,0,0,0,0
R_3wReNvgnwxlu7iZ,Default Response Set,Anonymous,,,81.217.40.182,0,08MAY16:16:58:00,08MAY16:17:09:00,1,800412,2,0,1,,0,0,0,0,,,1,0,0,2,2,1,3,1,3,5,5,5,3,2,,7,7,7,1,7,1,1,5,5,5,6,3,7,5,6,6,7,1,5,6,7,7,7,4,5,7,7,1,5,7,7,2,7,7,7,7,1,5,4,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,1,1,1,1,1,3,3,2,4,4,2,4,2,2,1,4,2,3,1,3,2,48.11940002,16.26609802,-1,7,7,3,1,3,4,66,1,3,14,84,30,-0.803756,-0.232085,-2.39518,0.353522,-0.281295191,-0.081224146,-0.83825516,0.123724163,1,0,0,0,0
R_efIkuoP07Dtd20B,Default Response Set,Anonymous,,,217.239.30.23,0,08MAY16:16:56:00,08MAY16:17:09:00,1,402229,2,0,1,,0,1,0,0,,,0,0,0,4,1,4,1,1,3,5,5,5,2,4,,6,7,6,3,7,5,3,3,3,4,6,6,5,6,5,5,7,4,3,7,6,7,7,5,4,5,6,1,5,5,5,2,5,5,6,3,6,4,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,3,5,0,0,0,0,0,0,4,5,5,6,5,4,2,4,2,2,2,16,3,53.10940552,8.781402588,-1,5,5,5,3,5,3,61,5,4,22,82,32,-6.38964,-5.40618,-3.40125,-0.399322,-2.236219701,-1.89203245,-1.190355365,-0.139753057,1,0,0,0,0
R_9BwXRumoEg66A73,Default Response Set,Anonymous,,,84.171.114.46,0,08MAY16:18:39:00,08MAY16:18:48:00,1,402244,2,0,1,1,0,1,0,0,,,0,0,0,4,3,1,2,2,4,5,5,5,5,4,,5,6,5,3,4,4,2,3,5,6,5,6,3,5,2,6,7,5,4,5,6,6,5,3,4,6,5,3,5,2,6,2,6,5,5,5,5,4,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,3,3,4,4,3,2,2,1,3,1,0,17,2,48.22219849,9.877304077,-1,5,6,5,5,4,5,66,3,4,21,78,22,-1.16104,-0.142352,-1.37849,1.28344,-0.406335963,-0.049819762,-0.482438212,0.449173007,1,0,0,0,0
R_0I1g8o5GuhW6f9X,Default Response Set,Anonymous,,,88.78.104.139,0,08MAY16:20:26:00,08MAY16:20:38:00,1,402250,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,4,2,1,5,5,5,1,4,,5,6,4,3,7,5,3,3,5,5,5,5,4,5,4,5,7,4,3,7,7,6,7,3,4,4,4,3,5,6,6,2,5,5,4,3,4,4,4,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,4,6,5,7,5,5,6,3,4,5,4,5,4,2,1,1,1,0,8,2,51.43330383,6.75,-1,5,5,5,4,5,5,63,5,4,21,75,32,-6.92668,-0.665259,-1.80177,1.32016,-2.424170732,-0.232824585,-0.63057599,0.46202412,1,0,0,0,0
R_3dTF8fZn1x4LHql,Default Response Set,Anonymous,,,80.153.136.21,0,09MAY16:01:23:00,09MAY16:01:29:00,1,402258,2,0,1,,0,0,0,0,,,0,0,1,3,4,1,1,1,2,5,5,5,2,4,,4,5,4,3,5,5,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,5,3,5,2,5,4,5,3,5,5,5,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,1,3,3,5,6,5,5,6,5,3,4,3,3,4,4,2,1,6,4,2,6,3,51,9,-1,5,5,5,3,3,3,58,5,4,23,70,23,-5.18912,-0.765577,-2.07139,0.188154,-1.816066691,-0.267933463,-0.724936479,0.065849356,1,0,0,0,0
R_6GyiQdF78rELcJT,Default Response Set,Anonymous,,,87.145.6.58,0,09MAY16:01:31:00,09MAY16:01:45:00,1,402261,2,0,1,,0,0,0,0,,,0,0,1,3,4,2,1,2,5,5,5,5,5,4,,5,7,6,2,5,4,1,3,6,6,7,5,1,7,7,7,7,6,2,3,6,6,2,2,2,5,6,3,5,1,7,2,7,4,4,2,5,6,6,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,3,1,1,1,5,0,0,0,0,0,0,2,2,3,2,4,3,1,1,2,1,0,8,2,50.55180359,9.683303833,-1,6,7,5,7,6,6,81,6,6,30,83,16,-1.38299,-1.39339,-0.272439,-0.0071724,-0.484013103,-0.487652852,-0.095347071,-0.002510167,1,0,0,0,0
R_2gbU280Bm5VQ6kR,Default Response Set,Anonymous,,,62.8.240.4,0,09MAY16:02:29:00,09MAY16:02:36:00,1,402268,2,0,1,,0,0,0,0,,1,0,0,0,4,4,1,3,1,5,5,5,5,5,4,,4,6,2,3,7,2,3,5,6,5,5,5,3,5,6,6,7,4,1,6,5,6,4,1,2,6,6,2,6,1,6,2,4,5,6,4,6,2,2,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,4,1,0,17,2,53.58859253,10.04829407,-1,5,5,3,5,7,7,72,4,6,18,72,23,-6.1759,-2.75546,-4.24258,0.267491,-2.161415862,-0.96434446,-1.484800549,0.093615391,1,0,0,0,0
