V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_7Qbg30L4cLC05bT,Default Response Set,Anonymous,,,94.216.215.5,0,08MAY16:06:34:00,08MAY16:08:02:00,1,401948,2,0,1,,0,0,0,0,,,0,0,1,4,2,3,3,3,3,5,5,5,3,4,,6,6,4,3,7,6,4,4,7,3,6,5,4,5,5,4,7,4,2,6,6,5,7,3,3,5,5,3,6,1,6,2,5,7,5,2,5,5,5,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,3,3,4,3,3,4,2,4,1,2,1,13,3,48.1499939,11.58329773,-1,5,4,4,4,6,5,62,6,5,25,83,26,-5.99157,-2.20827,-3.58894,-1.95316,-1.929515461,-0.71114768,-1.155776402,-0.628992471,0,1,0,0,0
R_dmdHzNorYX9vni5,Default Response Set,Anonymous,,,176.198.192.4,0,08MAY16:08:38:00,08MAY16:08:47:00,1,402011,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,3,3,2,5,5,5,3,4,,4,6,4,6,5,4,2,6,5,5,6,6,5,6,6,6,6,5,3,6,6,6,3,6,4,6,4,2,6,5,6,2,6,6,4,4,4,5,5,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,1,2,5,0,0,0,0,0,0,4,4,2,2,2,3,2,1,2,1,0,18,1,51,9,-1,2,6,2,3,5,2,61,4,4,23,73,25,-2.0587,3.57878,-3.43142,1.29772,-0.662980401,1.152504492,-1.105048918,0.417915639,0,1,0,0,0
R_1ZVvwVvFKuoJuzH,Default Response Set,Anonymous,,,95.90.201.102,0,08MAY16:08:40:00,08MAY16:08:49:00,1,402013,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,2,2,2,5,5,5,2,4,,7,7,4,3,6,7,2,1,7,5,2,5,3,5,5,4,7,6,2,2,6,6,6,3,4,4,6,2,6,6,5,2,6,7,5,1,4,6,7,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,5,0,0,0,0,0,0,2,2,4,3,3,2,2,1,3,2,1,7,3,53.08410645,8.827102661,-1,5,6,7,5,6,5,68,7,4,30,83,25,-5.93543,-1.82116,-2.29692,1.48302,-1.911436227,-0.586483405,-0.739696382,0.47758935,0,1,0,0,0
R_7OJesOpSzmNN9s1,Default Response Set,Anonymous,,,87.159.184.6,0,08MAY16:08:49:00,08MAY16:09:09:00,1,402021,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,3,1,3,5,5,5,2,4,,4,6,3,4,5,5,3,4,4,4,7,7,6,4,4,5,7,6,5,6,7,7,6,5,1,4,4,2,5,7,4,2,4,7,4,6,1,5,5,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,5,4,4,3,3,2,2,1,3,1,8,2,48.41670227,8.683303833,-1,4,5,4,2,3,3,51,2,7,25,72,31,-5.70369,-5.37307,-4.69037,0.366388,-1.836807054,-1.730334727,-1.510479129,0.117990996,0,1,0,0,0
R_56GUliihO03h8DX,Default Response Set,Anonymous,,,5.28.69.237,0,08MAY16:09:09:00,08MAY16:09:22:00,1,402028,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,3,1,3,5,5,5,3,4,,5,7,7,3,7,5,2,4,6,7,6,5,3,5,5,6,7,3,1,7,7,5,7,4,3,5,7,2,6,6,5,2,7,6,6,4,4,6,3,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,2,2,1,20,2,51.5,12,-1,5,6,4,5,7,4,70,4,5,21,87,32,-2.79572,-2.04788,-1.67809,1.27371,-0.900329123,-0.659495946,-0.540409375,0.410183497,0,1,0,0,0
R_a5HjVyaUToZvGdf,Default Response Set,Anonymous,,,85.178.244.5,0,08MAY16:09:46:00,08MAY16:09:56:00,1,402042,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,1,1,3,5,5,5,3,4,,7,7,6,3,4,6,2,2,6,6,7,4,3,5,6,5,7,3,3,4,6,6,6,4,4,5,7,1,6,1,5,2,6,7,6,6,6,5,3,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,3,3,3,2,2,1,1,0,31,2,52.51669312,13.3999939,-1,5,6,6,5,5,4,69,2,4,17,91,19,-2.10118,-0.160707,-1.19088,1.71216,-0.676660591,-0.051753821,-0.383509059,0.551381223,0,1,0,0,0
R_74B64sHViiaBoIR,Default Response Set,Anonymous,,,84.130.142.11,0,08MAY16:09:39:00,08MAY16:09:57:00,1,402037,1,1,1,,1,0,0,0,,,0,0,0,3,1,1,1,2,2,5,5,5,4,4,,6,6,4,4,5,5,3,3,2,5,6,6,4,6,6,6,6,6,3,5,5,5,4,4,4,6,4,3,5,5,5,2,6,5,4,2,3,4,5,6,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,3,3,3,3,3,2,4,2,2,1,5,1,48.76669312,9.183303833,-1,4,5,5,4,5,4,66,6,4,25,70,25,-6.57723,-4.76162,-4.96712,0.426809,-2.118120455,-1.533424363,-1.599603249,0.137448876,0,1,0,0,0
R_2t6A4iimloTwIW9,Default Response Set,Anonymous,,,88.77.36.186,0,08MAY16:10:02:00,08MAY16:10:19:00,1,402049,2,0,1,,0,0,0,0,,,0,0,1,2,3,2,1,1,1,5,5,5,3,4,,7,7,6,4,7,6,2,4,7,4,6,6,4,6,6,5,7,6,3,7,7,5,7,4,4,6,6,7,7,4,6,2,7,4,7,6,6,6,2,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,3,3,1,2,2,2,2,1,1,2,1,4,1,51.25610352,6.780807495,-1,4,6,4,4,5,4,67,2,4,20,95,31,-2.24347,3.39595,-0.863617,0.620053,-0.722483431,1.093626216,-0.278117815,0.19968086,0,1,0,0,0
R_1M72fF1HBUFY9sp,Default Response Set,Anonymous,,,92.208.162.13,0,08MAY16:10:29:00,08MAY16:10:37:00,1,402057,2,0,1,,1,0,0,0,,,0,0,0,4,4,1,1,2,5,5,5,5,4,4,,5,7,7,4,7,6,3,4,7,5,7,5,4,4,5,5,7,4,4,7,7,6,7,3,5,5,7,5,6,5,5,2,7,7,6,5,6,5,3,6,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,3,3,3,3,3,2,4,3,2,1,11,3,51.31199646,12.30769348,-1,4,5,4,4,4,5,61,3,3,18,97,31,-6.02465,-5.0473,-5.30629,0.0485101,-1.94016849,-1.625424286,-1.708829004,0.015622114,0,1,0,0,0
R_29lGyhPyjr0vIP3,Default Response Set,Anonymous,,,95.91.205.245,0,08MAY16:10:34:00,08MAY16:10:55:00,1,402061,1,1,1,,0,0,0,0,,,0,0,1,4,2,1,1,2,5,5,5,5,4,4,,5,6,5,4,4,6,3,4,4,5,5,4,4,5,5,3,7,4,4,4,5,6,4,4,4,5,6,4,5,3,4,2,5,5,6,4,4,4,4,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,5,0,0,0,0,0,0,2,2,3,2,3,3,2,4,1,1,0,11,3,50.00100708,8.268798828,-1,4,5,4,4,4,4,57,4,4,20,79,19,-7.0107,-4.66266,-5.32401,-1.86033,-2.257714429,-1.501555445,-1.714535524,-0.599097648,0,1,0,0,0
R_2lf9MJ9Bj6qL9Up,Default Response Set,Anonymous,,,87.170.129.23,0,08MAY16:11:01:00,08MAY16:11:06:00,1,402070,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,3,4,,4,6,3,3,5,3,2,4,5,5,3,4,4,5,6,6,6,5,3,5,5,5,4,3,4,6,4,3,6,4,6,2,5,6,4,3,4,5,5,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,3,6,6,6,6,6,6,2,2,3,3,3,3,2,1,3,1,0,19,5,51.05000305,13.75,-1,5,6,4,4,5,5,69,5,4,24,66,22,-7.09387,-0.92054,-2.15832,1.41123,-2.284498361,-0.296449205,-0.695061864,0.454470215,0,1,0,0,0
R_1yKQmZymbHOF0tT,Default Response Set,Anonymous,,,217.227.9.139,0,08MAY16:11:29:00,08MAY16:11:44:00,1,402077,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,1,1,3,5,5,5,3,4,,5,6,2,5,5,3,6,4,6,5,5,6,5,5,5,5,6,4,3,5,6,6,5,4,5,5,5,2,5,5,5,2,5,6,3,4,3,4,6,7,W,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,5,2,1,0,55,2,52.51669312,13.3999939,-1,3,2,4,3,5,4,56,4,3,21,69,26,-6.2064,1.44942,-2.75995,0.51716,-1.998698965,0.46676886,-0.888809811,0.166545366,0,1,0,0,0
R_8wVu9EhZCu5b4BT,Default Response Set,Anonymous,,,89.15.169.202,0,08MAY16:11:40:00,08MAY16:11:46:00,1,402081,2,0,1,,0,0,0,0,,,0,0,1,5,4,1,3,1,4,5,5,5,4,4,,4,5,4,4,6,4,3,4,4,3,5,4,4,4,4,4,6,5,4,5,4,4,6,6,2,4,5,4,4,1,3,2,4,5,4,2,4,6,5,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,2,3,3,2,3,4,1,1,4,1,0,21,4,49.47009277,11.19709778,-1,4,5,4,4,4,2,49,6,6,28,66,22,-4.2398,-6.48595,-1.81849,-3.20557,-1.365378298,-2.088724792,-0.585623563,-1.032316551,0,1,0,0,0
R_3QVIUiXFcrTMOLX,Default Response Set,Anonymous,,,178.12.172.15,0,08MAY16:11:48:00,08MAY16:11:59:00,1,402090,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,3,4,5,5,5,5,3,4,,4,5,4,4,6,3,3,5,4,5,4,5,4,5,5,4,6,5,4,5,5,5,7,5,3,4,4,4,5,2,5,2,4,5,4,4,4,5,5,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,3,1,3,5,0,0,0,0,0,0,6,5,5,5,5,5,1,5,2,3,2,43,2,50.81790161,12.83790588,-1,4,5,3,4,4,3,56,4,5,24,65,25,-6.3225,2.15808,-1.12158,-1.46851,-2.03608762,0.694984574,-0.3611918,-0.472916573,0,1,0,0,0
R_afSOeEvKg1UtrLL,Default Response Set,Anonymous,,,178.203.234.2,0,08MAY16:12:02:00,08MAY16:12:14:00,1,402098,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,1,5,5,0,3,4,,5,6,3,4,5,4,5,4,5,5,3,4,4,5,6,6,7,6,6,7,6,6,5,6,5,5,5,2,5,7,5,2,6,6,5,5,2,5,5,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,3,3,5,3,4,3,3,3,5,3,5,3,2,2,1,2,1,0,6,3,51,9,-1,4,3,4,4,2,2,56,3,3,22,71,28,-4.36793,-0.318731,-2.80384,3.48366,-1.406641075,-0.102643613,-0.902944075,1.121872202,0,1,0,0,0
R_41SOm4Rh9i8QcZv,Default Response Set,Anonymous,,,87.169.67.42,0,08MAY16:12:22:00,08MAY16:12:37:00,1,402107,2,0,1,,0,1,0,0,,,0,0,0,4,1,1,1,2,3,5,5,5,1,4,,6,6,2,2,6,3,3,5,6,5,6,5,3,6,6,5,6,4,2,7,5,5,7,3,4,5,6,2,5,5,6,2,7,7,4,3,2,5,5,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,2,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,4,4,1,13,2,52.93330383,10.76669312,-1,6,5,3,5,6,5,68,5,4,23,73,30,-3.58875,1.58619,-1.18462,1.57469,-1.155715215,0.510814049,-0.381493099,0.507110607,0,1,0,0,0
R_bkkDggLcadcvaDP,Default Response Set,Anonymous,,,93.132.115.52,0,08MAY16:12:34:00,08MAY16:12:41:00,1,402115,2,0,1,,0,0,0,0,,,0,0,1,5,2,3,3,1,3,5,5,5,3,4,,7,7,6,1,7,7,1,1,6,7,2,5,2,7,7,7,7,6,1,7,5,7,7,1,1,6,4,4,7,1,4,2,6,7,7,1,3,7,7,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,2,2,7,1,7,7,7,7,4,3,2,2,1,2,2,1,4,1,0,24,5,48.39810181,9.970001221,-1,7,7,7,6,7,7,86,7,7,34,85,27,-6.20247,1.38962,-2.63062,1.2657,-1.997433354,0.447510965,-0.847160588,0.40760397,0,1,0,0,0
R_8q20YbClQoL8N25,Default Response Set,Anonymous,,,95.90.252.156,0,08MAY16:12:42:00,08MAY16:12:56:00,1,402121,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,2,5,5,5,2,4,,7,6,2,4,6,6,2,2,7,4,6,4,4,5,6,6,6,4,2,6,7,6,7,4,4,6,7,1,6,5,6,2,6,6,6,2,6,6,5,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,5,3,2,2,1,3,2,19,2,53.57600403,10.04670715,-1,4,6,6,4,6,4,69,6,4,25,85,28,-7.64496,-1.3873,-5.64225,1.00048,-2.461970488,-0.446763836,-1.817021016,0.322192953,0,1,0,0,0
R_25EMyGfCkJjqHcx,Default Response Set,Anonymous,,,195.37.142.72,0,08MAY16:12:50:00,08MAY16:12:58:00,1,402132,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,1,1,2,5,5,5,4,4,,6,6,3,3,6,6,2,3,5,6,6,4,3,6,5,6,7,4,2,5,6,6,6,3,4,6,6,4,6,5,6,2,6,5,6,3,5,4,5,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,3,6,6,7,6,7,6,4,2,4,3,3,2,2,4,1,1,0,6,6,52.51669312,13.3999939,-1,5,6,5,5,6,5,73,5,4,22,83,26,-5.82864,-0.575595,-0.258493,0.633535,-1.877045749,-0.185363678,-0.083244665,0.204022581,0,1,0,0,0
R_3JLTELOmkXAouMZ,Default Response Set,Anonymous,,,87.162.149.88,0,08MAY16:12:56:00,08MAY16:13:06:00,1,402136,2,0,1,,0,0,0,0,,,0,0,1,8,1,1,1,1,2,5,5,5,3,4,,7,7,2,1,7,7,1,2,5,7,6,6,1,1,7,7,6,7,1,7,7,7,4,1,7,7,7,1,7,7,7,2,7,7,6,5,3,4,5,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,4,4,4,5,4,2,5,3,2,1,51,2,50.02729797,8.423995972,-1,7,7,6,7,7,7,84,3,1,20,85,31,-8.1801,-5.34649,-4.30816,-0.0474645,-2.634306104,-1.721774947,-1.387392842,-0.01528539,0,1,0,0,0
R_3CYvYnymV2XyQVT,Default Response Set,Anonymous,,,94.220.214.46,0,08MAY16:13:01:00,08MAY16:13:18:00,1,402140,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,4,3,5,5,5,4,4,,6,6,5,4,7,6,2,4,4,6,5,6,3,6,5,6,7,4,2,7,6,6,7,3,2,4,6,2,4,3,6,2,6,6,6,4,4,5,5,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,1,1,5,0,0,0,0,0,0,1,2,2,1,1,1,2,1,2,2,1,19,2,51.76019287,7.884506226,-1,4,6,4,5,6,5,67,4,6,24,81,30,-6.28957,1.13909,-1.17626,0.729817,-2.025482897,0.366830692,-0.378800858,0.23502908,0,1,0,0,0
R_1AY48q6nVOxeG6V,Default Response Set,Anonymous,,,188.23.61.145,0,08MAY16:13:45:00,08MAY16:13:56:00,1,800403,2,0,1,,0,1,0,0,,,0,0,0,5,2,1,1,1,1,5,5,5,3,2,,6,6,2,6,6,2,1,6,6,6,1,7,4,6,4,5,6,3,2,7,6,7,5,1,7,6,2,2,5,6,6,2,7,6,2,4,2,5,4,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,2,3,1,4,0,0,0,0,0,4,7,0,0,0,0,0,2,1,1,3,3,28,3,48.59599304,15.65640259,-1,2,7,2,4,6,7,66,4,1,17,63,31,-5.86974,-5.31778,-4.9232,-0.617758,-1.890281526,-1.712529225,-1.585459323,-0.198941782,0,1,0,0,0
R_0ImKnngP0bO6k8B,Default Response Set,Anonymous,,,92.77.109.38,0,08MAY16:13:54:00,08MAY16:14:09:00,1,402155,2,0,1,,0,0,0,0,,1,0,0,0,4,3,1,1,1,1,5,5,5,3,4,,6,7,3,5,3,7,2,5,7,6,7,6,3,5,5,6,7,5,5,5,7,6,5,3,3,5,7,3,5,5,6,2,6,6,7,3,3,6,5,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,3,3,3,4,4,2,1,3,1,0,12,2,53.08590698,8.854904175,-1,3,6,3,5,3,5,63,5,5,26,89,24,-5.02853,-0.247685,-4.92217,1.60408,-1.619379625,-0.079764075,-1.585127624,0.516575315,0,1,0,0,0
R_3mxUv5Oy6F0xvM1,Default Response Set,Anonymous,,,79.220.150.13,0,08MAY16:14:24:00,08MAY16:14:32:00,1,402166,2,0,1,,1,0,0,0,,,0,0,0,4,3,1,1,1,2,3,5,5,3,4,,7,7,3,7,0,2,4,5,5,6,4,7,3,7,7,5,7,6,7,6,7,7,7,5,4,0,8,8,0,0,0,2,7,7,7,3,5,6,7,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,3,3,3,3,3,2,1,3,3,3,15,4,50.19729614,8.589294434,-1,1,4,3,5,1,3,42,5,4,28,91,20,-6.15632,-5.09676,-3.21835,0.189758,-1.982571283,-1.641352304,-1.036432201,0.061109358,0,1,0,0,0
R_8llkDDnED6a8mUJ,Default Response Set,Anonymous,,,88.75.172.242,0,08MAY16:15:02:00,08MAY16:15:14:00,1,402182,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,2,1,2,5,5,5,3,4,,5,7,7,2,5,7,2,2,6,5,3,4,5,6,5,6,7,5,2,7,5,5,4,1,2,5,7,5,5,3,6,2,7,7,7,4,7,5,2,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,2,4,3,1,6,1,50.8500061,12.46670532,-1,6,6,6,3,6,7,72,4,6,22,92,23,-6.96673,0.264586,-3.59001,1.34078,-2.243554402,0.085206845,-1.156120983,0.431782611,0,1,0,0,0
R_dbvYSeroagOz1Rj,Default Response Set,Anonymous,,,77.119.131.10,0,08MAY16:15:17:00,08MAY16:15:25:00,1,800409,2,0,1,,0,0,0,0,,,1,0,0,4,3,1,1,1,3,5,5,5,3,2,,5,6,5,3,7,6,2,3,6,5,5,4,3,5,5,5,6,4,2,7,6,6,6,6,5,5,6,2,5,5,5,2,5,5,4,3,5,4,4,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,1,4,6,6,7,6,6,6,2,2,2,2,3,3,2,3,3,3,2,11,3,48.19999695,16.36669922,-1,5,6,5,5,6,2,64,5,3,20,78,29,-3.93826,1.9753,-4.21606,0.678643,-1.268270847,0.6361224,-1.357733107,0.218549088,0,1,0,0,0
R_cONMxZ0Jm4stg7H,Default Response Set,Anonymous,,,95.90.200.103,0,08MAY16:15:23:00,08MAY16:15:40:00,1,402192,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,3,1,1,5,5,5,3,4,,5,7,4,4,3,5,2,3,7,6,7,5,2,6,6,5,7,5,3,2,5,7,5,1,6,7,7,3,6,2,6,2,6,7,7,3,3,6,5,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,3,4,3,2,3,1,1,1,1,0,6,2,53.08410645,8.827102661,-1,4,6,5,6,5,7,75,5,2,23,87,17,-7.68545,-5.64788,-5.06471,0.0282849,-2.475009822,-1.818834092,-1.631030974,0.009108823,0,1,0,0,0
R_emuOkJsQ0cH0M29,Default Response Set,Anonymous,,,212.197.182.1,0,08MAY16:15:40:00,08MAY16:15:53:00,1,800410,2,0,1,,0,1,0,0,,,0,0,0,4,3,1,2,2,2,5,5,4,3,2,,5,6,6,3,6,6,2,3,5,6,3,4,4,5,5,6,7,4,3,6,3,5,7,4,4,5,7,5,6,3,5,2,5,6,7,2,5,4,4,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,3,2,2,3,4,4,1,1,3,3,2,10,2,47.12939453,15.44700623,-1,5,6,5,4,5,4,67,6,4,22,81,26,-3.03302,-0.589022,-1.62248,4.26793,-0.976748829,-0.189687687,-0.522500821,1.374437238,0,1,0,0,0
R_ahoc9tCQDYsqobX,Default Response Set,Anonymous,,,93.129.17.178,0,08MAY16:16:08:00,08MAY16:16:14:00,1,402210,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,3,5,5,5,3,4,,6,6,3,4,6,6,2,4,5,5,6,5,4,5,5,5,5,4,4,6,6,6,6,4,4,5,6,3,5,4,4,2,6,6,6,3,5,4,5,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,4,4,4,4,4,4,2,3,6,5,4,13,3,50.87910461,6.693893433,-1,4,6,4,4,4,4,60,5,4,22,81,27,-4.54535,-1.6225,-2.87586,-3.42382,-1.463777124,-0.522507262,-0.926137279,-1.102601426,0,1,0,0,0
R_28XN37cW0eQNqNT,Default Response Set,Anonymous,,,31.18.140.166,0,08MAY16:16:07:00,08MAY16:16:24:00,1,402209,2,0,1,,1,0,0,0,,,1,0,0,3,2,1,1,1,3,5,5,5,3,4,,5,7,2,4,6,6,3,3,3,5,7,6,4,5,5,6,7,3,3,6,5,5,7,6,3,6,4,3,5,7,6,2,6,6,5,0,2,3,2,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,2,5,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,5,2,54.30239868,9.662506104,-1,4,5,5,4,5,2,63,8,5,21,73,32,-4.97341,0.288237,-1.63048,2.70688,-1.60162887,0.092823375,-0.525077128,0.871719234,0,1,0,0,0
R_4Vj7MnWDxtbfd3L,Default Response Set,Anonymous,,,93.217.87.112,0,08MAY16:16:22:00,08MAY16:16:34:00,1,402218,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,3,4,,5,7,4,5,6,5,3,3,5,6,7,4,6,4,6,6,7,5,3,5,7,5,5,5,2,7,6,4,5,4,5,2,6,6,3,2,4,6,6,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,1,3,1,0,12,5,51.97160339,7.606796265,-1,3,5,5,2,5,3,62,6,6,29,81,24,-7.26018,-0.239662,-2.98226,1.30905,-2.338056563,-0.077180361,-0.960402162,0.421564334,0,1,0,0,0
R_beYPe05f1NoXr37,Default Response Set,Anonymous,,,79.206.102.89,0,08MAY16:16:40:00,08MAY16:16:49:00,1,402223,2,0,1,,0,0,0,0,,,0,0,1,2,3,3,1,2,3,5,5,5,3,4,,6,7,6,3,6,7,4,5,7,4,7,6,4,5,4,4,5,5,4,6,6,6,6,4,2,4,5,2,4,6,4,2,4,7,5,2,7,5,2,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,1,5,0,0,0,0,0,0,3,2,3,3,3,2,2,6,1,4,1,3,3,48.76379395,8.166595459,-1,5,4,3,4,4,4,53,6,6,24,87,30,-4.49233,-1.45723,-1.95591,1.72089,-1.446702649,-0.46928398,-0.629878076,0.554192618,0,1,0,0,0
R_6g2sIKHoAEKBC0B,Default Response Set,Anonymous,,,91.96.86.122,0,08MAY16:17:16:00,08MAY16:17:24:00,1,402234,2,0,1,,0,0,0,0,,1,0,0,0,2,2,1,1,1,5,5,5,5,1,4,,6,7,4,2,7,6,2,3,6,6,7,2,1,6,7,7,7,3,2,6,7,5,7,2,4,6,6,1,7,4,6,2,6,7,6,4,4,6,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,4,3,4,5,5,2,4,3,5,3,3,2,53.16859436,7.745101929,-1,6,6,5,7,6,6,81,4,4,21,85,26,-6.89315,-6.18416,-4.67689,0.00168804,-2.219858818,-1.991536832,-1.506138051,0.000543614,0,1,0,0,0
R_9YocPHFzLIm9cXz,Default Response Set,Anonymous,,,92.216.197.45,0,08MAY16:17:41:00,08MAY16:17:59:00,1,402237,2,0,1,,0,1,0,0,,,1,0,0,2,1,2,1,1,1,5,5,5,3,4,,6,7,2,6,6,7,3,5,6,5,2,7,5,6,5,5,6,3,5,7,7,7,7,5,7,3,2,1,5,5,5,2,7,6,5,7,2,5,2,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,1,2,3,1,5,0,0,0,0,0,0,6,4,3,4,2,1,2,6,4,2,1,5,3,51,9,-1,2,5,3,3,3,3,53,1,1,12,73,32,-5.72954,-0.868579,-4.6796,-0.730345,-1.845131746,-0.279715769,-1.507010775,-0.235199116,0,1,0,0,0
