V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_1ZU8smBwe8jx52Z,Default Response Set,Anonymous,,,31.19.76.145,0,08MAY16:07:45:00,08MAY16:07:55:00,1,401992,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,2,1,1,5,5,5,3,4,,5,7,7,2,6,6,2,2,5,6,5,6,3,6,6,6,7,4,2,6,7,6,6,2,5,5,7,2,7,4,5,2,7,7,6,4,5,4,3,1,,,,0,0,0,0,2,0,2,2,0,6,1,0,0,2,2,2,1,1,1,2,1,1,2,7,7,7,7,7,7,3,2,4,3,3,4,2,2,3,1,0,25,5,53.89219666,10.75830078,-1,6,6,6,5,6,6,76,4,3,18,89,28,-5.20336,-0.0139499,-2.66543,0.940666,-1.900409785,-0.005094886,-0.973488141,0.343557023,0,0,0,1,0
R_d6hKuqUxp8UXsHP,Default Response Set,Anonymous,,,46.59.207.169,0,08MAY16:07:56:00,08MAY16:08:12:00,1,402001,2,0,1,,0,0,0,0,,1,0,0,0,4,3,3,3,3,2,5,5,5,3,4,,5,5,4,5,7,6,3,4,4,5,6,7,3,4,2,3,6,6,3,7,7,4,7,5,2,5,3,2,5,6,6,2,6,7,5,2,4,5,5,1,,,,0,0,0,0,1,2,3,2,2,3,1,0,0,2,3,2,1,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,1,11,4,53.55000305,10,-1,3,5,4,5,5,3,55,6,6,28,74,34,-5.68501,-1.9667,-4.83721,0.513886,-2.076321575,-0.718292781,-1.766681763,0.187685262,0,0,0,1,0
R_eKUnrIFwri58ozb,Default Response Set,Anonymous,,,188.102.253.2,0,08MAY16:08:37:00,08MAY16:08:44:00,1,402009,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,3,3,3,5,5,5,4,4,,5,6,5,4,7,3,3,4,5,6,5,6,3,5,5,4,6,4,3,7,6,6,5,6,2,4,4,2,5,4,4,2,5,6,5,3,2,6,5,1,,,,0,0,0,0,1,1,1,1,1,3,1,0,0,2,2,2,2,3,1,3,2,2,3,6,6,6,5,5,6,4,3,3,3,3,3,1,1,3,2,1,35,2,51.31199646,12.30769348,-1,4,5,4,5,5,2,58,5,6,26,71,29,-5.49986,0.545505,-0.235457,0.0106228,-2.008699717,0.199233388,-0.085995354,0.003879738,0,0,0,1,0
R_aWdU381vxc8lCjH,Default Response Set,Anonymous,,,87.166.179.21,0,08MAY16:08:40:00,08MAY16:08:50:00,1,402012,2,0,1,,0,1,0,0,,,0,0,0,7,4,1,1,4,2,5,5,5,2,4,,7,7,6,4,3,2,4,4,4,4,7,3,4,4,4,4,7,4,4,5,7,6,6,6,2,4,7,1,4,3,4,2,6,4,4,4,4,4,4,1,,,,0,0,0,0,2,2,2,2,2,7,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,3,3,2,2,1,3,1,0,41,2,52.05000305,7.466705322,-1,4,4,4,4,4,2,50,4,6,22,79,20,-6.12826,-4.55554,-4.44134,-0.0203881,-2.238208633,-1.663808153,-1.622099181,-0.007446293,0,0,0,1,0
R_brRG56Oc46ph60l,Default Response Set,Anonymous,,,176.0.102.243,0,08MAY16:08:50:00,08MAY16:08:57:00,1,402022,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,1,1,1,5,5,5,1,4,,3,5,4,4,7,4,3,4,3,4,3,3,2,6,6,6,6,6,3,6,5,5,5,6,2,4,3,3,6,5,5,2,5,6,3,1,2,7,7,1,,,,0,0,0,0,1,1,1,1,1,3,1,0,0,3,3,3,1,1,3,2,3,1,1,5,4,4,5,6,5,2,3,2,2,2,2,1,1,5,5,4,25,5,51,9,-1,4,5,4,6,5,2,63,7,6,33,60,26,-4.73899,-5.02976,-4.74055,-0.113985,-1.730809125,-1.837006304,-1.73137888,-0.041630448,0,0,0,1,0
R_3kgGUWEZA2k1frT,Default Response Set,Anonymous,,,5.146.249.60,0,08MAY16:09:38:00,08MAY16:09:47:00,1,402035,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,2,5,5,5,2,4,,6,6,6,2,6,3,7,4,5,7,5,3,2,7,7,7,7,5,2,7,5,5,6,4,3,6,7,2,6,4,7,2,7,7,6,2,4,5,4,1,,,,0,0,0,0,4,3,3,4,4,3,1,0,0,2,1,2,1,1,3,2,3,1,5,0,0,0,0,0,0,3,4,4,4,4,3,2,3,3,3,2,18,4,51.46580505,7.157196045,-1,6,1,4,6,6,4,74,6,5,25,81,26,-4.53614,-2.63179,-4.31241,1.06404,-1.656722741,-0.96120189,-1.575010409,0.388616592,0,0,0,1,0
R_4VE7HIR8v5JfpLT,Default Response Set,Anonymous,,,149.172.124.5,0,08MAY16:09:39:00,08MAY16:09:52:00,1,402036,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,1,3,5,5,5,2,4,,5,5,3,3,5,5,3,3,6,6,4,5,4,6,6,6,5,5,3,5,5,5,5,4,4,7,3,2,6,3,6,2,5,5,3,4,3,5,4,1,,,,0,0,0,0,3,2,3,2,3,4,1,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,2,2,3,2,2,3,1,6,1,1,0,41,5,48.8901062,9.174606323,-1,5,5,5,4,5,4,71,4,4,22,64,23,-6.04824,-4.79178,-4.04283,-1.52857,-2.208983134,-1.750089481,-1.476552399,-0.558275688,0,0,0,1,0
R_3t9A5XP7Xzeb8kl,Default Response Set,Anonymous,,,176.6.124.50,0,08MAY16:09:48:00,08MAY16:10:03:00,1,402044,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,3,5,5,5,4,4,,6,6,3,2,7,6,2,2,6,7,5,6,2,7,7,7,6,5,4,6,6,7,5,6,4,6,3,3,6,4,6,2,5,6,3,4,3,5,6,1,,,,0,0,0,0,3,3,3,3,3,5,1,0,0,2,3,2,3,2,1,2,1,2,5,0,0,0,0,0,0,3,3,4,3,4,4,1,5,3,1,0,39,2,51,9,-1,6,6,6,6,4,2,76,4,4,24,74,28,-3.91457,2.82018,-2.76581,-0.0808114,-1.429708329,1.030007085,-1.01014967,-0.02951454,0,0,0,1,0
R_5dbH86hI24Y49jn,Default Response Set,Anonymous,,,92.229.37.114,0,08MAY16:10:03:00,08MAY16:10:13:00,1,402050,2,0,1,,1,0,0,0,,,0,0,0,4,2,1,1,2,3,5,5,5,3,4,,7,4,3,5,6,4,1,4,4,6,6,5,3,6,7,6,7,4,2,6,6,3,4,4,3,7,3,4,6,5,6,2,4,4,2,3,3,5,4,2,,,,0,0,0,0,2,1,3,2,2,4,1,0,0,2,3,1,2,2,3,3,1,2,5,0,0,0,0,0,0,1,1,2,2,3,3,2,2,1,2,1,16,5,51.05000305,13.75,-1,3,7,4,5,6,4,73,5,5,23,64,26,-2.80814,0.980517,-2.22056,-0.492913,-1.025609747,0.358111701,-0.811009416,-0.180025347,0,0,0,1,0
R_2gZWAKuYHsry0zr,Default Response Set,Anonymous,,,93.134.143.26,0,08MAY16:10:13:00,08MAY16:10:29:00,1,402053,2,0,1,,1,0,0,0,,,0,0,0,4,3,3,2,2,3,5,5,5,3,4,,5,6,3,4,6,5,3,5,4,4,5,7,4,5,5,4,7,6,4,6,6,6,7,4,3,5,6,1,6,5,6,2,5,6,5,3,4,5,5,1,,,,0,0,0,0,3,3,3,3,3,5,1,0,0,3,2,3,1,1,2,2,2,1,4,6,6,6,6,4,6,2,2,2,2,4,4,2,1,3,1,0,17,3,48.11590576,11.57949829,-1,4,5,3,4,4,4,59,5,5,26,74,31,-5.33345,-4.70573,-1.31957,1.15369,-1.947922221,-1.718661661,-0.481943156,0.42135923,0,0,0,1,0
R_3Ldm4T4pM6j7ulL,Default Response Set,Anonymous,,,92.217.165.17,0,08MAY16:11:24:00,08MAY16:11:32:00,1,402074,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,2,2,3,5,5,5,3,4,,5,6,6,3,6,7,2,2,5,6,6,6,3,5,5,5,4,4,3,6,6,5,6,3,2,5,7,2,6,5,5,2,5,6,5,3,4,6,4,1,,,,0,0,0,0,2,2,3,3,2,3,1,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,2,2,3,2,3,1,1,3,2,1,17,4,51.55000305,7.316696167,-1,5,6,6,5,5,5,69,5,6,25,79,29,-6.3077,-0.104125,-2.88514,0.928205,-2.303745042,-0.038029306,-1.053732259,0.339005924,0,0,0,1,0
R_6goiwnJk8hPP5Nb,Default Response Set,Anonymous,,,37.49.25.137,0,08MAY16:11:32:00,08MAY16:11:42:00,1,402078,2,0,1,,0,1,0,0,,,0,0,0,3,4,1,1,2,1,5,5,5,3,4,,1,5,6,5,7,3,4,2,5,4,6,4,6,4,5,5,6,7,3,7,4,5,7,5,1,2,6,3,4,4,3,2,4,5,6,2,3,7,3,1,,,,0,0,0,0,1,2,4,2,1,3,1,0,0,2,2,2,2,2,1,1,1,1,4,4,3,4,2,4,4,2,3,1,3,2,1,2,1,1,2,2,6,2,47.980896,7.832702637,-1,3,4,6,2,5,3,50,6,7,30,68,29,-2.59379,1.79637,-1.11665,0.0721614,-0.947323248,0.656083593,-0.407831206,0.026355322,0,0,0,1,0
R_cIpsec3kDjqpImV,Default Response Set,Anonymous,,,217.233.160.1,0,08MAY16:10:31:00,08MAY16:11:49:00,1,402058,2,0,1,1,0,0,0,0,,,0,1,0,3,1,1,1,1,1,5,5,5,1,4,,4,4,4,6,7,4,3,5,5,4,5,6,5,3,5,5,6,5,5,6,5,5,6,4,3,4,4,2,4,7,4,2,6,4,4,0,4,5,5,1,,,,0,0,0,0,1,1,2,2,2,2,1,0,0,2,1,2,1,1,2,2,1,1,4,2,4,3,3,4,3,1,2,2,2,2,2,2,4,3,4,3,6,3,52.53199768,13.39219666,-1,2,5,3,3,3,4,49,8,5,28,66,32,-3.58965,-1.097,-2.81876,1.40191,-1.311038634,-0.400654488,-1.029488462,0.512015982,0,0,0,1,0
R_79u5d8pjCHmjFml,Default Response Set,Anonymous,,,217.253.17.11,0,08MAY16:11:56:00,08MAY16:12:04:00,1,402094,2,0,1,,0,0,0,1,,,0,0,0,4,2,1,1,1,2,5,5,5,2,4,,5,5,5,5,6,6,3,5,7,6,6,5,4,4,3,5,6,5,4,6,5,4,7,5,3,5,7,6,4,5,4,2,5,6,4,3,3,5,2,1,,,,0,0,0,0,1,1,2,2,2,5,1,0,0,2,2,2,2,2,1,1,1,2,3,4,4,5,4,3,3,2,2,2,1,1,3,1,1,4,5,1,14,5,48.89089966,9.189804077,-1,3,5,3,4,4,3,53,5,5,22,80,29,-2.72128,2.85404,-0.909961,0.565347,-0.993886093,1.042373686,-0.332342715,0.20648023,0,0,0,1,0
R_9U2ToQUg26it2mx,Default Response Set,Anonymous,,,84.153.159.10,0,08MAY16:12:00:00,08MAY16:12:14:00,1,402097,2,0,1,,0,0,0,0,,,0,0,1,4,4,1,3,4,4,5,5,5,4,4,,4,5,4,4,6,5,4,5,3,3,4,5,5,2,3,3,3,6,6,5,5,4,5,6,1,3,5,3,4,1,4,2,5,5,4,3,3,7,5,1,,,,0,0,0,0,3,3,3,3,3,1,1,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,5,3,2,16,5,48.18269348,11.57589722,-1,4,4,3,3,2,2,40,5,7,30,62,22,-1.84519,-0.40021,-0.646526,1.12794,-0.673913996,-0.146167669,-0.236129028,0.411954624,0,0,0,1,0
R_3ylMfkCJ4MyCsPX,Default Response Set,Anonymous,,,88.150.45.157,0,08MAY16:12:17:00,08MAY16:12:32:00,1,402104,2,0,1,,0,0,0,0,,,0,0,1,2,3,1,3,1,5,5,5,5,5,4,,6,6,2,4,7,4,3,5,5,5,5,6,5,5,5,5,6,5,3,5,6,5,4,5,4,5,4,1,4,3,4,2,5,5,2,4,3,5,6,1,,,,0,0,0,0,3,2,3,2,3,4,1,0,0,2,1,2,1,1,2,2,2,1,5,0,0,0,0,0,0,2,2,4,3,3,4,1,6,1,1,0,4,2,52.13330078,11.61669922,-1,4,5,3,3,5,3,56,4,4,24,65,25,-5.02198,-2.57185,-2.6941,2.09197,-1.834164834,-0.939310158,-0.983959211,0.764044821,0,0,0,1,0
R_8jgrzDhe5FejzLv,Default Response Set,Anonymous,,,31.17.157.107,0,08MAY16:07:49:00,08MAY16:12:32:00,1,401997,2,0,1,,0,0,0,0,,,0,0,1,5,2,3,2,3,2,5,5,5,4,4,,6,6,4,4,4,4,4,4,6,5,4,5,4,5,5,6,7,6,4,4,6,6,4,5,4,5,5,2,6,1,5,2,5,7,5,3,2,5,4,1,,,,0,0,0,0,3,3,3,3,3,2,1,0,0,2,2,2,1,1,1,2,1,2,3,7,7,7,7,7,7,4,4,4,4,4,4,1,1,2,2,2,24,2,53.72929382,9.912796021,-1,4,4,4,4,4,3,60,5,4,24,75,18,-5.54283,1.6902,-2.04566,1.26574,-2.02439354,0.617307397,-0.747131139,0.462282964,0,0,0,1,0
R_dhTtnn6gugHKCJT,Default Response Set,Anonymous,,,188.106.177.6,0,08MAY16:12:27:00,08MAY16:12:43:00,1,402109,2,0,1,,1,0,0,0,,,0,0,0,4,3,1,1,1,3,5,5,5,3,4,,7,7,7,4,7,3,2,2,7,4,3,7,4,4,4,5,1,3,5,7,7,5,7,1,4,5,7,1,7,1,5,2,7,6,1,6,3,4,4,1,,,,0,0,0,0,2,2,2,2,2,6,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,1,2,2,4,4,1,6,1,2,1,18,3,52.51669312,13.3999939,-1,4,6,6,4,3,7,64,2,4,17,72,29,-4.69175,-4.0907,-4.8417,0.300733,-1.713555781,-1.494035836,-1.768321634,0.10983594,0,0,0,1,0
R_0xDWClLBZDfVGAd,Default Response Set,Anonymous,,,79.211.64.24,0,08MAY16:12:44:00,08MAY16:12:50:00,1,402125,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,2,2,5,5,5,2,4,,5,5,3,3,5,4,2,3,3,7,5,4,3,6,7,6,5,5,3,6,5,3,4,3,3,6,5,5,6,3,5,2,6,5,3,3,3,5,3,1,,,,0,0,0,0,2,2,3,3,3,2,1,0,0,2,1,2,1,1,3,2,1,1,5,0,0,0,0,0,0,2,2,3,3,2,2,2,1,3,2,1,14,3,51.1000061,12.96670532,-1,5,6,5,5,5,5,74,5,5,23,65,22,-4.23104,-0.697991,-4.27915,0.966866,-1.545291853,-0.254925457,-1.562862945,0.353125982,0,0,0,1,0
R_3EgCG2woNTAQHs1,Default Response Set,Anonymous,,,79.243.203.52,0,08MAY16:12:43:00,08MAY16:12:58:00,1,402123,2,0,1,,0,0,0,0,,,0,0,1,5,2,2,1,1,3,5,4,5,3,4,,6,7,6,4,4,5,4,4,7,6,6,5,4,5,4,5,7,4,4,5,6,5,4,4,4,5,6,4,5,4,4,2,7,7,5,4,5,4,1,1,,,,0,0,0,0,2,2,2,2,2,6,1,0,0,2,1,3,1,1,3,1,1,1,5,0,0,0,0,0,0,3,3,3,3,6,4,2,1,3,1,0,22,5,52.28349304,10.5821991,-1,4,4,4,4,4,4,58,4,4,17,89,22,-2.35434,-1.70398,-4.44196,0.623945,-0.859869541,-0.622340231,-1.622325622,0.227881827,0,0,0,1,0
R_3P1TqC1P7DFtxVr,Default Response Set,Anonymous,,,62.178.49.181,0,08MAY16:08:48:00,08MAY16:13:18:00,1,800394,2,0,1,,0,0,0,0,1,,0,0,0,5,2,1,1,1,1,5,5,5,1,2,,6,5,5,3,6,5,2,3,4,6,6,6,4,5,5,5,5,4,3,7,6,5,5,3,4,5,6,2,6,4,6,2,5,6,6,3,3,5,0,1,,,,0,0,0,0,1,2,1,2,2,3,1,0,0,2,1,2,1,1,1,1,1,1,5,0,0,0,0,0,0,2,2,4,3,3,2,2,1,5,3,2,23,6,48.19999695,16.36669922,-1,5,6,5,4,5,5,68,5,4,18,75,28,-2.63168,-0.27489,-4.84725,1.54979,-0.961161715,-0.100397367,-1.770348646,0.566025814,0,0,0,1,0
R_cHFQtQlwOYtS09D,Default Response Set,Anonymous,,,188.103.233.2,0,08MAY16:13:15:00,08MAY16:13:20:00,1,402146,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,3,3,5,5,5,5,4,4,,4,5,3,4,5,4,4,5,4,4,4,4,3,4,3,3,4,2,4,4,3,3,3,4,3,4,5,5,4,2,4,2,2,3,4,3,4,4,4,1,,,,0,0,0,0,4,4,4,4,4,4,1,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,5,4,4,5,4,5,2,1,2,1,0,8,1,50.83509827,12.92219543,-1,4,4,3,5,4,4,50,5,5,20,57,18,-2.77458,-0.442538,-1.38841,1.33637,-1.013352715,-0.161627015,-0.507085412,0.488078977,0,0,0,1,0
R_diHqabFpuW60pgh,Default Response Set,Anonymous,,,62.227.108.23,0,08MAY16:14:12:00,08MAY16:14:21:00,1,402162,2,0,1,,0,0,0,0,,,0,0,1,8,1,1,1,1,1,5,5,5,1,4,,5,5,3,4,3,3,3,4,4,5,4,4,4,4,5,5,5,5,7,3,5,3,6,6,3,4,4,2,3,1,3,2,4,5,3,3,4,3,5,1,,,,0,0,0,0,1,1,1,1,1,4,1,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,4,4,0,4,4,4,2,5,3,2,1,60,5,51.51669312,12.16670227,-1,4,5,4,4,1,2,49,5,5,23,59,17,-7.25746,-6.55521,-0.647541,-3.29809,-2.650623443,-2.394142483,-0.236499733,-1.204552925,0,0,0,1,0
R_1NRXHPvDkIk4ZyB,Default Response Set,Anonymous,,,91.64.214.15,0,08MAY16:14:03:00,08MAY16:14:31:00,1,402158,2,0,1,,0,0,0,0,,,0,0,1,4,3,3,3,2,3,5,5,5,4,4,,7,7,5,4,7,4,1,4,7,6,5,7,3,6,7,7,7,4,7,5,6,2,7,6,4,6,4,1,6,1,6,2,6,7,6,3,4,6,7,1,,,,0,0,0,0,3,3,3,3,3,4,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,3,3,4,3,3,2,6,1,2,2,19,1,52.56660461,13.51719666,-1,4,7,4,5,1,2,67,5,4,26,78,27,-4.86775,-5.96072,-4.70413,-0.0422976,-1.777835808,-2.177018429,-1.718077297,-0.015448244,0,0,0,1,0
R_6QfsCOtGRSCM1xj,Default Response Set,Anonymous,,,91.22.119.120,0,08MAY16:14:54:00,08MAY16:15:09:00,1,402177,2,0,1,1,0,0,0,0,,,0,0,0,4,3,1,1,1,2,5,3,5,3,4,,5,6,4,5,7,6,1,3,4,6,7,7,4,6,5,7,5,3,4,7,7,6,7,2,4,5,4,1,6,7,6,2,5,6,3,2,4,5,5,6,,,,0,0,0,0,2,2,2,2,2,5,1,0,0,3,3,3,1,1,3,2,3,1,3,6,6,6,6,7,6,2,2,2,2,4,4,2,1,3,3,3,17,2,48.12649536,11.63169861,-1,3,7,5,4,4,6,70,6,4,23,73,35,-5.80799,-4.61631,-3.48277,-0.0864349,-2.121237244,-1.686003024,-1.272003126,-0.031568396,0,0,0,1,0
R_eqBLZffA7qYbsxv,Default Response Set,Anonymous,,,85.212.79.82,0,08MAY16:15:17:00,08MAY16:15:27:00,1,402188,2,0,1,,0,1,1,0,,,0,0,0,2,1,1,2,1,3,5,5,5,2,4,,5,6,6,2,6,6,2,3,5,3,5,4,3,7,5,7,5,3,5,3,6,5,5,2,4,6,3,2,6,4,5,2,6,7,6,2,4,5,5,1,,,,0,0,0,0,2,2,3,2,1,3,1,0,0,3,2,2,2,1,2,1,1,1,3,5,6,6,6,6,3,3,3,2,2,4,3,1,4,1,3,1,5,1,51,9,-1,6,6,5,5,3,6,70,6,4,23,77,22,-3.66206,-1.81521,-0.369965,0.741965,-1.337484752,-0.662964478,-0.135121365,0.270985968,0,0,0,1,0
R_1RdP64MW08rrj5r,Default Response Set,Anonymous,,,89.245.88.105,0,08MAY16:15:37:00,08MAY16:15:44:00,1,402195,2,0,1,,0,0,0,0,,,0,0,1,3,1,2,1,1,1,5,5,5,3,4,,5,5,3,2,6,5,3,3,5,5,4,5,3,4,3,4,4,4,4,6,4,5,6,4,3,5,5,3,5,5,5,2,4,4,4,3,4,4,4,1,,,,0,0,0,0,2,2,2,2,2,6,1,0,0,2,1,2,1,1,1,2,1,2,3,4,4,4,4,4,4,3,3,3,3,3,5,2,4,4,3,2,9,3,51.46099854,7.483703613,-1,6,5,5,5,4,4,60,5,5,22,64,28,-4.27757,1.62195,-4.09821,2.04199,-1.562285885,0.592380625,-1.496778694,0.745790754,0,0,0,1,0
R_37s4u2RUo4mQaW1,Default Response Set,Anonymous,,,84.131.112.10,0,08MAY16:15:50:00,08MAY16:16:08:00,1,402203,2,0,1,,1,0,0,0,,1,0,0,0,4,2,1,1,1,2,5,5,3,1,4,,5,6,5,5,7,6,5,5,1,6,7,7,5,6,5,6,7,4,3,7,6,6,6,2,5,6,7,1,5,6,6,2,5,6,6,5,4,5,5,1,,,,0,0,0,0,2,2,3,1,2,5,1,0,0,2,3,2,3,2,1,2,1,2,5,0,0,0,0,0,0,4,3,3,4,3,4,2,7,1,3,2,16,2,50.48510742,8.277694702,-1,3,3,3,3,5,6,63,3,3,20,78,33,-4.63344,3.37909,-3.92804,-0.562787,-1.69225937,1.234136347,-1.434627943,-0.205545248,0,0,0,1,0
R_3RbpiQkXmpqUr1b,Default Response Set,Anonymous,,,87.156.158.81,0,08MAY16:16:06:00,08MAY16:16:19:00,1,402208,2,0,1,,0,1,0,0,,,0,0,0,4,3,2,1,3,3,5,5,5,3,4,,7,7,2,6,6,4,3,5,5,5,6,5,5,5,5,5,7,6,5,6,6,2,7,6,2,3,5,5,6,4,4,2,6,6,5,2,3,7,4,1,,,,0,0,0,0,2,2,2,2,2,2,1,0,0,3,3,3,1,1,3,2,3,1,3,6,6,6,6,6,6,2,3,2,2,2,2,1,1,3,2,1,14,2,49.01429749,12.1427002,-1,2,5,3,3,3,2,51,6,6,29,76,28,-5.21198,-4.06729,-5.322,0.265005,-1.903558046,-1.485485862,-1.943740367,0.096787094,0,0,0,1,0
R_bPI0YC0jg1BpyRL,Default Response Set,Anonymous,,,93.233.182.22,0,08MAY16:16:38:00,08MAY16:16:47:00,1,402221,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,2,4,5,5,5,3,4,,5,5,3,5,6,5,2,3,6,5,6,5,5,5,5,5,6,5,3,6,5,5,6,5,3,5,3,3,3,4,5,2,5,5,6,2,3,6,5,1,,,,0,0,0,0,4,4,4,4,4,6,1,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,3,3,3,3,3,2,2,3,4,3,17,2,52.26669312,10.53329468,-1,3,6,5,3,5,3,58,6,5,27,71,27,-3.62702,0.334967,-4.11584,1.20318,-1.324687183,0.122339136,-1.503217654,0.439434336,0,0,0,1,0
R_bwvUxIVKmwpqNPn,Default Response Set,Anonymous,,,188.109.25.16,0,08MAY16:16:58:00,08MAY16:17:05:00,1,402230,2,0,1,,0,0,0,0,,,0,0,1,3,2,2,1,2,2,5,5,5,2,4,,6,7,4,2,6,6,2,2,5,5,6,6,4,6,5,6,7,5,3,6,6,6,4,4,3,5,7,2,6,6,5,2,6,7,6,2,5,5,5,1,,,,0,0,0,0,3,3,3,3,3,4,1,0,0,2,1,2,1,1,2,2,1,1,5,0,0,0,0,0,0,2,3,2,3,3,2,2,4,1,1,0,6,3,51.42680359,6.880599976,-1,6,6,6,4,5,4,69,6,5,26,86,28,-3.83209,-1.05103,-3.38269,1.60899,-1.399584371,-0.383864983,-1.235451165,0.587647278,0,0,0,1,0
R_1TaXOJIOn8aI2e9,Default Response Set,Anonymous,,,91.141.1.245,0,08MAY16:17:07:00,08MAY16:17:12:00,1,800413,2,0,1,,0,0,0,0,,,0,0,1,4,2,2,1,2,3,5,5,5,3,2,,6,5,4,4,7,5,4,4,6,3,5,4,4,4,3,3,6,3,5,6,5,4,6,5,2,3,5,3,3,3,3,2,5,6,5,4,4,3,3,1,,,,0,0,0,0,2,2,3,3,2,4,1,0,0,2,2,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,3,3,3,5,2,4,1,1,0,12,4,48.19999695,16.36669922,-1,4,4,4,4,3,3,44,4,6,19,74,26,-3.4144,-0.13859,-0.171457,0.827914,-1.247032527,-0.050616869,-0.062620799,0.3023769,0,0,0,1,0
R_1KZpVAQM6a3KE3r,Default Response Set,Anonymous,,,212.17.67.39,0,08MAY16:17:54:00,08MAY16:18:10:00,1,800416,2,0,1,,0,1,0,0,,,0,0,0,3,1,1,2,2,3,5,5,4,4,2,,5,4,3,6,6,5,5,6,5,5,5,7,6,4,5,5,7,5,6,6,3,5,6,5,3,4,5,3,5,3,3,2,3,5,6,4,2,5,3,1,,,,0,0,0,0,2,3,3,3,2,2,1,0,0,2,1,2,1,1,1,1,1,2,5,0,0,0,0,0,0,6,4,4,5,3,4,2,1,3,3,1,8,2,47.41430664,9.742004395,-1,2,3,2,2,2,3,45,4,5,22,66,28,-3.34796,1.10369,-4.80585,1.84317,-1.222766817,0.403097859,-1.755228231,0.673176237,0,0,0,1,0
R_3lzr40Rh49QBwz3,Default Response Set,Anonymous,,,79.253.113.13,0,08MAY16:19:34:00,08MAY16:19:56:00,1,402247,2,0,1,1,0,0,0,0,1,,0,0,0,3,2,1,1,1,2,5,5,5,1,4,,4,5,3,5,6,4,4,4,4,4,3,5,5,5,6,6,6,5,6,6,5,4,6,5,4,5,4,5,4,6,4,2,3,6,3,4,4,5,3,1,,,,0,0,0,0,2,2,3,2,1,2,1,0,0,1,3,1,1,1,1,1,2,2,3,3,4,3,3,3,4,3,2,3,3,4,4,2,1,2,2,1,9,2,50.70710754,8.709503174,-1,3,4,4,3,2,3,53,4,4,21,63,29,-1.1453,-1.53249,-2.69861,1.10794,-0.418294972,-0.55970738,-0.985606387,0.404650076,0,0,0,1,0
